Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
"Наименование Избирательной комиссии:    Ставрополь, Октябрьская"																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83					
1	"Число избирателей, внесенных в списки"	53911	833	860	1164	1523	1932	2288	2690	2162	2210	1653	1676	1160	2252	2080	1121	2485	2834	1764	1517	1423	1999	2660	2568	2356	2712	2309	2859	394	327	31	69					
2	"Число бюллетеней, полученных участковыми комиссиями"	49350	750	750	1000	1300	1800	2000	2500	2000	2000	1500	1500	1000	2000	1800	1000	2300	2600	1700	1400	1400	1800	2500	2500	2200	2600	2000	2600	400	300	50	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25389	474	430	450	683	829	952	1432	917	893	746	758	549	971	972	558	1290	1406	862	775	618	888	1268	1219	1129	1208	1184	1331	319	210	31	37					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1456	14	40	55	41	44	65	30	51	85	26	56	26	71	19	47	26	53	46	66	116	48	60	76	43	37	18	71	75	29	0	22					
6	Число погашенных бюллетеней	22504	262	280	495	576	927	983	1038	1032	1022	728	685	425	958	809	395	984	1141	792	559	666	864	1172	1205	1028	1355	798	1198	6	61	19	41					
7	Число бюллетеней в переносных ящиках для голосования	1456	14	40	55	41	44	65	30	51	85	26	56	26	71	19	47	26	53	46	66	116	48	60	76	43	37	18	71	75	29	0	22					
8	Число бюллетеней в стационарных ящиках для голосования	25383	474	430	450	683	829	952	1432	917	893	746	758	549	971	972	558	1285	1406	861	775	618	888	1268	1219	1129	1208	1184	1331	319	210	31	37					
9	Число недействительных бюллетеней	407	6	5	6	9	6	16	12	14	9	6	14	7	29	13	23	16	0	23	15	11	24	37	24	14	9	11	25	9	14	0	0					
10	Число действительных бюллетеней	26432	482	465	499	715	867	1001	1450	954	969	766	800	568	1013	978	582	1295	1459	884	826	723	912	1291	1271	1158	1236	1191	1377	385	225	31	59					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	676	15	10	25	20	25	25	25	30	25	25	25	20	25	25	25	25	25	25	25	25	25	35	30	31	25	25	25	0	10	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	502	13	4	21	15	19	25	14	24	10	18	18	3	8	22	8	18	25	21	16	25	14	34	26	30	24	25	22	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	684	8	17	8	14	13	13	9	13	7	19	30	25	26	4	3	8	46	2	52	4	23	8	7	7	38	2	13	228	3	12	22					
14	Число погашенных открепительных удостоверений	174	2	6	4	5	6	0	11	6	15	7	7	17	17	3	17	7	0	4	9	0	11	1	4	1	1	0	3	0	10	0	0					
15	Число открепительных удостоверений выданных ТИК	24	0	0	1	0	0	1	0	2	0	1	0	1	1	2	1	2	1	1	0	0	0	1	2	1	1	1	4	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	419	8	5	5	10	13	13	12	12	13	10	22	8	17	16	16	14	25	15	6	15	15	21	19	36	16	20	20	12	3	1	1					
		1.56%	1.63%	1.06%	0.99%	1.38%	1.48%	1.27%	0.82%	1.23%	1.32%	1.29%	2.70%	1.39%	1.63%	1.61%	2.64%	1.06%	1.71%	1.65%	0.71%	2.04%	1.60%	1.58%	1.46%	3.07%	1.28%	1.66%	1.42%	3.04%	1.25%	3.22%	1.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	947	21	21	31	51	44	51	73	52	32	40	37	27	21	25	9	30	35	16	28	19	37	44	39	32	35	54	27	9	3	1	3					
		3.52%	4.30%	4.46%	6.13%	7.04%	5.04%	5.01%	4.99%	5.37%	3.27%	5.18%	4.54%	4.69%	2.01%	2.52%	1.48%	2.28%	2.39%	1.76%	3.32%	2.58%	3.95%	3.31%	3.01%	2.73%	2.81%	4.49%	1.92%	2.28%	1.25%	3.22%	5.08%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1140	18	24	19	33	26	39	61	34	55	30	34	14	67	22	26	48	78	49	23	38	40	60	68	53	40	41	49	25	18	0	8					
		4.24%	3.68%	5.10%	3.76%	4.55%	2.97%	3.83%	4.17%	3.51%	5.62%	3.88%	4.17%	2.43%	6.42%	2.21%	4.29%	3.66%	5.34%	5.40%	2.73%	5.17%	4.27%	4.51%	5.25%	4.52%	3.21%	3.41%	3.49%	6.34%	7.53%	0.0%	13.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1012	38	28	20	45	40	40	56	31	38	42	29	28	32	44	19	35	39	31	27	8	31	36	46	56	57	52	41	14	6	1	2					
		3.77%	7.78%	5.95%	3.96%	6.21%	4.58%	3.93%	3.83%	3.20%	3.88%	5.44%	3.56%	4.86%	3.07%	4.43%	3.14%	2.66%	2.67%	3.41%	3.21%	1.08%	3.31%	2.71%	3.55%	4.77%	4.57%	4.32%	2.92%	3.55%	2.51%	3.22%	3.38%					
22	"5. ""За Русь Святую"""	156	8	3	3	5	8	4	9	14	3	6	6	2	7	6	4	4	4	4	8	1	3	9	12	1	7	4	8	2	1	0	0					
		0.58%	1.63%	0.63%	0.59%	0.69%	0.91%	0.39%	0.61%	1.44%	0.30%	0.77%	0.73%	0.34%	0.67%	0.60%	0.66%	0.30%	0.27%	0.44%	0.95%	0.13%	0.32%	0.67%	0.92%	0.08%	0.56%	0.33%	0.57%	0.50%	0.41%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	87	0	0	0	5	3	1	4	2	2	4	7	1	4	1	1	3	0	3	6	4	6	4	7	6	4	1	5	0	3	0	0					
		0.32%	0.0%	0.0%	0.0%	0.69%	0.34%	0.09%	0.27%	0.20%	0.20%	0.51%	0.85%	0.17%	0.38%	0.10%	0.16%	0.22%	0.0%	0.33%	0.71%	0.54%	0.64%	0.30%	0.54%	0.51%	0.32%	0.08%	0.35%	0.0%	1.25%	0.0%	0.0%					
