		0.50%	0.29%	0.63%	0.45%	1.20%	0.72%	0.54%	0.39%	0.24%	1.08%	0.33%	0.95%	0.70%	0.67%	0.33%	0.00%	0.36%	0.17%	0.36%	0.58%	0.24%	0.65%	0.65%	0.34%	0.62%	0.27%	0.09%	0.00%	0.56%	0.87%	0.00%	0.46%	0.15%	0.15%	0.61%	0.56%	0.59%	0.00%	0.16%	0.00%	0.51%	0.45%	0.27%	0.60%	0.33%	0.92%	0.70%	0.52%	1.20%	0.69%	0.51%	0.53%	0.71%	0.65%	0.16%	0.52%	0.47%	0.72%	0.55%	0.53%	0.00%	0.36%	0.43%	0.54%	0.27%	0.42%	0.31%	0.38%	0.43%	0.00%	0.54%									
14	Грудинин Павел Николаевич	6524	133	184	137	185	169	390	29	124	136	116	25	134	30	21	6	96	29	147	114	103	109	39	72	146	146	98	85	97	77	25	75	75	96	58	43	10	6	35	3	173	128	44	154	158	162	139	120	108	108	141	120	138	109	101	123	110	132	83	51	21	35	107	34	46	127	98	16	7	9	19									
		8.79%	12.85%	10.48%	12.41%	13.91%	9.42%	14.91%	5.71%	9.97%	12.24%	7.76%	7.91%	8.53%	2.50%	6.84%	2.43%	8.55%	4.85%	8.80%	8.30%	8.17%	7.09%	2.82%	4.14%	12.84%	12.92%	8.73%	12.74%	8.99%	9.61%	5.79%	5.80%	11.43%	7.28%	8.79%	7.99%	5.88%	1.86%	2.75%	1.17%	14.70%	7.17%	11.70%	6.58%	7.50%	13.48%	13.84%	8.95%	12.97%	10.71%	14.45%	12.74%	7.58%	10.17%	15.68%	7.09%	8.59%	9.53%	7.67%	8.99%	21.43%	3.19%	9.20%	3.05%	4.11%	13.48%	9.97%	3.05%	3.04%	4.55%	2.05%									
15	Жириновский Владимир Вольфович	3365	10	57	58	74	64	75	18	47	92	84	21	48	60	9	3	32	32	86	82	32	62	50	52	75	88	95	46	43	45	26	41	38	45	21	16	6	13	13	5	89	68	22	85	86	78	62	66	45	76	50	56	74	55	47	68	54	76	97	38	5	21	41	25	40	50	48	24	6	12	37									
		4.53%	0.97%	3.25%	5.25%	5.56%	3.57%	2.87%	3.54%	3.78%	8.28%	5.62%	6.65%	3.06%	5.00%	2.93%	1.21%	2.85%	5.35%	5.15%	5.97%	2.54%	4.03%	3.62%	2.99%	6.60%	7.79%	8.46%	6.90%	3.99%	5.62%	6.02%	3.17%	5.79%	3.41%	3.18%	2.97%	3.53%	4.04%	1.02%	1.95%	7.56%	3.81%	5.85%	3.63%	4.08%	6.49%	6.18%	4.92%	5.40%	7.54%	5.12%	5.94%	4.07%	5.13%	7.30%	3.92%	4.22%	5.49%	8.96%	6.70%	5.10%	1.91%	3.53%	2.24%	3.57%	5.31%	4.88%	4.57%	2.61%	6.06%	4.00%									
16	Путин Владимир Владимирович	61114	858	1405	847	1001	1496	2051	445	1032	811	1242	257	1327	1056	273	233	955	508	1395	1133	1098	1323	1245	1567	863	848	902	505	878	631	373	1157	517	1145	571	457	149	297	1204	244	846	1532	298	2008	1804	904	753	1108	621	759	743	722	1515	864	467	1489	1058	1125	869	458	69	936	840	990	913	725	770	401	215	170	843									
		82.31%	82.90%	80.01%	76.72%	75.26%	83.34%	78.43%	87.60%	82.96%	72.99%	83.13%	81.33%	84.47%	88.00%	88.93%	94.33%	85.04%	84.95%	83.53%	82.52%	87.07%	86.08%	90.02%	90.01%	75.90%	75.04%	80.32%	75.71%	81.45%	78.78%	86.34%	89.41%	78.81%	86.81%	86.52%	84.94%	87.65%	92.24%	94.65%	95.31%	71.88%	85.83%	79.26%	85.78%	85.66%	75.21%	75.00%	82.62%	74.55%	75.30%	76.13%	76.65%	83.24%	80.60%	72.52%	85.82%	82.66%	81.23%	80.31%	80.78%	70.41%	85.32%	72.23%	88.71%	81.52%	76.96%	78.33%	76.38%	93.48%	85.86%	91.14%									
17	Собчак Ксения Анатольевна	567	6	13	18	14	17	24	0	6	9	15	6	8	7	0	1	8	1	9	12	8	8	6	8	11	8	3	6	12	8	2	6	4	9	2	8	0	0	4	1	17	8	6	23	13	9	11	7	11	18	11	7	18	10	6	8	17	12	9	5	0	11	5	7	5	4	7	7	1	1	5									
		0.76%	0.58%	0.74%	1.63%	1.05%	0.95%	0.92%	0.00%	0.48%	0.81%	1.00%	1.90%	0.51%	0.58%	0.00%	0.40%	0.71%	0.17%	0.54%	0.87%	0.63%	0.52%	0.43%	0.46%	0.97%	0.71%	0.27%	0.90%	1.11%	0.99%	0.46%	0.46%	0.61%	0.68%	0.30%	1.49%	0.00%	0.00%	0.31%	0.39%	1.44%	0.45%	1.60%	0.98%	0.62%	0.75%	1.10%	0.52%	1.32%	1.79%	1.13%	0.74%	0.99%	0.93%	0.93%	0.46%	1.33%	0.87%	0.83%	0.88%	0.00%	1.00%	0.43%	0.63%	0.45%	0.42%	0.71%	1.33%	0.43%	0.51%	0.54%									
18	Сурайкин Максим Александрович	487	6	15	11	9	6	17	2	9	11	7	0	8	6	1	3	12	2	7	4	5	2	6	5	9	10	10	6	15	5	0	5	5	6	0	7	4	0	2	1	9	7	0	10	9	13	11	7	8	12	6	10	10	7	3	4	10	11	11	2	2	5	7	10	6	8	38	3	0	5	4									
		0.66%	0.58%	0.85%	0.99%	0.68%	0.33%	0.65%	0.39%	0.72%	0.99%	0.47%	0.00%	0.51%	0.50%	0.33%	1.21%	1.07%	0.33%	0.42%	0.29%	0.40%	0.13%	0.43%	0.29%	0.79%	0.88%	0.89%	0.90%	1.39%	0.62%	0.00%	0.39%	0.76%	0.45%	0.00%	1.30%	2.35%	0.00%	0.16%	0.39%	0.76%	0.39%	0.00%	0.43%	0.43%	1.08%	1.10%	0.52%	0.96%	1.19%	0.61%	1.06%	0.55%	0.65%	0.47%	0.23%	0.78%	0.79%	1.02%	0.35%	2.04%	0.46%	0.60%	0.90%	0.54%	0.85%	3.87%	0.57%	0.00%	2.53%	0.43%									
19	Титов Борис Юрьевич	416	3	18	14	10	7	13	0	9	8	6	3	15	4	2	0	1	0	7	6	7	5	8	11	6	4	3	5	8	5	2	1	6	2	0	0	0	0	7	1	7	13	3	15	8	4	7	8	6	9	8	5	25	5	13	11	8	4	3	3	1	4	6	9	6	5	2	7	0	1	3									
		0.56%	0.29%	1.03%	1.27%	0.75%	0.39%	0.50%	0.00%	0.72%	0.72%	0.40%	0.95%	0.95%	0.33%	0.65%	0.00%	0.09%	0.00%	0.42%	0.44%	0.56%	0.33%	0.58%	0.63%	0.53%	0.35%	0.27%	0.75%	0.74%	0.62%	0.46%	0.08%	0.91%	0.15%	0.00%	0.00%	0.00%	0.00%	0.55%	0.39%	0.59%	0.73%	0.80%	0.64%	0.38%	0.33%	0.70%	0.60%	0.72%	0.89%	0.82%	0.53%	1.37%	0.47%	2.02%	0.63%	0.63%	0.29%	0.28%	0.53%	1.02%	0.36%	0.52%	0.81%	0.54%	0.53%	0.20%	1.33%	0.00%	0.51%	0.32%									
20	Явлинский Григорий Алексеевич	304	6	23	4	10	6	7	2	4	7	4	1	5	3	0	1	7	3	5	3	0	4	14	9	4	8	6	4	7	6	2	3	1	1	1	1	0	0	0	1	3	4	0	6	6	6	7	6	10	5	6	2	9	2	1	3	7	5	4	2	0	0	5	4	6	6	6	1	0	0	9									
		0.41%	0.58%	1.31%	0.36%	0.75%	0.33%	0.27%	0.39%	0.32%	0.63%	0.27%	0.32%	0.32%	0.25%	0.00%	0.40%	0.62%	0.50%	0.30%	0.22%	0.00%	0.26%	1.01%	0.52%	0.35%	0.71%	0.53%	0.60%	0.65%	0.75%	0.46%	0.23%	0.15%	0.08%	0.15%	0.19%	0.00%	0.00%	0.00%	0.39%	0.25%	0.22%	0.00%	0.26%	0.28%	0.50%	0.70%	0.45%	1.20%	0.50%	0.61%	0.21%	0.49%	0.19%	0.16%	0.17%	0.55%	0.36%	0.37%	0.35%	0.00%	0.00%	0.43%	0.36%	0.54%	0.64%	0.61%	0.19%	0.00%	0.00%	0.97%									
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
