Выборы Президента Российской Федерации																																																																							
Дата голосования: 02.03.2008																																																																							
																																																																							
Наименование Избирательной комиссии:    Северская																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
	Число участковых избирательных комиссий	64																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	64																																																																					
																																																																							
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118	УИК №4119	УИК №4120	УИК №4121	УИК №4122	УИК №4123	УИК №4124	УИК №4125	УИК №4126	УИК №4127	УИК №4128	УИК №4129	УИК №4130	УИК №4131	УИК №4132	УИК №4133	УИК №4134	УИК №4135	УИК №4136	УИК №4137	УИК №4138	УИК №4139	УИК №4140	УИК №4141	УИК №4142	УИК №4143	УИК №4144	УИК №4145	УИК №4146	УИК №4147	УИК №4148	УИК №4149	УИК №4150	УИК №4151	УИК №4152	УИК №4153	УИК №4154	УИК №4155	УИК №4156	УИК №4157	УИК №4158	УИК №4159	УИК №4160	УИК №4161	УИК №4162	УИК №4163	УИК №4164					
1	"Число избирателей, включенных в списки избирателей"	76480	1189	1842	1793	1458	1831	1814	466	993	1738	667	1868	756	280	1035	602	1136	2269	2063	2290	1274	1910	1881	1719	355	364	1226	1020	734	559	415	134	529	255	1138	233	2070	1575	147	2187	1852	1984	1615	1596	1308	1437	1036	1644	2136	629	217	2428	2123	1106	539	96	1392	1436	1239	958	1497	1383	538	262	214					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	83400	1250	2000	1950	1850	1900	1820	500	1100	1930	750	1950	850	350	1030	610	1600	2500	2230	2550	1420	2050	2200	1850	400	450	1400	1150	800	610	480	130	620	300	1300	250	2320	1810	160	2300	1950	2080	1780	1780	1490	1550	1120	1750	2320	650	230	2480	2150	1150	560	110	1550	1500	1410	1050	1530	1470	520	270	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	58839	818	1595	1469	1117	1678	1349	440	647	1550	560	1514	593	208	771	503	853	1696	1644	1851	1126	1339	1406	1142	204	243	810	712	505	353	298	100	416	163	873	188	1450	922	102	1924	1660	1580	1437	1250	1028	1257	743	1319	1693	393	124	1812	1449	735	416	83	1177	1100	986	574	1095	1094	296	226	180					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	9777	177	160	226	252	114	131	23	236	117	89	108	93	60	64	49	257	273	220	280	107	311	296	238	95	84	261	131	94	118	48	26	51	70	174	35	300	460	44	91	103	300	119	220	97	99	169	199	186	166	87	394	340	277	77	12	95	130	93	217	156	127	98	28	25					
6	Число погашенных избирательных бюллетеней	14784	255	245	255	481	108	340	37	217	263	101	328	164	82	195	58	490	531	366	419	187	400	498	470	101	123	329	307	201	139	134	4	153	67	253	27	570	428	14	285	187	200	224	310	365	194	208	232	441	91	19	274	361	138	67	15	278	270	331	259	279	249	126	16	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	9777	177	160	226	252	114	131	23	236	117	89	108	93	60	64	49	257	273	220	280	107	311	296	238	95	84	261	131	94	118	48	26	51	70	174	35	300	460	44	91	103	300	119	220	97	99	169	199	186	166	87	394	340	277	77	12	95	130	93	217	156	127	98	28	25					
8	Число бюллетеней в стационарных ящиках для голосования	58836	818	1595	1469	1117	1678	1349	440	647	1550	560	1514	592	208	771	503	853	1696	1642	1851	1126	1339	1406	1142	204	243	810	712	505	353	298	100	416	163	873	188	1450	922	102	1924	1660	1580	1437	1250	1028	1257	743	1319	1693	393	124	1812	1449	735	416	83	1177	1100	986	574	1095	1094	296	226	180					
9	Число недействительных избирательных бюллетеней	629	16	6	21	19	41	10	3	11	10	2	8	3	0	5	7	6	12	17	3	0	14	33	10	0	1	6	19	4	3	2	1	3	4	14	1	22	19	1	16	9	22	12	26	6	3	7	18	8	8	4	9	16	12	8	0	16	18	18	0	16	13	3	0	4					
10	Число действительных избирательных бюллетеней	67984	979	1749	1674	1350	1751	1470	460	872	1657	647	1614	682	268	830	545	1104	1957	1845	2128	1233	1636	1669	1370	299	326	1065	824	595	468	344	125	464	229	1033	222	1728	1363	145	1999	1754	1858	1544	1444	1119	1353	905	1500	1871	551	207	2197	1773	1000	485	95	1256	1212	1061	791	1235	1208	391	254	201					
11	Число полученных открепительных  удостоверений	2145	15	30	61	50	20	45	7	34	20	15	50	65	50	20	10	38	40	37	40	30	30	30	35	10	20	65	40	30	30	30	10	25	25	78	15	65	100	5	50	35	20	45	50	40	45	20	35	50	20	10	50	30	30	20	5	40	40	35	50	30	15	30	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2145	15	30	61	50	20	45	7	34	20	15	50	65	50	20	10	38	40	37	40	30	30	30	35	10	20	65	40	30	30	30	10	25	25	78	15	65	100	5	50	35	20	45	50	40	45	20	35	50	20	10	50	30	30	20	5	40	40	35	50	30	15	30	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	712	19	6	6	9	86	19	4	2	6	4	39	22	14	30	17	4	11	9	11	14	10	7	2	7	9	19	6	7	8	7	9	5	8	5	5	14	4	1	4	10	6	4	26	6	9	22	9	9	6	5	11	29	2	8	2	3	17	1	14	18	4	6	9	7					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	551	3	2	1	6	1	0	1	11	1	9	48	32	41	5	18	19	7	14	7	10	8	27	3	5	1	4	2	1	7	0	1	11	1	14	0	15	9	0	4	8	5	7	14	0	3	14	3	16	3	2	17	11	6	8	9	2	1	5	10	24	2	28	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	Богданов Андрей Владимирович	696	19	18	3	15	23	14	4	16	22	10	13	5	1	9	4	11	21	15	10	10	13	50	10	6	0	8	6	7	5	1	0	4	1	4	1	4	13	1	13	19	41	15	10	14	10	10	40	16	3	3	15	26	16	3	0	5	18	2	8	10	14	5	2	1					
		1.01%	1.91%	1.03%	0.18%	1.10%	1.28%	0.95%	0.86%	1.81%	1.32%	1.54%	0.80%	0.73%	0.37%	1.08%	0.72%	0.99%	1.07%	0.81%	0.47%	0.81%	0.79%	2.94%	0.72%	2.01%	0.00%	0.75%	0.71%	1.17%	1.06%	0.29%	0.00%	0.86%	0.43%	0.38%	0.45%	0.23%	0.94%	0.68%	0.65%	1.08%	2.18%	0.96%	0.68%	1.24%	0.74%	1.10%	2.64%	0.85%	0.54%	1.42%	0.68%	1.45%	1.58%	0.61%	0.00%	0.39%	1.46%	0.19%	1.01%	0.80%	1.15%	1.27%	0.79%	0.49%					
19	Жириновский Владимир Вольфович	4982	93	125	53	95	101	124	39	74	108	54	90	55	6	123	68	79	104	135	33	76	136	194	121	23	44	77	57	51	55	10	13	41	38	56	12	111	62	11	154	169	145	93	92	103	98	41	135	170	52	19	210	141	88	68	13	81	57	51	60	51	73	32	16	23					
		7.26%	9.35%	7.12%	3.13%	6.94%	5.64%	8.38%	8.42%	8.38%	6.48%	8.32%	5.55%	8.03%	2.24%	14.73%	12.32%	7.12%	5.28%	7.25%	1.55%	6.16%	8.24%	11.40%	8.77%	7.69%	13.46%	7.19%	6.76%	8.51%	11.68%	2.89%	10.32%	8.78%	16.31%	5.35%	5.38%	6.34%	4.49%	7.53%	7.64%	9.59%	7.71%	5.98%	6.26%	9.16%	7.23%	4.50%	8.89%	9.05%	9.30%	9.00%	9.52%	7.88%	8.70%	13.79%	13.68%	6.37%	4.63%	4.73%	7.59%	4.08%	5.98%	8.12%	6.30%	11.22%					
20	Зюганов Геннадий Андреевич	10449	189	208	274	227	279	140	48	233	201	136	247	127	20	202	99	130	215	201	209	163	272	357	201	44	50	174	186	117	105	109	26	63	27	107	27	300	252	23	311	218	220	269	236	194	180	160	263	273	107	18	315	201	176	51	30	177	202	182	127	196	214	48	53	40					
		15.23%	18.99%	11.85%	16.17%	16.58%	15.57%	9.46%	10.37%	26.39%	12.06%	20.96%	15.23%	18.54%	7.46%	24.19%	17.93%	11.71%	10.92%	10.79%	9.81%	13.22%	16.48%	20.98%	14.57%	14.72%	15.29%	16.25%	22.06%	19.53%	22.29%	31.50%	20.63%	13.49%	11.59%	10.22%	12.11%	17.14%	18.23%	15.75%	15.43%	12.37%	11.70%	17.29%	16.05%	17.24%	13.27%	17.54%	17.33%	14.53%	19.14%	8.53%	14.28%	11.24%	17.39%	10.34%	31.58%	13.92%	16.42%	16.87%	16.06%	15.67%	17.53%	12.18%	20.87%	19.51%					
21	Медведев Дмитрий Анатольевич	51857	678	1398	1344	1013	1348	1192	369	549	1326	447	1264	495	241	496	374	884	1617	1494	1876	984	1215	1068	1038	226	232	806	575	420	303	224	86	356	163	866	182	1313	1036	110	1521	1348	1452	1167	1106	808	1065	694	1062	1412	389	167	1657	1405	720	363	52	993	935	826	596	978	907	306	183	137					
		75.58%	68.14%	79.66%	79.29%	73.99%	75.22%	80.54%	79.70%	62.17%	79.54%	68.88%	77.93%	72.26%	89.93%	59.40%	67.75%	79.64%	82.12%	80.24%	88.03%	79.81%	73.64%	62.75%	75.22%	75.59%	70.95%	75.26%	68.21%	70.12%	64.33%	64.74%	68.25%	76.23%	69.96%	82.71%	81.61%	75.03%	74.96%	75.34%	75.48%	76.46%	77.23%	75.00%	75.24%	71.82%	78.54%	76.10%	69.96%	75.15%	69.59%	79.15%	75.11%	78.54%	71.15%	73.63%	54.74%	78.07%	76.02%	76.55%	75.35%	78.18%	74.28%	77.66%	72.05%	66.83%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
