Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Немецкая																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133					
1	"Число избирателей, внесенных в список"	13351	1327	1043	1140	1298	216	434	866	1230	969	851	1697	998	951	331					
2	Число полученных избирательных бюллетеней	12700	1200	1000	1100	1200	200	400	800	1200	900	800	1700	1000	900	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9962	1015	845	805	881	159	376	662	861	737	622	1244	786	730	239					
5	"Число избирательных бюллетеней, выданных вне помещения"	157	18	22	9	17	0	0	10	12	7	0	35	12	9	6					
6	Число погашенных избирательных бюллетеней	2581	167	133	286	302	41	24	128	327	156	178	421	202	161	55					
7	Число избирательных бюллетеней в переносных ящиках	157	18	22	9	17	0	0	10	12	7	0	35	12	9	6					
8	Число бюллетеней в стационарных ящиках для голосования	9949	1014	845	804	878	159	376	662	857	737	619	1244	785	730	239					
9	Число недействительных избирательных бюллетеней	70	3	7	5	9	6	3	5	7	5	0	8	8	4	0					
10	Число действительных избирательных бюллетеней	10036	1029	860	808	886	153	373	667	862	739	619	1271	789	735	245					
11	Число полученных открепительных  удостоверений	180	17	14	15	17	4	5	10	17	14	14	22	12	14	5					
12	Число выданных открепительных удостоверений	36	3	2	3	1	0	0	6	0	3	1	7	6	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	2	2	0	0	1	0	2	1	0	1	1	4	1	0					
14	Число неиспользованных открепительных удостоверений	144	14	12	12	16	4	5	4	17	11	13	15	6	10	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	224	26	18	16	29	1	5	5	7	38	7	34	21	13	4					
		2.22%	2.52%	2.08%	1.97%	3.24%	0.63%	1.33%	0.74%	0.81%	5.11%	1.13%	2.66%	2.63%	1.76%	1.63%					
19	. Малышкин Олег Александрович	220	8	19	27	24	3	5	25	11	18	10	31	19	10	10					
		2.18%	0.78%	2.19%	3.32%	2.68%	1.89%	1.33%	3.72%	1.27%	2.42%	1.62%	2.42%	2.38%	1.35%	4.08%					
20	. Миронов Сергей Михайлович	45	3	4	3	6	1	0	4	3	5	4	7	4	0	1					
		0.45%	0.29%	0.46%	0.37%	0.67%	0.63%	0.00%	0.60%	0.35%	0.67%	0.65%	0.55%	0.50%	0.00%	0.41%					
21	. Путин Владимир Владимирович	8316	864	728	693	710	131	314	514	752	567	493	1047	652	643	208					
		82.29%	83.72%	83.97%	85.24%	79.33%	82.39%	83.51%	76.49%	86.54%	76.21%	79.64%	81.86%	81.81%	87.01%	84.90%					
22	. Хакамада Ирина Муцуовна	187	27	16	14	23	0	5	10	25	7	10	27	8	15	0					
		1.85%	2.62%	1.85%	1.72%	2.57%	0.00%	1.33%	1.49%	2.88%	0.94%	1.62%	2.11%	1.00%	2.03%	0.00%					
23	. Харитонов Николай Михайлович	896	77	66	47	80	13	41	97	54	91	86	105	69	48	22					
		8.87%	7.46%	7.61%	5.78%	8.94%	8.18%	10.90%	14.43%	6.21%	12.23%	13.89%	8.21%	8.66%	6.50%	8.98%					
																					
24	Против всех	148	24	9	8	14	4	3	12	10	13	9	20	16	6	0					
		1.46%	2.33%	1.04%	0.98%	1.56%	2.52%	0.80%	1.79%	1.15%	1.75%	1.45%	1.56%	2.01%	0.81%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
