Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Нолинская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835					
1	"Число избирателей, внесенных в списки"	19191	2423	2489	2742	2072	1623	233	362	234	217	331	288	931	695	363	172	633	313	917	111	170	135	768	792	177					
2	"Число бюллетеней, полученных участковыми комиссиями"	18855	2250	2450	2650	2050	1600	230	370	230	210	330	280	950	710	360	170	650	310	910	115	170	130	750	800	180					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10563	1284	1350	1667	1120	747	147	205	134	151	234	163	463	322	204	112	326	172	464	87	110	66	455	481	99					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	845	81	37	59	47	67	7	48	19	9	10	11	40	54	23	13	70	3	83	5	19	20	75	34	11					
6	Число погашенных бюллетеней	7447	885	1063	924	883	786	76	117	77	50	86	106	447	334	133	45	254	135	363	23	41	44	220	285	70					
7	Число бюллетеней в переносных ящиках для голосования	797	81	37	11	47	67	7	48	19	9	10	11	40	54	23	13	70	3	83	5	19	20	75	34	11					
8	Число бюллетеней в стационарных ящиках для голосования	10562	1284	1350	1666	1120	747	147	205	134	151	234	163	463	322	204	112	326	172	464	87	110	66	455	481	99					
9	Число недействительных бюллетеней	275	16	35	24	43	26	4	11	1	0	8	6	12	7	5	2	11	6	14	0	8	2	12	14	8					
10	Число действительных бюллетеней	11084	1349	1352	1653	1124	788	150	242	152	160	236	168	491	369	222	123	385	169	533	92	121	84	518	501	102					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	191	31	13	20	20	10	5	5	5	5	5	5	10	5	5	5	5	5	2	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	108	31	11	20	10	7	1	5	2	0	0	1	3	4	2	3	2	0	0	2	0	0	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	10	8	2	3	10	1	1	0	2	0	1	0	4	0	1	1	1	2	1	0	0	2	2	0					
14	Число погашенных открепительных удостоверений	83	0	2	0	10	3	4	0	3	5	5	4	7	1	3	2	3	5	2	3	5	5	3	3	5					
15	Число открепительных удостоверений выданных ТИК	5	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	144	19	13	27	9	8	2	3	5	1	1	4	8	4	0	2	7	5	10	0	2	3	8	3	0					
		1.26%	1.39%	0.93%	1.61%	0.77%	0.98%	1.29%	1.18%	3.26%	0.62%	0.40%	2.29%	1.59%	1.06%	0.0%	1.6%	1.76%	2.85%	1.82%	0.0%	1.55%	3.48%	1.50%	0.58%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	134	16	27	27	12	5	0	1	2	1	3	1	7	1	3	1	2	2	6	1	1	2	3	8	2					
		1.17%	1.17%	1.94%	1.61%	1.02%	0.61%	0.0%	0.39%	1.30%	0.62%	1.22%	0.57%	1.39%	0.26%	1.32%	0.8%	0.50%	1.14%	1.09%	1.08%	0.77%	2.32%	0.56%	1.55%	1.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	366	40	49	47	39	25	2	6	7	4	11	7	16	19	8	1	13	7	18	5	4	2	17	13	6					
		3.22%	2.93%	3.53%	2.80%	3.34%	3.07%	1.29%	2.37%	4.57%	2.5%	4.50%	4.02%	3.18%	5.05%	3.52%	0.8%	3.28%	4.0%	3.29%	5.43%	3.10%	2.32%	3.20%	2.52%	5.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	198	23	30	47	16	13	3	1	2	1	1	0	7	18	1	4	6	0	8	0	1	0	9	7	0					
		1.74%	1.68%	2.16%	2.80%	1.37%	1.59%	1.94%	0.39%	1.30%	0.62%	0.40%	0.0%	1.39%	4.78%	0.44%	3.2%	1.51%	0.0%	1.46%	0.0%	0.77%	0.0%	1.69%	1.35%	0.0%					
22	"5. ""За Русь Святую"""	77	5	10	9	9	5	0	2	2	0	4	4	5	2	1	0	3	1	2	0	0	2	6	5	0					
		0.67%	0.36%	0.72%	0.53%	0.77%	0.61%	0.0%	0.79%	1.30%	0.0%	1.63%	2.29%	0.99%	0.53%	0.44%	0.0%	0.75%	0.57%	0.36%	0.0%	0.0%	2.32%	1.13%	0.97%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	1	1	6	3	3	1	2	0	1	2	2	1	1	0	1	2	0	0	0	0	0	1	4	0					
		0.28%	0.07%	0.07%	0.35%	0.25%	0.36%	0.64%	0.79%	0.0%	0.62%	0.81%	1.14%	0.19%	0.26%	0.0%	0.8%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.77%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	68	10	11	11	2	4	0	0	1	0	2	1	9	2	0	3	3	4	3	0	0	0	1	1	0					
		0.59%	0.73%	0.79%	0.65%	0.17%	0.49%	0.0%	0.0%	0.65%	0.0%	0.81%	0.57%	1.78%	0.53%	0.0%	2.4%	0.75%	2.28%	0.54%	0.0%	0.0%	0.0%	0.18%	0.19%	0.0%					
25	"8. ""Народно-республиканская партия России"""	29	5	1	4	1	5	1	1	1	0	0	0	2	2	0	0	1	1	2	0	0	0	1	1	0					
		0.25%	0.36%	0.07%	0.23%	0.08%	0.61%	0.64%	0.39%	0.65%	0.0%	0.0%	0.0%	0.39%	0.53%	0.0%	0.0%	0.25%	0.57%	0.36%	0.0%	0.0%	0.0%	0.18%	0.19%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	51	8	6	10	6	0	0	9	0	0	1	0	1	2	0	1	2	0	2	0	1	0	1	1	0					
