Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Саратовская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414					
1	"Число избирателей, внесенных в списки избирателей"	35005	1314	759	272	71	621	1539	1592	690	1075	1447	381	1692	1632	202	720	161	2457	1580	1117	935	239	172	82	570	343	617	1611	158	398	559	644	308	622	897	1061	136	163	2151	2152	1375	490					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33890	1230	730	270	110	600	1430	1550	650	1050	1420	360	1580	1610	190	720	150	2000	1540	1040	900	290	150	110	550	340	600	1520	210	380	480	980	290	810	860	1020	130	160	2000	2090	1350	440					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22293	520	345	152	65	232	929	1116	335	809	964	233	1293	978	116	434	109	1664	831	743	603	139	48	32	298	195	291	907	140	277	378	581	193	557	671	733	93	62	1599	1407	862	359					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1719	35	80	18	6	31	43	65	33	51	67	37	61	39	37	32	9	34	56	128	60	12	26	50	32	17	62	47	18	9	28	63	24	65	56	56	9	32	36	23	102	30					
6	Число погашенных избирательных бюллетеней	9878	675	305	100	39	337	458	369	282	190	389	90	226	593	37	254	32	302	653	169	237	139	76	28	220	128	247	566	52	94	74	336	73	188	133	231	28	66	365	660	386	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1719	35	80	18	6	31	43	65	33	51	67	37	61	39	37	32	9	34	56	128	60	12	26	50	32	17	62	47	18	9	28	63	24	65	56	56	9	32	36	23	102	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22292	520	345	152	65	232	929	1116	335	809	964	233	1293	978	116	434	109	1664	831	743	603	139	47	32	298	195	291	907	140	277	378	581	193	557	671	733	93	62	1599	1407	862	359					
9	Число недействительных избирательных бюллетеней	468	14	8	7	7	4	11	38	11	25	16	7	0	10	1	17	3	25	8	4	0	9	5	2	13	6	2	22	3	12	7	12	3	34	16	0	4	7	30	31	30	4					
10	Число действительных избирательных бюллетеней	23543	541	417	163	64	259	961	1143	357	835	1015	263	1354	1007	152	449	115	1673	879	867	663	142	68	80	317	206	351	932	155	274	399	632	214	588	711	789	98	87	1605	1399	934	385					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	625	14	18	7	4	12	19	21	10	13	19	8	20	25	7	22	7	34	17	17	14	7	0	7	8	7	18	18	7	12	8	11	7	21	14	14	7	7	47	59	28	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	526	14	18	7	1	12	19	21	10	13	19	4	20	25	3	19	6	34	17	10	14	6	0	2	8	4	18	16	2	12	2	8	3	17	7	8	0	0	41	55	21	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	559	21	7	4	3	5	25	12	9	6	9	10	65	22	3	2	11	11	9	27	11	10	11	10	17	9	5	63	10	6	8	6	4	16	15	10	5	3	22	10	12	35					
14	Число погашенных неиспользованных открепительных удостоверений	99	0	0	0	3	0	0	0	0	0	0	4	0	0	4	3	1	0	0	7	0	1	0	5	0	3	0	2	5	0	6	3	4	4	7	6	7	7	6	4	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	324	3	13	1	2	7	3	14	10	10	9	4	15	14	2	5	2	24	6	14	0	4	2	1	8	6	0	47	2	3	7	0	1	8	8	13	0	6	22	10	11	7					
		1.35%	0.54%	3.06%	0.59%	2.82%	2.66%	0.31%	1.19%	2.72%	1.16%	0.87%	1.48%	1.11%	1.38%	1.31%	1.07%	1.69%	1.41%	0.68%	1.61%	0.00%	2.65%	2.74%	1.22%	2.42%	2.83%	0.00%	4.93%	1.27%	1.05%	1.72%	0.00%	0.46%	1.29%	1.10%	1.65%	0.00%	6.38%	1.35%	0.70%	1.14%	1.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	96	1	2	1	1	2	0	1	1	6	3	1	4	4	1	0	0	8	4	2	0	0	0	2	0	0	1	2	1	0	0	0	0	3	0	0	1	0	15	16	11	2					
		0.40%	0.18%	0.47%	0.59%	1.41%	0.76%	0.00%	0.08%	0.27%	0.70%	0.29%	0.37%	0.30%	0.39%	0.65%	0.00%	0.00%	0.47%	0.45%	0.23%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.28%	0.21%	0.63%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.98%	0.00%	0.92%	1.12%	1.14%	0.51%					
20	3.Политическая партия «Демократическая партия России»	36	1	1	1	0	1	0	0	1	2	0	0	0	1	0	2	1	0	4	3	0	0	0	0	0	0	1	1	1	0	1	0	0	3	2	0	0	0	4	3	2	0					
		0.15%	0.18%	0.24%	0.59%	0.00%	0.38%	0.00%	0.00%	0.27%	0.23%	0.00%	0.00%	0.00%	0.10%	0.00%	0.43%	0.85%	0.00%	0.45%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.10%	0.63%	0.00%	0.25%	0.00%	0.00%	0.48%	0.28%	0.00%	0.00%	0.00%	0.24%	0.21%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1825	59	36	16	6	30	97	86	33	13	73	15	106	74	17	25	11	115	85	83	71	19	2	8	19	16	43	73	9	10	20	24	23	46	30	47	6	2	154	124	60	39					
		7.60%	10.63%	8.47%	9.41%	8.45%	11.41%	9.98%	7.28%	8.97%	1.51%	7.08%	5.56%	7.83%	7.28%	11.11%	5.36%	9.32%	6.77%	9.58%	9.53%	10.71%	12.58%	2.74%	9.76%	5.76%	7.55%	12.18%	7.65%	5.70%	3.50%	4.93%	3.73%	10.60%	7.40%	4.13%	5.96%	5.88%	2.13%	9.42%	8.67%	6.22%	10.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	67	3	2	0	0	0	2	3	0	2	2	0	2	4	1	1	0	5	6	3	1	2	0	0	1	1	2	3	3	0	1	0	0	2	0	0	0	0	3	0	7	5					
		0.28%	0.54%	0.47%	0.00%	0.00%	0.00%	0.21%	0.25%	0.00%	0.23%	0.19%	0.00%	0.15%	0.39%	0.65%	0.21%	0.00%	0.29%	0.68%	0.34%	0.15%	1.32%	0.00%	0.00%	0.30%	0.47%	0.57%	0.31%	1.90%	0.00%	0.25%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.73%	1.29%					
23	6.Политическая партия «Партия социальной справедливости»	34	1	1	0	1	0	0	3	0	0	0	0	1	1	0	0	1	2	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0	0	0	2	4	6	2					
		0.14%	0.18%	0.24%	0.00%	1.41%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.07%	0.10%	0.00%	0.00%	0.85%	0.12%	0.11%	0.00%	0.30%	0.00%	0.00%	0.00%	0.30%	0.47%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.12%	0.28%	0.62%	0.51%					
24	7.Политическая партия «Либерально-демократическая партия России»	1384	39	27	10	6	12	48	55	33	42	46	5	63	70	6	23	5	93	46	32	28	9	6	0	20	10	17	63	9	15	52	8	14	31	30	40	3	6	113	179	49	21					
