Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Таштыпская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309					
1	"Число избирателей, внесенных в списки"	10710	1292	750	2314	281	165	201	83	142	720	235	67	165	200	223	282	194	161	824	135	636	66	992	135	294	153					
2	"Число бюллетеней, полученных участковыми комиссиями"	10898	1305	720	2273	280	170	200	100	145	710	240	85	240	345	220	290	195	170	840	140	615	60	985	135	290	145					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5653	676	393	1029	162	96	102	81	88	410	161	63	160	195	128	163	114	75	319	89	342	26	489	85	147	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	552	49	63	72	10	12	26	2	13	34	19	4	5	5	10	13	6	14	30	11	27	23	38	12	6	48					
6	Число погашенных бюллетеней	4693	580	264	1172	108	62	72	17	44	266	60	18	75	145	82	114	75	81	491	40	246	11	458	38	137	37					
7	Число бюллетеней в переносных ящиках для голосования	552	49	63	72	10	12	26	2	13	34	19	4	5	5	10	13	6	14	30	11	27	23	38	12	6	48					
8	Число бюллетеней в стационарных ящиках для голосования	5653	676	393	1029	162	96	102	81	88	410	161	63	160	195	128	163	114	75	319	89	342	26	489	85	147	60					
9	Число недействительных бюллетеней	129	9	1	18	6	6	1	6	2	10	7	0	4	4	2	5	8	2	9	9	4	0	10	0	2	4					
10	Число действительных бюллетеней	6076	716	455	1083	166	102	127	77	99	434	173	67	161	196	136	171	112	87	340	91	365	49	517	97	151	104					
