Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Зуевская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251					
1	"Число избирателей, внесенных в списки"	22420	255	443	881	511	1460	922	223	221	241	291	230	121	722	902	276	209	168	560	182	701	811	497	838	920	938	1228	347	876	746	1139	864	1203	940	628	926					
2	"Число бюллетеней, полученных участковыми комиссиями"	21270	260	400	800	500	1500	900	210	210	240	280	230	120	700	900	250	200	160	530	180	700	800	500	800	850	900	1100	350	800	700	1000	800	1000	900	600	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12487	108	231	452	289	876	557	126	142	160	149	154	44	376	550	167	132	118	378	115	313	501	250	410	551	462	754	206	377	436	695	511	651	483	313	450					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1238	96	42	85	25	177	91	35	16	11	43	13	26	130	26	31	9	12	7	5	52	22	7	49	8	18	26	11	6	30	46	11	9	21	17	25					
6	Число погашенных бюллетеней	7545	56	127	263	186	447	252	49	52	69	88	63	50	194	324	52	59	30	145	60	335	277	243	341	291	420	320	133	417	234	259	278	340	396	270	425					
7	Число бюллетеней в переносных ящиках для голосования	1238	96	42	85	25	177	91	35	16	11	43	13	26	130	26	31	9	12	7	5	52	22	7	49	8	18	26	11	6	30	46	11	9	21	17	25					
8	Число бюллетеней в стационарных ящиках для голосования	12485	108	231	452	289	876	557	126	142	160	149	154	44	376	550	167	132	118	378	115	313	501	250	410	551	462	754	206	377	436	695	511	651	482	312	450					
9	Число недействительных бюллетеней	331	6	9	13	6	29	13	0	4	2	9	3	1	9	11	10	13	5	6	2	11	10	13	20	15	25	7	5	5	7	11	9	9	9	9	15					
10	Число действительных бюллетеней	13392	198	264	524	308	1024	635	161	154	169	183	164	69	497	565	188	128	125	379	118	354	513	244	439	544	455	773	212	378	459	730	513	651	494	320	460					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	386	5	8	15	10	20	15	5	5	5	5	5	3	10	15	5	5	5	10	5	15	15	10	15	15	15	20	8	15	10	15	15	20	15	10	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	2	0	4	1	8	3	2	0	0	0	2	0	1	1	0	0	2	4	0	3	6	4	1	2	1	9	1	2	1	7	4	4	3	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	1	0	2	0	2	4	2	8	3	1	2	1	3	5	1	0	0	2	3	1	2	2	2	7	3	3	0	1	1	7	4	4	1	2	2					
14	Число погашенных открепительных удостоверений	303	3	8	11	9	12	12	3	5	5	5	3	3	9	14	5	5	3	6	5	12	9	6	14	13	14	11	7	13	9	8	11	16	12	8	14					
15	Число открепительных удостоверений выданных ТИК	14	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	0	2	0	1	1	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	170	10	5	7	4	7	11	2	4	4	2	0	0	5	4	0	2	3	3	3	3	7	5	7	4	6	10	5	8	7	10	1	9	3	5	4					
		1.23%	4.90%	1.83%	1.30%	1.27%	0.66%	1.69%	1.24%	2.53%	2.33%	1.04%	0.0%	0.0%	0.98%	0.69%	0.0%	1.41%	2.30%	0.77%	2.5%	0.82%	1.33%	1.94%	1.52%	0.71%	1.25%	1.28%	2.30%	2.08%	1.50%	1.34%	0.19%	1.36%	0.59%	1.51%	0.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	149	0	2	3	1	7	11	4	0	1	2	6	3	6	6	2	0	2	1	1	2	5	4	5	5	3	11	4	6	5	13	1	11	6	4	6					
		1.08%	0.0%	0.73%	0.55%	0.31%	0.66%	1.69%	2.48%	0.0%	0.58%	1.04%	3.59%	4.28%	1.18%	1.04%	1.01%	0.0%	1.53%	0.25%	0.83%	0.54%	0.95%	1.55%	1.08%	0.89%	0.62%	1.41%	1.84%	1.56%	1.07%	1.75%	0.19%	1.66%	1.19%	1.21%	1.26%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	519	7	8	18	11	60	26	2	4	14	9	3	4	19	18	9	3	2	12	4	10	22	11	17	34	24	21	5	9	27	26	19	11	28	6	16					
		3.78%	3.43%	2.93%	3.35%	3.50%	5.69%	4.01%	1.24%	2.53%	8.18%	4.68%	1.79%	5.71%	3.75%	3.12%	4.54%	2.12%	1.53%	3.11%	3.33%	2.73%	4.20%	4.28%	3.70%	6.08%	5.0%	2.69%	2.30%	2.34%	5.79%	3.50%	3.63%	1.66%	5.56%	1.82%	3.36%					
