Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Слободская городская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093					
1	"Число избирателей, внесенных в списки"	30814	340	2005	1672	1250	2010	1745	1287	1243	1605	1647	1019	635	2307	579	1646	1794	2602	1993	104	1575	1629	55	72					
2	"Число бюллетеней, полученных участковыми комиссиями"	30163	330	2000	1600	1200	1900	1700	1300	1200	1600	1600	1000	600	2300	550	1600	1700	2600	2000	106	1500	1600	100	77					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16588	168	1019	829	618	1079	884	653	690	883	963	556	382	1358	222	709	1021	1596	1064	63	791	923	55	62					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	493	11	20	52	11	19	17	17	22	13	23	12	13	18	28	30	31	43	39	11	38	25	0	0					
6	Число погашенных бюллетеней	13082	151	961	719	571	802	799	630	488	704	614	432	205	924	300	861	648	961	897	32	671	652	45	15					
7	Число бюллетеней в переносных ящиках для голосования	493	11	20	52	11	19	17	17	22	13	23	12	13	18	28	30	31	43	39	11	38	25	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	16587	168	1019	829	618	1078	884	653	690	883	963	556	382	1358	222	709	1021	1596	1064	63	791	923	55	62					
9	Число недействительных бюллетеней	382	1	34	18	18	10	15	25	12	14	23	5	3	30	6	8	29	47	18	9	26	31	0	0					
10	Число действительных бюллетеней	16698	178	1005	863	611	1087	886	645	700	882	963	563	392	1346	244	731	1023	1592	1085	65	803	917	55	62					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	305	5	20	15	10	15	15	10	15	15	15	10	10	25	10	15	15	25	20	5	15	15	0	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	133	1	7	6	5	11	7	5	14	4	8	5	6	13	3	3	3	14	6	3	3	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	100	1	4	2	3	2	3	3	4	10	5	3	0	3	3	0	6	1	2	3	3	5	34	0					
