Выборы Президента Российской Федерации																																																																													
Дата голосования: 02.03.2008																																																																													
																																																																													
Наименование Избирательной комиссии:    Майкопская городская																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
	Число участковых избирательных комиссий	70																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	70																																																																											
																																																																													
		Сумма	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189					
1	"Число избирателей, включенных в списки избирателей"	131801	2253	2215	1985	2703	2843	2127	2626	2045	1493	2652	1657	1684	2079	2357	1689	1853	1936	1865	2670	2455	2104	2449	2808	1531	1487	1546	1608	1417	1568	1928	1613	2830	2000	2408	2205	1738	1857	1796	1909	2657	1620	2661	1830	2588	546	412	2121	2652	2741	2760	1419	2640	1872	2357	481	2335	2684	2635	1039	556	1099	255	465	388	312	665	1914	2112	1941	2055					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	121727	2300	2000	2000	2500	2800	2000	2500	2000	1500	2500	1500	1500	1700	2400	1600	1700	1700	1900	2500	2500	2000	2300	2500	1400	1300	1500	1500	1400	1400	1700	1600	2600	1800	2200	2000	1300	1700	1300	1600	2500	1500	2500	1600	2500	480	377	1900	2500	2500	2500	1300	2500	1500	2000	420	2000	2200	2000	950	550	1100	250	500	500	350	600	1850	2100	1900	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	67586	1064	966	1065	1334	1474	1257	1317	1101	825	1303	800	876	864	1047	960	1033	1054	1014	1303	1374	1029	1342	1290	750	801	756	740	757	768	874	704	1345	985	1173	1106	649	982	932	949	1528	842	1460	791	1447	277	213	944	1395	1466	1419	630	2137	1006	1387	249	1018	1294	1220	591	326	588	152	343	245	114	386	1036	1130	977	1012					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5186	43	109	14	63	91	85	82	69	44	67	94	108	97	25	39	35	44	98	25	23	57	41	59	46	29	55	69	42	28	80	83	91	80	94	104	225	47	38	59	66	50	101	60	33	88	3	118	34	30	13	26	198	20	116	42	214	178	243	33	34	63	12	106	143	150	18	47	103	139	123					
6	Число погашенных избирательных бюллетеней	48955	1193	925	921	1103	1235	658	1101	830	631	1130	606	516	739	1328	601	632	602	788	1172	1103	914	917	1151	604	470	689	691	601	604	746	813	1164	735	933	790	426	671	330	592	906	608	939	749	1020	115	161	838	1071	1004	1068	644	165	474	497	129	768	728	537	326	190	449	86	51	112	86	196	767	867	784	965					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5186	43	109	14	63	91	85	82	69	44	67	94	108	97	25	39	35	44	98	25	23	57	41	59	46	29	55	69	42	28	80	83	91	80	94	104	225	47	38	59	66	50	101	60	33	88	3	118	34	30	13	26	198	20	116	42	214	178	243	33	34	63	12	106	143	150	18	47	103	139	123					
8	Число бюллетеней в стационарных ящиках для голосования	67569	1064	966	1065	1333	1474	1257	1317	1101	825	1303	799	876	864	1047	960	1033	1054	1014	1303	1374	1029	1340	1290	750	801	756	740	757	768	874	704	1340	985	1173	1103	648	982	932	949	1528	842	1460	791	1447	277	213	944	1395	1466	1415	630	2137	1006	1387	249	1018	1294	1220	591	326	588	152	343	245	114	386	1036	1130	977	1012					
9	Число недействительных избирательных бюллетеней	867	12	17	10	18	16	21	15	11	14	19	9	11	13	7	24	12	11	11	16	17	19	19	16	9	7	9	7	7	8	9	4	9	21	18	18	12	16	20	15	15	12	19	12	19	13	1	8	9	12	7	9	18	12	15	4	14	19	13	9	5	9	2	8	5	0	5	13	19	21	13					
10	Число действительных избирательных бюллетеней	71888	1095	1058	1069	1378	1549	1321	1384	1159	855	1351	884	973	948	1065	975	1056	1087	1101	1312	1380	1067	1362	1333	787	823	802	802	792	788	945	783	1422	1044	1249	1189	861	1013	950	993	1579	880	1542	839	1461	352	215	1054	1420	1484	1421	647	2317	1014	1488	287	1218	1453	1450	615	355	642	162	441	383	264	399	1070	1214	1095	1122					
11	Число полученных открепительных  удостоверений	770	14	14	20	14	14	14	14	14	8	14	8	8	8	14	8	8	8	12	20	14	14	20	14	8	8	8	8	8	8	8	8	14	8	14	14	8	8	8	8	14	8	14	8	20	5	5	10	19	14	20	14	23	8	14	5	14	14	14	14	5	8	5	0	0	0	5	14	10	8	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	425	9	1	13	9	9	6	12	5	5	4	7	0	0	12	6	6	4	8	12	9	13	7	10	3	3	4	5	4	5	3	4	5	4	4	3	7	3	0	8	13	3	10	8	15	1	5	2	16	11	15	6	14	4	4	1	5	2	9	4	3	5	0	0	0	0	1	12	3	8	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	305	6	1	2	2	4	6	1	7	5	7	3	1	1	3	3	3	4	10	6	2	4	6	6	1	0	0	3	6	8	3	1	0	5	1	0	3	3	22	11	9	8	6	2	5	0	2	4	4	14	5	4	8	3	9	1	4	3	2	7	1	3	3	3	10	0	3	7	5	5	5					
14	Число неиспользованных открепительных удостоверений	345	5	13	7	5	5	8	2	9	3	10	1	8	8	2	2	2	4	4	8	5	1	13	4	5	5	4	3	4	3	5	4	9	4	10	11	1	5	8	0	1	5	4	0	5	4	0	8	3	3	5	8	9	4	10	4	9	12	5	10	2	3	5	0	0	0	4	2	7	0	3					
