Выборы Президента Российской Федерации																																										
Дата голосования: 02.03.2008																																										
																																										
Наименование Избирательной комиссии:    район Царицыно																																										
																																										
Сводная таблица результатов выборов																																										
																																										
	Число участковых избирательных комиссий	35																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	35																																								
																																										
		Сумма	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №3250	УИК №3251					
1	"Число избирателей, включенных в списки избирателей"	75350	2559	2858	2015	2880	2612	1689	1805	2009	2110	1983	2701	2193	2496	2668	2655	2457	2356	1671	1807	1795	1678	2005	1970	2234	2422	2499	1481	1795	2405	2612	2244	2502	2372	1082	730					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70800	2350	2600	1850	2650	2450	1600	1750	1950	1900	1850	2550	2100	2350	2500	2500	2300	2150	1500	1700	1700	1600	1850	1900	2200	2300	2300	1450	1700	2250	2450	1850	2350	2100	1200	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	60522	1977	2231	1544	2382	2013	1288	1496	1508	1656	1615	2152	1706	2022	2210	2199	2046	1858	1308	1327	1551	1464	1648	1636	1755	2048	2008	1160	1417	1812	2112	1699	1957	1905	1082	730					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1646	123	35	73	66	35	27	18	14	34	35	28	102	100	62	54	45	33	33	30	21	33	39	58	80	30	32	59	39	74	97	48	63	26	0	0					
6	Число погашенных избирательных бюллетеней	8632	250	334	233	202	402	285	236	428	210	200	370	292	228	228	247	209	259	159	343	128	103	163	206	365	222	260	231	244	364	241	103	330	169	118	270					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1646	123	35	73	66	35	27	18	14	34	35	28	102	100	62	54	45	33	33	30	21	33	39	58	80	30	32	59	39	74	97	48	63	26	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	60410	1962	2231	1544	2323	1998	1288	1496	1508	1656	1615	2152	1706	2022	2210	2199	2036	1858	1308	1327	1551	1464	1648	1636	1755	2048	1995	1160	1417	1812	2112	1699	1957	1905	1082	730					
9	Число недействительных избирательных бюллетеней	772	5	26	20	61	32	39	3	27	30	25	33	0	22	21	21	8	19	9	47	23	21	31	25	24	25	28	19	5	21	0	26	38	6	29	3					
10	Число действительных избирательных бюллетеней	61284	2080	2240	1597	2328	2001	1276	1511	1495	1660	1625	2147	1808	2100	2251	2232	2073	1872	1332	1310	1549	1476	1656	1669	1811	2053	1999	1200	1451	1865	2209	1721	1982	1925	1053	727					
11	Число полученных открепительных  удостоверений	1987	80	60	60	75	55	65	60	80	35	40	65	55	65	75	65	60	60	60	50	40	40	40	58	60	60	52	45	65	50	87	70	75	80	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1890	72	60	48	72	47	65	60	80	35	40	57	55	65	75	65	60	60	49	50	40	40	40	50	55	51	51	45	55	50	83	67	75	73	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1481	41	41	36	93	34	27	17	36	45	36	26	25	47	16	28	18	47	51	51	38	51	32	50	40	24	74	28	35	45	35	88	20	79	49	78					
14	Число неиспользованных открепительных удостоверений	97	8	0	12	3	8	0	0	0	0	0	8	0	0	0	0	0	0	11	0	0	0	0	8	5	9	1	0	10	0	4	3	0	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	304	8	13	5	7	10	3	6	3	3	6	10	8	9	14	11	16	9	1	6	5	8	13	7	22	19	20	5	8	14	10	9	10	6	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	Богданов Андрей Владимирович	663	15	15	11	36	17	11	3	9	26	6	40	7	12	7	10	14	14	15	41	30	48	49	21	9	52	28	17	15	36	5	6	5	16	8	9					
		1.07%	0.72%	0.66%	0.68%	1.51%	0.84%	0.84%	0.20%	0.59%	1.54%	0.36%	1.83%	0.39%	0.57%	0.31%	0.44%	0.67%	0.74%	1.12%	3.02%	1.91%	3.21%	2.90%	1.24%	0.49%	2.50%	1.38%	1.39%	1.03%	1.91%	0.23%	0.34%	0.25%	0.83%	0.74%	1.23%					
19	Жириновский Владимир Вольфович	2420	57	36	26	145	64	41	14	41	101	32	132	61	53	47	86	111	128	68	80	81	81	92	130	46	101	75	59	35	70	24	87	80	54	33	49					
		3.90%	2.73%	1.59%	1.61%	6.07%	3.15%	3.12%	0.92%	2.69%	5.98%	1.94%	6.06%	3.37%	2.50%	2.07%	3.82%	5.33%	6.77%	5.07%	5.90%	5.15%	5.41%	5.45%	7.67%	2.51%	4.86%	3.70%	4.84%	2.40%	3.71%	1.09%	4.98%	3.96%	2.80%	3.05%	6.71%					
20	Зюганов Геннадий Андреевич	7962	289	341	245	367	247	193	51	236	193	215	260	292	332	266	221	122	157	161	180	163	149	478	164	212	214	243	167	245	228	403	232	255	208	167	66					
		12.83%	13.86%	15.05%	15.15%	15.36%	12.15%	14.68%	3.37%	15.51%	11.42%	13.03%	11.93%	16.15%	15.65%	11.71%	9.81%	5.86%	8.30%	12.01%	13.26%	10.37%	9.95%	28.33%	9.68%	11.55%	10.30%	11.99%	13.70%	16.83%	12.09%	18.24%	13.28%	12.62%	10.77%	15.43%	9.04%					
21	Медведев Дмитрий Анатольевич	50239	1719	1848	1315	1780	1673	1031	1443	1209	1340	1372	1715	1448	1703	1931	1915	1826	1573	1088	1009	1275	1198	1037	1354	1544	1686	1653	957	1156	1531	1777	1396	1642	1647	845	603					
		80.96%	82.45%	81.55%	81.32%	74.51%	82.29%	78.40%	95.31%	79.43%	79.29%	83.15%	78.67%	80.09%	80.25%	84.99%	84.99%	87.75%	83.18%	81.13%	74.36%	81.11%	80.03%	61.47%	79.93%	84.14%	81.14%	81.55%	78.51%	79.40%	81.18%	80.44%	79.91%	81.29%	85.29%	78.10%	82.60%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
