Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Шимская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555					
1	"Число избирателей, внесенных в списки избирателей"	9471	441	118	192	488	296	121	272	2940	410	256	113	201	323	250	1234	1171	183	176	286					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9515	445	115	185	485	290	115	310	2985	410	255	100	190	325	245	1255	1180	180	170	275					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6097	280	97	107	328	213	90	163	1904	245	153	86	120	201	154	795	701	127	131	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	823	36	3	29	74	17	11	42	131	79	53	13	22	35	32	87	101	17	13	28					
6	Число погашенных избирательных бюллетеней	2595	129	15	49	83	60	14	105	950	86	49	1	48	89	59	373	378	36	26	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	823	36	3	29	74	17	11	42	131	79	53	13	22	35	32	87	101	17	13	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6096	280	97	107	328	213	90	163	1903	245	153	86	120	201	154	795	701	127	131	202					
9	Число недействительных избирательных бюллетеней	40	1	0	1	3	0	0	0	11	3	0	0	0	0	3	12	6	0	0	0					
10	Число действительных избирательных бюллетеней	6879	315	100	135	399	230	101	205	2023	321	206	99	142	236	183	870	796	144	144	230					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	209	14	3	2	4	5	0	38	62	11	0	2	0	9	3	33	11	4	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	198	14	2	2	4	4	0	38	62	11	0	1	0	9	3	33	9	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	90	7	0	2	6	2	2	3	24	6	6	2	2	4	3	8	6	4	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	2	0	0	0	5	0	0	0	1	0	0	1	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	155	12	6	2	12	6	1	7	33	10	4	4	1	13	0	17	16	2	4	5					
		2.24%	3.80%	6.00%	1.47%	2.99%	2.61%	0.99%	3.41%	1.62%	3.09%	1.94%	4.04%	0.70%	5.51%	0.00%	1.93%	1.99%	1.39%	2.78%	2.17%					
