Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    район Ховрино																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №3654									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	57559	2464	2666	2994	2801	2619	2531	2707	2199	2947	2757	2644	2842	2869	2750	2699	2936	2903	2708	2893	2839	2708	83									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42620	2000	2000	2100	2000	2000	2000	2000	2000	2100	2000	2000	2000	2000	2000	2000	2100	2100	2000	2100	2000	2000	120									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18946	817	948	1069	922	858	904	1006	748	1009	956	895	874	861	953	926	921	777	820	901	875	835	71									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	747	39	28	45	20	52	30	31	35	40	33	40	22	21	33	30	47	51	69	32	22	27	0									
6	Число погашенных избирательных бюллетеней	22927	1144	1024	986	1058	1090	1066	963	1217	1051	1011	1065	1104	1118	1014	1044	1132	1272	1111	1167	1103	1138	49									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	747	39	28	45	20	52	30	31	35	40	33	40	22	21	33	30	47	51	69	32	22	27	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	18903	815	948	1066	921	855	904	1001	748	1009	956	895	852	861	953	926	921	777	818	901	871	834	71									
9	Число недействительных избирательных бюллетеней	295	10	16	11	23	12	18	12	16	13	24	15	10	11	15	18	6	13	8	17	10	14	3									
10	Число действительных избирательных бюллетеней	19355	844	960	1100	918	895	916	1020	767	1036	965	920	864	871	971	938	962	815	879	916	883	847	68									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	630	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	325	18	13	22	11	18	16	13	13	8	18	16	19	21	11	21	18	19	11	11	14	14	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	581	25	24	45	5	8	61	20	11	74	32	114	14	31	12	6	10	19	15	21	27	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	305	12	17	8	19	12	14	17	17	22	12	14	11	9	19	9	12	11	19	19	16	16	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	4	5	0	5	0	3	2	5	6	3	1	2	3	1	3	4	2	2	2	2	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	785	37	44	50	48	37	35	32	33	39	37	37	43	40	30	33	48	29	17	44	39	33	0									
		3.99%	4.33%	4.51%	4.50%	5.10%	4.08%	3.75%	3.10%	4.21%	3.72%	3.74%	3.96%	4.92%	4.54%	3.04%	3.45%	4.96%	3.50%	1.92%	4.72%	4.37%	3.83%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	345	28	12	21	14	12	19	20	10	16	15	15	13	17	20	23	22	8	11	21	15	10	3									
		1.76%	3.28%	1.23%	1.89%	1.49%	1.32%	2.03%	1.94%	1.28%	1.53%	1.52%	1.60%	1.49%	1.93%	2.03%	2.41%	2.27%	0.97%	1.24%	2.25%	1.68%	1.16%	4.23%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	590	31	30	43	25	32	41	27	14	25	37	26	25	27	24	33	33	13	23	24	21	32	4									
		3.00%	3.63%	3.07%	3.87%	2.66%	3.53%	4.39%	2.62%	1.79%	2.38%	3.74%	2.78%	2.86%	3.06%	2.43%	3.45%	3.41%	1.57%	2.59%	2.57%	2.35%	3.72%	5.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6526	246	283	289	276	235	333	342	241	366	386	325	322	282	345	314	298	367	349	314	311	271	31									
		33.21%	28.81%	28.99%	26.01%	29.33%	25.91%	35.65%	33.14%	30.78%	34.89%	39.03%	34.76%	36.84%	31.97%	34.99%	32.85%	30.79%	44.32%	39.35%	33.65%	34.83%	31.48%	43.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	408	19	19	28	21	22	13	27	14	27	7	18	20	23	18	21	26	13	14	24	17	16	1									
		2.08%	2.22%	1.95%	2.52%	2.23%	2.43%	1.39%	2.62%	1.79%	2.57%	0.71%	1.93%	2.29%	2.61%	1.83%	2.20%	2.69%	1.57%	1.58%	2.57%	1.90%	1.86%	1.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	58	4	3	6	5	3	1	4	0	1	2	2	2	4	4	0	4	1	2	3	1	5	1									
		0.30%	0.47%	0.31%	0.54%	0.53%	0.33%	0.11%	0.39%	0.00%	0.10%	0.20%	0.21%	0.23%	0.45%	0.41%	0.00%	0.41%	0.12%	0.23%	0.32%	0.11%	0.58%	1.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2238	99	90	84	89	81	121	107	92	120	97	137	90	125	109	104	125	81	115	136	111	110	15									
		11.39%	11.59%	9.22%	7.56%	9.46%	8.93%	12.96%	10.37%	11.75%	11.44%	9.81%	14.65%	10.30%	14.17%	11.05%	10.88%	12.91%	9.78%	12.97%	14.58%	12.43%	12.78%	21.13%									
