Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Можайский район																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №3181	УИК №3182					
1	"Число избирателей, внесенных в списки"	85252	2754	2519	2143	2352	2685	2807	2866	2328	2050	2597	2519	2393	2353	2553	2626	959	1596	2158	2527	2556	2290	2674	2202	2397	2773	2834	2574	2377	2536	2292	2722	2480	2452	2527	2311	327	143					
2	"Число бюллетеней, полученных участковыми комиссиями"	83755	2500	2400	2100	2300	2600	2700	2800	2500	2000	2500	2400	2300	2300	2500	2500	1600	1600	2100	2500	2500	2100	2500	2200	2300	2700	2700	2500	2400	2500	2200	2700	2400	2400	2500	2100	653	202					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47849	1580	1359	1237	1230	1583	1638	1642	1221	1029	1444	1367	1268	1320	1463	1413	933	948	1167	1458	1552	1207	1403	1214	1261	1460	1479	1365	1277	1449	1292	1556	1412	1358	1380	1428	327	129					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1297	20	45	18	28	23	25	14	57	29	39	24	28	58	37	64	26	24	32	40	37	28	49	31	57	41	32	55	32	46	52	46	42	41	44	33	0	0					
6	Число погашенных бюллетеней	34609	900	996	845	1042	994	1037	1144	1222	942	1017	1009	1004	922	1000	1023	641	628	901	1002	911	865	1048	955	982	1199	1189	1080	1091	1005	856	1098	946	1001	1076	639	326	73					
7	Число бюллетеней в переносных ящиках для голосования	1297	20	45	18	28	23	25	14	57	29	39	24	28	58	37	64	26	24	32	40	37	28	49	31	57	41	32	55	32	46	52	46	42	41	44	33	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	47754	1560	1352	1232	1227	1578	1638	1639	1221	1029	1444	1367	1268	1310	1463	1402	933	948	1167	1455	1550	1207	1399	1211	1259	1460	1479	1355	1277	1449	1289	1553	1412	1358	1380	1428	326	129					
9	Число недействительных бюллетеней	710	11	12	17	8	13	13	7	31	22	26	18	27	21	23	15	24	10	22	21	19	22	21	14	27	28	14	48	19	20	17	18	17	12	28	21	13	11					
10	Число действительных бюллетеней	48341	1569	1385	1233	1247	1588	1650	1646	1247	1036	1457	1373	1269	1347	1477	1451	935	962	1177	1474	1568	1213	1427	1228	1289	1473	1497	1362	1290	1475	1324	1581	1437	1387	1396	1440	313	118					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1750	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	884	35	26	20	19	37	36	30	30	12	29	22	15	17	32	30	16	16	24	33	30	26	29	11	21	27	23	26	13	31	27	37	37	24	18	25	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	677	28	12	21	6	43	18	16	8	13	9	26	22	19	9	15	3	21	8	16	12	15	27	30	0	25	15	1	24	13	31	72	16	13	17	7	44	2					
14	Число погашенных открепительных удостоверений	866	15	24	30	31	13	14	20	20	38	21	28	35	33	18	20	34	34	26	17	20	24	21	39	29	23	27	24	37	19	23	13	13	26	32	25	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	283	5	13	8	10	10	5	8	12	7	4	11	7	8	9	6	6	9	8	6	4	6	10	13	6	12	7	6	4	5	6	10	11	5	15	7	4	0					
		0.57%	0.31%	0.93%	0.64%	0.79%	0.62%	0.30%	0.48%	0.93%	0.66%	0.26%	0.79%	0.54%	0.58%	0.6%	0.40%	0.62%	0.92%	0.66%	0.40%	0.25%	0.48%	0.69%	1.04%	0.45%	0.79%	0.46%	0.42%	0.30%	0.33%	0.44%	0.62%	0.75%	0.35%	1.05%	0.47%	1.22%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3161	118	95	71	105	116	133	87	62	73	96	119	67	79	89	74	44	43	56	104	116	76	76	81	74	66	141	82	83	88	122	101	110	79	86	130	17	2					
		6.44%	7.46%	6.80%	5.68%	8.36%	7.24%	7.99%	5.26%	4.85%	6.89%	6.47%	8.55%	5.16%	5.77%	5.93%	5.04%	4.58%	4.42%	4.67%	6.95%	7.30%	6.15%	5.24%	6.52%	5.62%	4.39%	9.33%	5.81%	6.34%	5.88%	9.09%	6.31%	7.56%	5.64%	6.03%	8.89%	5.21%	1.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1035	24	23	25	21	23	22	27	26	21	32	28	22	19	48	23	26	24	42	33	41	24	32	21	35	28	28	42	23	40	27	48	30	30	35	31	8	3					
		2.11%	1.51%	1.64%	2.0%	1.67%	1.43%	1.32%	1.63%	2.03%	1.98%	2.15%	2.01%	1.69%	1.38%	3.2%	1.56%	2.71%	2.46%	3.50%	2.20%	2.58%	1.94%	2.20%	1.69%	2.65%	1.86%	1.85%	2.97%	1.75%	2.67%	2.01%	3.00%	2.06%	2.14%	2.45%	2.12%	2.45%	2.32%					
