Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Староминская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717	УИК №4718	УИК №4719	УИК №4720	УИК №4721	УИК №4722	УИК №4723					
1	"Число избирателей, внесенных в список"	33031	1933	2226	1303	2118	2225	1730	2300	2115	2202	1343	2082	2662	263	507	309	1812	297	1183	433	1571	1760	428	229					
2	Число полученных избирательных бюллетеней	32962	1910	2200	1295	2120	2225	1730	2300	2123	2200	1330	2070	2690	259	508	310	1800	294	1185	435	1570	1752	427	229					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18838	1033	1297	727	1211	1245	1046	1281	1234	1168	777	1153	1363	203	334	227	932	196	723	277	858	1052	281	220					
5	"Число избирательных бюллетеней, выданных вне помещения"	1200	122	48	50	45	34	30	10	66	55	31	59	80	4	39	14	214	35	87	32	72	51	22	0					
6	Число погашенных избирательных бюллетеней	12924	755	855	518	864	946	654	1009	823	977	522	858	1247	52	135	69	654	63	375	126	640	649	124	9					
7	Число избирательных бюллетеней в переносных ящиках	1200	122	48	50	45	34	30	10	66	55	31	59	80	4	39	14	214	35	87	32	72	51	22	0					
8	Число бюллетеней в стационарных ящиках для голосования	18835	1033	1297	727	1211	1245	1046	1281	1234	1168	777	1153	1363	203	334	227	929	196	723	277	858	1052	281	220					
9	Число недействительных избирательных бюллетеней	146	9	0	9	9	15	6	3	8	8	9	5	8	2	1	2	18	4	8	0	6	8	6	2					
10	Число действительных избирательных бюллетеней	19889	1146	1345	768	1247	1264	1070	1288	1292	1215	799	1207	1435	205	372	239	1125	227	802	309	924	1095	297	218					
