Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Опаpинская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892									
1	Число избирателей, внесенных в список	10126	1721	1289	1087	1358	967	520	482	240	58	268	308	111	236	67	129	196	911	178									
2	Число полученных избирательных бюллетеней	9850	1600	1200	1000	1400	900	500	500	250	69	280	310	119	240	71	131	210	900	170									
3	Число избирательных бюллетеней, выданных  досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в день голосования	5509	933	585	521	737	480	294	283	131	41	184	180	77	136	54	69	125	514	165									
5	Число избирательных бюллетеней, выданных вне помещения	619	32	61	60	66	44	56	33	32	7	11	36	26	12	7	31	60	45	0									
6	Число погашенных избирательных бюллетеней	3722	635	554	419	597	376	150	184	87	21	85	94	16	92	10	31	25	341	5									
7	Число избирательных бюллетеней в переносных ящиках	619	32	61	60	66	44	56	33	32	7	11	36	26	12	7	31	60	45	0									
8	Число бюллетеней в стационарных ящиках для голосования	5507	931	585	521	737	480	294	283	131	41	184	180	77	136	54	69	125	514	165									
9	Число недействительных избирательных бюллетеней	27	6	3	1	1	1	4	1	1	0	0	0	1	0	0	1	2	4	1									
10	Число действительных избирательных бюллетеней	6099	957	643	580	802	523	346	315	162	48	195	216	102	148	61	99	183	555	164									
11	Число полученных открепительных  удостоверений	175	20	20	15	25	10	10	10	5	5	5	5	5	5	5	5	5	10	10									
12	Число выданных открепительных удостоверений	65	11	5	3	18	3	1	2	1	2	0	2	0	0	1	3	2	7	4									
13	Число избирателей, проголосовавших по открепительным удостоверениям	38	4	2	3	5	4	2	1	1	1	2	2	1	1	0	2	1	3	3									
14	Число неиспользованных открепительных удостоверений	110	9	15	12	7	7	9	8	4	3	5	3	5	5	4	2	3	3	6									
15	Число открепительных удостоверений, выданных в ТИК	9	0	2	1	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Число голосов избирателей, поданных за каждый список																													
18	. Глазьев Сергей Юрьевич	195	37	12	16	42	23	14	7	3	1	10	3	1	3	0	1	1	15	6									
		3.18%	3.84%	1.86%	2.75%	5.23%	4.39%	4.00%	2.22%	1.84%	2.08%	5.13%	1.39%	0.97%	2.03%	0.00%	1.00%	0.54%	2.68%	3.64%									
19	. Малышкин Олег Александрович	179	19	11	19	27	15	18	10	6	1	9	9	1	4	1	4	6	16	3									
		2.92%	1.97%	1.70%	3.27%	3.36%	2.86%	5.14%	3.16%	3.68%	2.08%	4.62%	4.17%	0.97%	2.70%	1.64%	4.00%	3.24%	2.86%	1.82%									
20	. Миронов Сергей Михайлович	65	6	2	12	12	7	3	2	3	1	3	0	0	1	0	2	2	6	3									
		1.06%	0.62%	0.31%	2.07%	1.49%	1.34%	0.86%	0.63%	1.84%	2.08%	1.54%	0.00%	0.00%	0.68%	0.00%	2.00%	1.08%	1.07%	1.82%									
21	. Путин Владимир Владимирович	4416	677	480	445	546	347	244	199	116	29	148	183	91	105	45	70	147	415	129									
		72.09%	70.30%	74.30%	76.59%	68.00%	66.22%	69.71%	62.97%	71.17%	60.42%	75.90%	84.72%	88.35%	70.95%	73.77%	70.00%	79.46%	74.24%	78.18%									
22	. Хакамада Ирина Муцуовна	139	34	7	16	28	11	5	5	1	2	4	5	1	0	1	2	4	5	8									
		2.27%	3.53%	1.08%	2.75%	3.49%	2.10%	1.43%	1.58%	0.61%	4.17%	2.05%	2.31%	0.97%	0.00%	1.64%	2.00%	2.16%	0.89%	4.85%									
23	. Харитонов Николай Михайлович	980	154	107	66	126	110	60	90	30	14	19	13	7	31	14	14	21	91	13									
		16.00%	15.99%	16.56%	11.36%	15.69%	20.99%	17.14%	28.48%	18.40%	29.17%	9.74%	6.02%	6.80%	20.95%	22.95%	14.00%	11.35%	16.28%	7.88%									
																													
24	Против всех	125	30	24	6	21	10	2	2	3	0	2	3	1	4	0	6	2	7	2									
		2.04%	3.12%	3.72%	1.03%	2.62%	1.91%	0.57%	0.63%	1.84%	0.00%	1.03%	1.39%	0.97%	2.70%	0.00%	6.00%	1.08%	1.25%	1.21%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
