Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Жуковская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179					
1	"Число избирателей, внесенных в списки"	35452	2346	2439	1972	597	2412	1145	876	188	102	216	401	484	429	267	387	235	1649	307	63	654	583	329	616	818	1159	1088	1177	1104	1146	1067	2399	2192	2032	2573					
2	"Число бюллетеней, полученных участковыми комиссиями"	35500	2500	2500	2000	600	2500	1000	800	200	100	200	400	500	500	300	400	300	2000	300	100	700	600	400	600	1000	1000	1000	1000	1000	1000	1000	2500	2000	2000	2500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17706	1253	1401	1045	307	1071	703	402	90	52	118	163	232	245	131	214	109	761	178	23	321	301	126	285	299	464	556	601	532	570	538	1184	1107	1012	1312					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	946	13	16	8	0	41	22	50	27	5	0	26	38	0	0	50	28	109	0	18	50	74	118	73	62	7	6	8	10	5	14	18	26	15	9					
6	Число погашенных бюллетеней	16848	1234	1083	947	293	1388	275	348	83	43	82	211	230	255	169	136	163	1130	122	59	329	225	156	242	639	529	438	391	458	425	448	1298	867	973	1179					
7	Число бюллетеней в переносных ящиках для голосования	946	13	16	8	0	41	22	50	27	5	0	26	38	0	0	50	28	109	0	18	50	74	118	73	62	7	6	8	10	5	14	18	26	15	9					
8	Число бюллетеней в стационарных ящиках для голосования	17682	1251	1391	1045	307	1052	703	402	90	52	118	163	232	245	131	214	109	760	178	23	321	301	126	285	298	464	556	601	532	570	538	1193	1107	1012	1312					
9	Число недействительных бюллетеней	227	13	11	27	5	19	6	5	0	0	0	4	5	2	0	5	4	10	2	0	4	2	2	1	4	12	6	9	5	6	12	11	4	18	13					
10	Число действительных бюллетеней	18401	1251	1396	1026	302	1074	719	447	117	57	118	185	265	243	131	259	133	859	176	41	367	373	242	357	356	459	556	600	537	569	540	1200	1129	1009	1308					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	572	37	40	32	9	40	18	14	3	2	3	6	8	7	4	6	3	28	5	1	10	8	5	10	12	19	18	20	18	20	18	40	35	33	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	138	13	8	4	1	7	8	2	0	0	0	1	2	4	1	1	0	11	0	0	8	0	0	5	3	1	7	2	3	5	0	13	10	3	15					
