Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Фаленская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256					
1	"Число избирателей, внесенных в список"	11386	366	115	617	148	100	576	489	281	192	337	271	316	267	189	348	314	771	347	175	166	1667	1078	583	1673					
2	Число полученных избирательных бюллетеней	11600	390	120	630	160	100	580	510	290	200	350	275	325	280	190	360	330	780	355	180	185	1650	1060	600	1700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6555	239	71	346	117	59	377	353	212	124	198	193	209	166	123	203	260	373	189	124	104	829	581	284	821					
5	"Число избирательных бюллетеней, выданных вне помещения"	1000	44	14	69	16	20	41	37	18	17	63	38	65	37	23	73	37	86	39	23	13	62	73	36	56					
6	Число погашенных избирательных бюллетеней	4045	107	35	215	27	21	162	120	60	59	89	44	51	77	44	84	33	321	127	33	68	759	406	280	823					
7	Число избирательных бюллетеней в переносных ящиках	1000	44	14	69	16	20	41	37	18	17	63	38	65	37	23	73	37	86	39	23	13	62	73	36	56					
8	Число бюллетеней в стационарных ящиках для голосования	6555	239	71	346	117	59	377	353	212	124	198	193	209	166	123	203	260	373	189	124	104	829	581	284	821					
9	Число недействительных избирательных бюллетеней	62	3	0	2	0	0	5	3	2	2	0	5	3	2	5	0	0	7	1	2	1	5	4	3	7					
10	Число действительных избирательных бюллетеней	7493	280	85	413	133	79	413	387	228	139	261	226	271	201	141	276	297	452	227	145	116	886	650	317	870					
11	Число полученных открепительных  удостоверений	143	7	0	15	2	2	5	15	8	2	4	4	4	9	3	4	9	12	3	3	8	5	9	2	8					
12	Число выданных открепительных удостоверений	122	7	0	12	2	2	4	14	8	1	4	4	2	7	1	4	9	8	3	3	8	5	9	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	105	4	1	2	1	1	8	3	1	2	2	5	0	2	3	1	1	4	0	3	0	21	31	2	7					
14	Число неиспользованных открепительных удостоверений	21	0	0	3	0	0	1	1	0	1	0	0	2	2	2	0	0	4	0	0	0	0	0	2	3					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	241	8	5	5	1	1	13	16	5	2	5	5	8	5	0	2	8	26	5	5	3	35	33	10	35					
		3.19%	2.83%	5.88%	1.20%	0.75%	1.27%	3.11%	4.10%	2.17%	1.42%	1.92%	2.16%	2.92%	2.46%	0.00%	0.72%	2.69%	5.66%	2.19%	3.40%	2.56%	3.93%	5.05%	3.12%	3.99%					
19	. Малышкин Олег Александрович	238	3	2	6	8	1	14	18	9	7	15	5	4	6	4	7	13	18	8	4	7	22	18	7	32					
		3.15%	1.06%	2.35%	1.45%	6.02%	1.27%	3.35%	4.62%	3.91%	4.96%	5.75%	2.16%	1.46%	2.96%	2.74%	2.54%	4.38%	3.92%	3.51%	2.72%	5.98%	2.47%	2.75%	2.19%	3.65%					
20	. Миронов Сергей Михайлович	67	1	0	3	3	0	0	4	2	2	2	1	6	1	0	0	4	2	3	1	2	6	6	1	17					
		0.89%	0.35%	0.00%	0.72%	2.26%	0.00%	0.00%	1.03%	0.87%	1.42%	0.77%	0.43%	2.19%	0.49%	0.00%	0.00%	1.35%	0.44%	1.32%	0.68%	1.71%	0.67%	0.92%	0.31%	1.94%					
21	. Путин Владимир Владимирович	4554	186	31	282	59	42	300	248	149	96	167	152	131	133	71	87	158	226	145	112	68	557	400	223	531					
		60.28%	65.72%	36.47%	67.95%	44.36%	53.16%	71.77%	63.59%	64.78%	68.09%	63.98%	65.80%	47.81%	65.52%	48.63%	31.52%	53.20%	49.24%	63.60%	76.19%	58.12%	62.51%	61.16%	69.69%	60.55%					
22	. Хакамада Ирина Муцуовна	134	8	1	11	2	1	8	2	0	4	4	3	3	4	3	3	2	5	5	3	4	19	13	8	18					
		1.77%	2.83%	1.18%	2.65%	1.50%	1.27%	1.91%	0.51%	0.00%	2.84%	1.53%	1.30%	1.09%	1.97%	2.05%	1.09%	0.67%	1.09%	2.19%	2.04%	3.42%	2.13%	1.99%	2.50%	2.05%					
23	. Харитонов Николай Михайлович	2169	72	45	103	59	33	72	95	61	28	65	58	118	50	61	177	109	173	59	18	31	234	164	67	217					
		28.71%	25.44%	52.94%	24.82%	44.36%	41.77%	17.22%	24.36%	26.52%	19.86%	24.90%	25.11%	43.07%	24.63%	41.78%	64.13%	36.70%	37.69%	25.88%	12.24%	26.50%	26.26%	25.08%	20.94%	24.74%					
																															
