Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Ломоносовский район																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209					
1	"Число избирателей, внесенных в список избирателей"	52058	2233	2357	1982	1927	2029	2076	2187	2182	2194	2449	2184	1783	2974	2865	2826	2426	2485	2793	2444	2573	2351	2738					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47000	2000	2100	1800	1700	1800	1900	2000	2000	2000	2200	2000	1600	2700	2600	2600	2200	2200	2500	2200	2400	2100	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27693	1154	1318	1067	1106	1005	1293	1158	1082	1126	1191	1241	852	1546	1459	1520	1633	1182	1326	1241	1349	1278	1566					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1104	38	13	13	68	30	60	58	66	71	70	71	75	57	64	46	28	23	65	56	39	20	73					
6	Число погашенных избирательных бюллетеней	18203	808	769	720	526	765	547	784	852	803	939	688	673	1097	1077	1034	539	995	1109	903	1012	802	761					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1104	38	13	13	68	30	60	58	66	71	70	71	75	57	64	46	28	23	65	56	39	20	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27564	1154	1261	1061	1106	1001	1293	1156	1082	1126	1184	1226	849	1541	1459	1517	1633	1172	1321	1235	1346	1278	1563					
9	Число недействительных избирательных бюллетеней	646	22	132	21	5	23	16	14	27	22	23	18	5	18	22	56	64	34	32	10	25	36	21					
10	Число действительных избирательных бюллетеней	28022	1170	1142	1053	1169	1008	1337	1200	1121	1175	1231	1279	919	1580	1501	1507	1597	1161	1354	1281	1360	1262	1615					
