Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Ломоносовский район																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204					
1	"Число избирателей, внесенных в списки избирателей"	53126	2323	2451	2087	2070	2044	2124	2297	2222	2234	2457	2204	2750	2831	2809	2679	2522	2599	2019	2489	2710	2430	2775					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40400	1800	1800	1600	1600	1600	1600	1700	1700	1700	1900	1700	2100	2100	2100	2000	1900	2000	1600	1900	2000	1900	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26758	1158	1260	1134	987	1055	1127	1178	1067	1184	1214	1106	1323	1353	1302	1482	1211	1248	920	1219	1429	1338	1463					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	711	24	23	27	21	29	30	24	38	32	29	34	40	61	50	65	27	19	30	36	18	21	33					
6	Число погашенных избирательных бюллетеней	12931	618	517	439	592	516	443	498	595	484	657	560	737	686	748	453	662	733	650	645	553	541	604					
7	Число избирательных бюллетеней в переносных ящиках для голосования	711	24	23	27	21	29	30	24	38	32	29	34	40	61	50	65	27	19	30	36	18	21	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26671	1156	1255	1129	979	1053	1125	1176	1062	1184	1212	1105	1317	1348	1302	1470	1208	1234	920	1211	1429	1333	1463					
9	Число недействительных избирательных бюллетеней	458	17	51	17	17	57	12	16	19	24	16	18	16	18	9	19	19	14	14	20	23	21	21					
10	Число действительных избирательных бюллетеней	26924	1163	1227	1139	983	1025	1143	1184	1081	1192	1225	1121	1341	1391	1343	1516	1216	1239	936	1227	1424	1333	1475					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1180	50	50	50	50	50	50	50	50	70	50	50	50	50	70	70	50	50	50	50	50	50	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	848	40	28	28	42	16	32	29	30	57	35	27	41	46	57	46	44	40	32	40	41	41	56					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	622	31	37	30	27	22	21	10	22	44	16	18	33	19	33	30	25	12	26	34	56	36	40					
14	Число погашенных неиспользованных открепительных удостоверений	332	10	22	22	8	34	18	21	20	13	15	23	9	4	13	24	6	10	18	10	9	9	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	0	1	1	3	1	1	5	2	4	1	3	3	1	0	4	1	1	2	1	3	3	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	829	40	40	32	26	41	35	28	30	30	43	35	51	41	42	40	36	38	33	41	43	49	35					
		3.03%	3.39%	3.13%	2.77%	2.60%	3.79%	3.03%	2.33%	2.73%	2.47%	3.46%	3.07%	3.76%	2.91%	3.11%	2.61%	2.91%	3.03%	3.47%	3.29%	2.97%	3.62%	2.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	941	46	47	39	17	40	48	36	41	57	55	47	41	37	49	43	29	49	22	44	55	50	49					
		3.44%	3.90%	3.68%	3.37%	1.70%	3.70%	4.16%	3.00%	3.73%	4.69%	4.43%	4.13%	3.02%	2.63%	3.62%	2.80%	2.35%	3.91%	2.32%	3.53%	3.80%	3.69%	3.28%					
20	3.Политическая партия «Демократическая партия России»	72	3	2	2	3	7	4	0	5	1	4	4	7	2	5	1	4	1	3	1	3	5	5					
		0.26%	0.25%	0.16%	0.17%	0.30%	0.65%	0.35%	0.00%	0.45%	0.08%	0.32%	0.35%	0.52%	0.14%	0.37%	0.07%	0.32%	0.08%	0.32%	0.08%	0.21%	0.37%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4859	235	193	215	156	182	219	236	197	196	197	192	182	239	240	319	183	224	130	223	232	411	258					
		17.75%	19.92%	15.10%	18.60%	15.60%	16.82%	18.96%	19.67%	17.91%	16.12%	15.87%	16.86%	13.41%	16.96%	17.75%	20.78%	14.82%	17.88%	13.68%	17.88%	16.03%	30.35%	17.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1442	53	78	81	50	59	61	64	61	93	77	80	72	50	51	126	60	73	31	70	72	38	42					
		5.27%	4.49%	6.10%	7.01%	5.00%	5.45%	5.28%	5.33%	5.55%	7.65%	6.20%	7.02%	5.31%	3.55%	3.77%	8.21%	4.86%	5.83%	3.26%	5.61%	4.98%	2.81%	2.81%					
23	6.Политическая партия «Партия социальной справедливости»	135	10	4	1	7	8	2	6	4	1	3	4	4	7	6	2	8	10	12	5	5	10	16					
