Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Красноуфимская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076					
1	"Число избирателей, внесенных в список избирателей"	33236	1358	1197	1237	1376	886	2048	1790	871	1666	1829	1135	1412	1856	1533	1576	791	1375	1214	771	1824	565	1106	877	1460	908	575					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23600	950	850	900	1000	650	1350	1250	600	1150	1250	850	1000	1350	1100	1100	550	1000	850	550	1250	400	800	650	1100	650	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14402	606	612	550	614	361	772	672	325	821	887	604	649	903	640	561	292	483	465	378	731	252	483	408	606	450	277					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	991	71	27	39	48	11	153	24	28	52	29	23	18	39	55	55	11	42	34	19	45	18	26	38	40	8	38					
6	Число погашенных избирательных бюллетеней	8193	273	211	311	338	278	425	554	247	277	334	223	333	408	405	484	247	475	351	153	474	130	291	204	454	192	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1005	71	27	39	48	11	153	24	28	52	29	23	18	39	55	55	11	42	34	19	45	18	26	38	40	8	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14401	606	612	550	614	361	772	672	325	821	886	604	649	903	640	561	292	483	465	378	731	252	483	408	606	450	277					
9	Число недействительных избирательных бюллетеней	332	15	7	11	12	11	14	14	12	23	17	13	19	26	23	15	7	11	12	19	8	3	11	9	8	4	8					
10	Число действительных избирательных бюллетеней	15074	662	632	578	650	361	911	682	341	850	898	614	648	916	672	601	296	514	487	378	768	267	498	437	638	454	321					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	783	30	25	20	30	11	82	70	15	40	32	25	25	45	25	25	38	20	15	50	25	10	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	673	30	19	20	30	11	79	68	13	40	26	18	19	45	23	21	20	19	9	50	19	5	16	12	18	18	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	359	15	18	17	5	8	25	16	30	19	27	13	14	14	15	37	7	11	13	4	8	3	3	9	11	12	5					
14	Число погашенных неиспользованных открепительных удостоверений	110	0	6	0	0	0	3	2	2	0	6	7	6	0	2	4	18	1	6	0	6	5	9	13	7	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	0	0	0	0	1	0	0	0	2	2	0	2	1	0	0	0	3	0	2	0	0	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3498	152	160	146	152	81	187	147	63	203	214	160	150	224	143	128	70	101	107	90	194	66	138	105	158	106	53					
		22.71%	22.45%	25.04%	24.79%	22.96%	21.77%	20.22%	21.12%	17.85%	23.25%	23.39%	25.52%	22.49%	23.78%	20.58%	20.78%	23.10%	19.24%	21.44%	22.67%	25.00%	24.44%	27.11%	23.54%	24.46%	23.14%	16.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2912	137	129	120	166	79	186	147	77	116	162	95	127	145	143	122	54	104	97	64	154	45	73	79	123	91	77					
		18.90%	20.24%	20.19%	20.37%	25.08%	21.24%	20.11%	21.12%	21.81%	13.29%	17.70%	15.15%	19.04%	15.39%	20.58%	19.81%	17.82%	19.81%	19.44%	16.12%	19.85%	16.67%	14.34%	17.71%	19.04%	19.87%	23.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	8	2	4	10	1	7	7	13	11	15	6	6	15	9	1	6	3	5	3	9	5	7	1	10	6	3					
		1.12%	1.18%	0.31%	0.68%	1.51%	0.27%	0.76%	1.01%	3.68%	1.26%	1.64%	0.96%	0.90%	1.59%	1.29%	0.16%	1.98%	0.57%	1.00%	0.76%	1.16%	1.85%	1.38%	0.22%	1.55%	1.31%	0.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2752	140	102	104	99	56	146	109	40	174	183	117	106	190	97	89	57	102	75	99	125	45	114	90	126	115	52					
		17.86%	20.68%	15.96%	17.66%	14.95%	15.05%	15.78%	15.66%	11.33%	19.93%	20.00%	18.66%	15.89%	20.17%	13.96%	14.45%	18.81%	19.43%	15.03%	24.94%	16.11%	16.67%	22.40%	20.18%	19.50%	25.11%	15.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	430	7	10	14	12	7	34	21	9	46	26	22	30	35	19	9	9	9	12	4	18	8	17	9	18	19	6					
		2.79%	1.03%	1.56%	2.38%	1.81%	1.88%	3.68%	3.02%	2.55%	5.27%	2.84%	3.51%	4.50%	3.72%	2.73%	1.46%	2.97%	1.71%	2.40%	1.01%	2.32%	2.96%	3.34%	2.02%	2.79%	4.15%	1.82%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4619	196	184	173	179	132	316	219	120	261	282	177	197	267	218	232	90	164	170	103	230	87	129	131	160	87	115					
		29.98%	28.95%	28.79%	29.37%	27.04%	35.48%	34.16%	31.47%	33.99%	29.90%	30.82%	28.23%	29.54%	28.34%	31.37%	37.66%	29.70%	31.24%	34.07%	25.94%	29.64%	32.22%	25.34%	29.37%	24.77%	18.99%	34.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	690	22	45	17	32	5	35	32	19	39	16	37	32	40	43	20	10	31	21	15	38	11	20	22	43	30	15					
		4.48%	3.25%	7.04%	2.89%	4.83%	1.34%	3.78%	4.60%	5.38%	4.47%	1.75%	5.90%	4.80%	4.25%	6.19%	3.25%	3.30%	5.90%	4.21%	3.78%	4.90%	4.07%	3.93%	4.93%	6.66%	6.55%	4.56%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
