Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Асекеевская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210					
1	"Число избирателей, внесенных в списки"	18329	2425	1920	400	349	287	428	102	502	263	1539	286	600	720	548	161	326	204	353	191	562	329	131	721	901	136	522	123	588	1699	519	494					
2	"Число бюллетеней, полученных участковыми комиссиями"	18767	2520	1947	435	350	300	435	100	510	265	1550	290	620	735	570	157	340	210	360	191	600	340	132	750	925	159	535	121	615	1700	520	485					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11076	1087	889	257	252	247	296	90	400	209	977	161	449	399	426	120	222	136	155	138	340	192	99	470	559	134	373	111	338	856	368	326					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1246	133	78	13	35	18	22	0	18	3	25	74	53	68	15	12	46	27	106	23	69	51	17	24	12	2	10	0	104	70	30	88					
6	Число погашенных бюллетеней	6445	1300	980	165	63	35	117	10	92	53	548	55	118	268	129	25	72	47	99	30	191	97	16	256	354	23	152	10	173	774	122	71					
7	Число бюллетеней в переносных ящиках для голосования	1246	133	78	13	35	18	22	0	18	3	25	74	53	68	15	12	46	27	106	23	69	51	17	24	12	2	10	0	104	70	30	88					
8	Число бюллетеней в стационарных ящиках для голосования	11062	1087	889	257	252	247	296	90	400	209	977	161	449	399	425	120	222	136	155	137	340	192	99	470	559	134	373	111	338	844	368	326					
9	Число недействительных бюллетеней	188	20	12	11	6	5	7	0	5	2	8	5	4	5	9	1	0	4	2	3	13	8	5	15	13	0	1	2	3	11	8	0					
10	Число действительных бюллетеней	12120	1200	955	259	281	260	311	90	413	210	994	230	498	462	431	131	268	159	259	157	396	235	111	479	558	136	382	109	439	903	390	414					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	75	54	10	10	10	10	5	15	10	40	10	15	15	15	5	10	5	10	5	15	8	5	16	25	3	15	3	15	40	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	13	7	0	0	0	0	0	0	0	4	1	0	1	2	0	0	2	1	0	0	0	0	1	1	0	0	0	1	10	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	7	0	3	2	0	0	0	0	0	4	1	1	3	0	1	1	2	2	0	0	1	0	1	1	1	1	1	0	4	2	1					
