Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Козловская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365					
1	"Число избирателей, внесенных в списки избирателей"	17770	998	1229	1382	1607	831	872	1608	279	543	170	266	239	172	214	724	439	191	207	658	399	540	373	180	153	394	312	262	882	639	242	118	333	164	150					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15533	850	1100	1200	1400	750	750	1350	250	450	150	240	210	164	200	650	350	160	180	550	350	480	340	160	144	350	280	240	770	540	210	110	325	150	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10870	547	710	824	947	498	496	836	111	313	79	177	140	136	152	463	299	124	141	398	244	275	296	137	103	251	208	196	619	404	172	64	279	120	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1025	28	38	15	14	10	21	58	10	54	49	15	57	24	43	29	28	13	12	60	34	73	28	17	20	37	27	35	39	25	16	29	34	18	15					
6	Число погашенных избирательных бюллетеней	3638	275	352	361	439	242	233	456	129	83	22	48	13	4	5	158	23	23	27	92	72	132	16	6	21	62	45	9	112	111	22	17	12	12	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1025	28	38	15	14	10	21	58	10	54	49	15	57	24	43	29	28	13	12	60	34	73	28	17	20	37	27	35	39	25	16	29	34	18	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10869	547	710	824	947	498	496	836	111	313	79	177	140	136	152	463	299	124	141	397	244	275	296	137	103	251	208	196	619	404	172	64	279	120	111					
9	Число недействительных избирательных бюллетеней	198	6	6	13	10	5	12	18	2	1	1	4	7	0	0	9	4	5	2	12	3	18	7	3	2	7	3	5	6	9	2	2	3	9	2					
10	Число действительных избирательных бюллетеней	11696	569	742	826	951	503	505	876	119	366	127	188	190	160	195	483	323	132	151	445	275	330	317	151	121	281	232	226	652	420	186	91	310	129	124					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1480	35	50	35	100	80	80	100	30	50	20	20	40	35	50	50	40	20	20	60	40	20	75	30	20	40	35	45	80	50	30	20	40	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	779	23	23	27	32	17	18	34	0	12	7	6	40	26	40	45	26	11	20	36	4	8	64	30	12	35	27	45	34	15	10	16	14	14	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	271	13	10	19	14	13	7	13	2	6	6	3	13	7	3	10	15	2	8	9	3	2	9	9	10	7	7	3	10	16	6	5	5	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	701	12	27	8	68	63	62	66	30	38	13	14	0	9	10	5	14	9	0	24	36	12	11	0	8	5	8	0	46	35	20	4	26	6	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	4	5	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	136	9	6	6	5	9	5	13	1	10	5	1	0	2	0	9	1	0	0	9	7	3	5	0	0	1	2	5	9	6	0	1	1	2	3					
		1.14%	1.57%	0.80%	0.72%	0.52%	1.77%	0.97%	1.45%	0.83%	2.72%	3.91%	0.52%	0.00%	1.25%	0.00%	1.83%	0.31%	0.00%	0.00%	1.97%	2.52%	0.86%	1.54%	0.00%	0.00%	0.35%	0.85%	2.16%	1.37%	1.40%	0.00%	1.08%	0.32%	1.45%	2.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	2	2	5	3	0	2	6	1	0	1	1	1	0	0	3	1	0	0	1	0	0	4	0	1	1	1	1	1	1	0	1	1	1	1					
		0.36%	0.35%	0.27%	0.60%	0.31%	0.00%	0.39%	0.67%	0.83%	0.00%	0.78%	0.52%	0.51%	0.00%	0.00%	0.61%	0.31%	0.00%	0.00%	0.22%	0.00%	0.00%	1.23%	0.00%	0.81%	0.35%	0.43%	0.43%	0.15%	0.23%	0.00%	1.08%	0.32%	0.72%	0.79%					
20	3.Политическая партия «Демократическая партия России»	16	0	2	1	0	0	0	0	1	3	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0					
		0.13%	0.00%	0.27%	0.12%	0.00%	0.00%	0.00%	0.00%	0.83%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.65%	0.44%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.32%	0.72%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1249	55	83	106	95	59	55	85	22	34	11	19	26	15	8	44	71	21	12	49	20	32	35	15	18	24	28	40	52	36	25	3	26	19	6					
		10.50%	9.57%	11.10%	12.63%	9.89%	11.61%	10.64%	9.51%	18.18%	9.26%	8.59%	9.90%	13.20%	9.38%	4.10%	8.94%	21.71%	15.33%	7.84%	10.72%	7.19%	9.20%	10.80%	9.74%	14.63%	8.33%	11.91%	17.32%	7.90%	8.39%	13.30%	3.23%	8.31%	13.77%	4.76%					
