Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Калязинская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396					
1	"Число избирателей, внесенных в списки избирателей"	18412	1944	1497	2441	2155	2584	1225	427	287	248	200	231	197	322	326	116	934	211	301	128	163	432	205	301	227	420	156	201	378	60	95					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17665	1900	1450	2350	2050	2500	1150	400	280	220	190	210	190	325	325	110	900	200	290	125	150	425	200	280	200	400	150	190	350	60	95					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9619	1034	798	1214	1117	1307	596	206	198	123	113	101	85	129	150	59	631	159	165	77	54	206	90	149	120	260	81	93	154	59	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2035	68	41	41	60	67	47	114	39	70	49	78	69	99	81	31	154	21	90	35	78	174	43	73	58	76	50	88	141	0	0					
6	Число погашенных избирательных бюллетеней	6011	798	611	1095	873	1126	507	80	43	27	28	31	36	97	94	20	115	20	35	13	18	45	67	58	22	64	19	9	55	1	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2035	68	41	41	60	67	47	114	39	70	49	78	69	99	81	31	154	21	90	35	78	174	43	73	58	76	50	88	141	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9617	1034	798	1213	1117	1307	596	206	198	123	113	101	85	129	150	59	631	159	165	77	54	206	90	149	120	259	81	93	154	59	91					
9	Число недействительных избирательных бюллетеней	84	4	7	18	20	13	4	0	0	1	0	0	0	0	4	0	4	3	3	0	0	0	1	0	0	1	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	11568	1098	832	1236	1157	1361	639	320	237	192	162	179	154	228	227	90	781	177	252	112	132	380	132	222	178	334	131	181	295	58	91					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	473	30	25	30	30	30	25	25	18	10	16	40	20	10	30	5	20	5	15	10	10	15	9	10	5	5	5	10	10	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	387	27	18	28	30	27	7	25	18	6	16	40	20	7	22	5	20	5	15	10	6	15	9	0	2	4	1	2	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	179	5	8	13	16	7	8	3	6	5	8	8	4	2	9	3	7	6	6	4	4	8	5	4	4	7	3	4	5	7	0					
14	Число погашенных неиспользованных открепительных удостоверений	86	3	7	2	0	3	18	0	0	4	0	0	0	3	8	0	0	0	0	0	4	0	0	10	3	1	4	8	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	1	6	3	6	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	435	31	19	49	34	52	22	16	1	8	7	5	4	20	11	6	38	13	12	8	4	20	7	6	14	12	5	3	5	1	2					
		3.73%	2.81%	2.26%	3.91%	2.89%	3.78%	3.42%	5.00%	0.42%	4.15%	4.32%	2.79%	2.60%	8.77%	4.76%	6.67%	4.84%	7.22%	4.71%	7.14%	3.03%	5.26%	5.26%	2.70%	7.87%	3.58%	3.82%	1.66%	1.69%	1.69%	2.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	56	9	2	6	8	7	0	1	1	2	2	0	0	4	1	0	4	2	3	0	1	2	0	0	1	0	0	0	0	0	0					
		0.48%	0.82%	0.24%	0.48%	0.68%	0.51%	0.00%	0.31%	0.42%	1.04%	1.23%	0.00%	0.00%	1.75%	0.43%	0.00%	0.51%	1.11%	1.18%	0.00%	0.76%	0.53%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.06%	0.00%	0.12%	0.08%	0.08%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	1.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1098	144	91	119	136	182	49	24	12	8	9	11	11	31	24	4	67	10	17	15	8	15	6	26	12	10	15	18	16	5	3					
		9.42%	13.07%	10.85%	9.49%	11.55%	13.25%	7.62%	7.50%	5.06%	4.15%	5.56%	6.15%	7.14%	13.60%	10.39%	4.44%	8.54%	5.56%	6.67%	13.39%	6.06%	3.95%	4.51%	11.71%	6.74%	2.99%	11.45%	9.94%	5.42%	8.47%	3.30%					
