Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Тяжинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573					
1	"Число избирателей, внесенных в списки избирателей"	21708	420	192	662	165	386	101	361	83	604	93	225	100	378	239	101	231	62	254	442	192	538	53	740	361	227	464	70	212	476	65	706	230	69	247	1981	1137	1501	805	514	1135	963	1691	1004	475	753					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21400	420	190	650	165	390	100	360	85	600	95	235	101	370	240	100	220	65	250	430	190	550	60	750	360	230	450	77	210	450	66	720	235	76	240	1900	1100	1500	770	500	1100	950	1700	1000	450	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17407	349	188	627	160	344	100	310	79	549	87	203	90	352	224	96	198	57	240	397	170	466	52	698	342	203	348	70	196	392	59	474	205	61	223	1739	850	1048	499	380	815	636	1221	614	362	634					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1201	51	0	0	5	30	0	8	0	11	0	16	10	18	8	4	22	4	9	33	15	63	0	42	15	19	52	0	5	35	6	62	14	6	0	141	67	79	84	26	42	62	40	64	28	5					
6	Число погашенных избирательных бюллетеней	2792	20	2	23	0	16	0	42	6	40	8	16	1	0	8	0	0	4	1	0	5	21	8	10	3	8	50	7	9	23	1	184	16	9	17	20	183	373	187	94	243	252	439	322	60	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1201	51	0	0	5	30	0	8	0	11	0	16	10	18	8	4	22	4	9	33	15	63	0	42	15	19	52	0	5	35	6	62	14	6	0	141	67	79	84	26	42	62	40	64	28	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17402	349	188	627	160	344	100	310	79	549	87	203	90	352	224	96	198	57	240	397	170	466	52	698	342	203	348	70	196	392	59	474	205	61	223	1739	850	1048	499	380	810	636	1221	614	362	634					
9	Число недействительных избирательных бюллетеней	265	2	0	16	0	11	0	10	1	6	0	0	1	0	0	0	0	0	1	1	5	0	1	71	0	6	1	2	1	0	1	6	0	6	1	0	3	6	5	5	13	3	12	2	20	46					
10	Число действительных избирательных бюллетеней	18338	398	188	611	165	363	100	308	78	554	87	219	99	370	232	100	220	61	248	429	180	529	51	669	357	216	399	68	200	427	64	530	219	61	222	1880	914	1121	578	401	839	695	1249	676	370	593					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	287	4	3	4	2	8	3	4	3	4	4	4	3	4	3	3	3	3	3	4	3	16	3	8	4	6	5	3	5	8	3	10	3	3	5	20	10	28	7	7	10	10	20	10	4	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	204	0	3	4	1	8	0	1	0	2	4	2	1	3	1	0	1	0	0	1	3	12	0	8	4	6	1	0	5	8	0	8	0	0	1	20	10	25	7	3	10	9	20	6	1	5					
