Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Тяжинская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599					
1	"Число избирателей, внесенных в список избирателей"	21119	390	189	641	156	373	86	353	87	578	82	216	87	357	237	84	228	160	555	47	236	411	745	323	218	407	63	202	477	51	674	284	231	668	1279	1041	1513	1043	1282	1378	1502	756	204	459	766					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19562	370	190	600	156	360	86	350	87	550	81	216	87	355	238	85	227	160	550	47	230	380	700	300	200	400	66	200	400	51	600	270	200	600	1150	950	1400	950	1150	1250	1350	680	190	400	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15626	297	171	535	156	311	85	296	87	466	81	198	66	333	202	81	211	122	442	45	207	330	644	278	164	294	55	175	339	49	483	229	184	449	752	812	950	604	862	929	1136	463	125	358	570					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1520	36	0	44	0	23	0	14	0	22	0	16	21	20	29	3	15	29	76	2	10	44	54	6	15	11	4	7	41	2	62	35	10	71	189	64	88	99	86	77	56	42	23	32	42					
6	Число погашенных избирательных бюллетеней	2416	37	19	21	0	26	1	40	0	62	0	2	0	2	7	1	1	9	32	0	13	6	2	16	21	95	7	18	20	0	55	6	6	80	209	74	362	247	202	244	158	175	42	10	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1520	36	0	44	0	23	0	14	0	22	0	16	21	20	29	3	15	29	76	2	10	44	54	6	15	11	4	7	41	2	62	35	10	71	189	64	88	99	86	77	56	42	23	32	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15626	297	171	535	156	311	85	296	87	466	81	198	66	333	202	81	211	122	442	45	207	330	644	278	164	294	55	175	339	49	483	229	184	449	752	812	950	604	862	929	1136	463	125	358	570					
9	Число недействительных избирательных бюллетеней	515	0	2	1	0	1	1	37	4	21	0	0	0	0	0	0	0	0	0	0	39	35	0	5	2	6	1	1	31	0	10	5	0	0	6	9	21	10	118	14	77	17	4	0	37					
10	Число действительных избирательных бюллетеней	16631	333	169	578	156	333	84	273	83	467	81	214	87	353	231	84	226	151	518	47	178	339	698	279	177	299	58	181	349	51	535	259	194	520	935	867	1017	693	830	992	1115	488	144	390	575					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	297	2	3	4	2	10	3	4	0	11	0	4	0	24	3	0	0	4	8	3	3	4	17	4	5	5	3	5	14	3	10	0	5	8	10	4	39	12	15	15	8	10	0	7	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	243	0	3	1	0	10	0	3	0	11	0	0	0	24	3	0	0	4	2	0	0	2	17	4	5	3	0	5	14	0	3	0	0	8	10	3	39	12	13	15	8	8	0	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	156	5	1	4	1	2	2	2	2	7	2	2	3	3	2	3	3	1	3	4	1	0	4	2	2	2	1	2	3	0	4	2	1	2	5	5	12	11	9	5	20	2	2	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	54	2	0	3	2	0	3	1	0	0	0	4	0	0	0	0	0	0	6	3	3	2	0	0	0	2	3	0	0	3	7	0	5	0	0	1	0	0	2	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
