Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Закаменская территориальная избирательная комиссия																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в списки избирателей"	19220	242	398	1050	425	350	207	156	551	197	428	557	306	169	400	795	342	486	495	200	700	678	231	719	849	1238	1451	1522	1241	1201	501	1135					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18920	261	408	1055	438	394	215	158	570	208	444	572	331	164	411	849	344	512	519	178	668	694	239	736	789	1212	1386	1501	1155	1045	423	1041					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	896	42	62	203	51	38	3	16	54	0	58	2	27	16	60	0	48	29	48	7	63	65	0	4	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12054	160	193	549	306	262	152	111	374	160	265	364	210	123	327	580	220	324	335	157	457	405	196	499	586	701	933	767	708	636	269	725					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1282	19	22	82	24	17	8	10	34	22	48	53	19	13	12	50	33	80	81	11	71	83	16	60	55	50	48	48	52	32	98	31					
6	Число погашенных избирательных бюллетеней	4688	40	131	221	57	77	52	21	108	26	73	153	75	12	12	219	43	79	55	3	77	141	27	173	148	461	405	686	395	377	56	285					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2178	61	84	285	75	55	11	26	88	22	106	55	46	29	72	50	81	109	129	18	134	148	16	64	55	50	48	48	52	32	98	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12020	160	193	549	306	262	152	111	374	160	265	364	210	123	327	580	220	324	335	157	457	405	196	499	586	701	933	767	708	636	269	691					
9	Число недействительных избирательных бюллетеней	294	8	9	21	3	5	1	2	10	1	9	3	4	2	0	16	21	6	4	2	7	2	7	14	3	23	21	22	23	32	9	4					
10	Число действительных избирательных бюллетеней	13904	213	268	813	378	312	162	135	452	181	362	416	252	150	399	614	280	427	460	173	584	551	205	549	638	728	960	793	737	636	358	718					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	724	20	25	20	34	46	16	15	20	18	30	40	30	10	7	45	15	50	15	20	20	20	15	31	19	24	26	21	30	20	7	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	723	20	25	20	34	46	16	15	20	18	30	40	30	10	7	45	15	50	15	20	20	20	15	31	18	24	26	21	30	20	7	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	273	2	5	13	8	9	3	3	6	1	4	13	4	8	3	5	6	13	4	14	11	2	2	7	15	16	11	9	36	15	7	18					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	101	2	1	7	2	0	2	0	10	2	2	2	0	2	1	2	2	4	1	1	5	4	0	5	3	4	7	11	8	5	3	3					
		0.71%	0.90%	0.36%	0.84%	0.52%	0.00%	1.23%	0.00%	2.16%	1.10%	0.54%	0.48%	0.00%	1.32%	0.25%	0.32%	0.66%	0.92%	0.22%	0.57%	0.85%	0.72%	0.00%	0.89%	0.47%	0.53%	0.71%	1.35%	1.05%	0.75%	0.82%	0.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	0	3	0	0	0	0	1	0	1	0	0	0	0	2	3	0	3	0	0	0	0	0	1	3	1	0	1	2	0	2					
