Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    район Теплый Стан																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №3263	УИК №3264	УИК №3265					
1	"Число избирателей, внесенных в списки избирателей"	82900	2484	2810	2526	2928	2743	2752	2487	2171	1785	1923	1975	2571	2507	2261	2249	2555	2405	2155	2310	2337	2415	2401	2734	2294	2122	2538	2063	2026	2451	2644	2817	2420	2634	2440	451	162	354					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	66700	1900	2200	2000	2300	2200	2200	2000	1700	1400	1600	1600	2000	2000	1800	1800	2000	2000	1700	1900	1900	2000	1900	2200	1900	1700	2100	1700	1600	2100	2200	2300	1900	1900	1900	500	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43157	1418	1373	1333	1608	1493	1313	1238	1143	989	990	1019	1280	1174	1182	1141	1324	1183	1091	1312	1184	1200	1199	1470	1208	1065	1398	1015	1062	1302	1507	1463	1017	1363	1201	437	109	353					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1384	51	43	38	25	43	51	46	38	26	42	13	56	48	22	29	49	65	50	56	44	49	27	34	40	17	22	34	31	39	65	45	16	54	24	0	52	0					
6	Число погашенных избирательных бюллетеней	22159	431	784	629	667	664	836	716	519	385	568	568	664	778	596	630	627	752	559	532	672	751	674	696	652	618	680	651	507	759	628	792	867	483	675	63	39	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1383	51	43	38	25	43	51	46	38	26	42	13	56	48	22	29	49	65	50	56	44	49	27	34	40	17	22	34	31	39	65	45	16	53	24	0	52	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43002	1410	1373	1331	1603	1493	1313	1236	1137	963	990	1019	1280	1168	1182	1141	1324	1183	1091	1256	1179	1198	1199	1470	1208	1065	1391	1006	1058	1301	1507	1456	1014	1357	1201	437	109	353					
9	Число недействительных избирательных бюллетеней	630	21	21	19	19	21	33	25	17	16	9	15	19	18	24	24	26	14	13	24	15	21	12	22	19	11	14	16	20	16	19	16	15	18	0	5	1	12					
10	Число действительных избирательных бюллетеней	43755	1440	1395	1350	1609	1515	1331	1257	1158	973	1023	1017	1317	1198	1180	1146	1347	1234	1128	1288	1208	1226	1214	1482	1229	1071	1399	1024	1069	1324	1553	1485	1015	1392	1225	432	160	341					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1799	50	50	50	70	50	50	50	50	50	50	50	50	50	50	70	59	50	50	50	50	50	50	60	50	50	50	50	50	50	60	50	50	50	50	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1297	48	37	36	56	32	35	24	25	24	38	34	44	42	30	52	43	39	30	42	34	45	40	55	28	30	39	31	30	44	50	37	35	38	41	0	8	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1007	64	29	25	50	31	17	22	23	27	20	37	30	24	37	29	17	17	45	34	30	18	36	19	19	26	20	20	50	11	15	24	35	37	44	3	22	0					
14	Число погашенных неиспользованных открепительных удостоверений	502	2	13	14	14	18	15	26	25	26	12	16	6	8	20	18	16	11	20	8	16	5	10	5	22	20	11	19	20	6	10	13	15	12	9	10	2	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	278	4	5	11	8	9	8	6	9	9	6	17	13	2	7	5	7	9	7	10	2	13	8	14	13	6	4	3	12	6	13	17	6	8	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	1360	44	56	44	58	43	56	46	27	24	22	22	37	42	41	29	37	33	27	54	41	39	33	49	35	29	29	47	25	31	54	70	36	45	31	6	13	5					
		3.06%	3.01%	3.95%	3.21%	3.56%	2.80%	4.11%	3.59%	2.30%	2.43%	2.13%	2.13%	2.77%	3.45%	3.41%	2.48%	2.69%	2.64%	2.37%	4.12%	3.35%	3.13%	2.69%	3.26%	2.80%	2.68%	2.05%	4.52%	2.30%	2.31%	3.44%	4.66%	3.50%	3.19%	2.53%	1.37%	8.07%	1.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1296	39	50	33	47	28	38	33	51	39	29	22	48	30	33	31	35	31	48	39	24	36	34	37	29	50	58	22	39	41	51	43	38	45	44	0	0	1					
		2.92%	2.67%	3.53%	2.41%	2.89%	1.82%	2.79%	2.57%	4.34%	3.94%	2.81%	2.13%	3.59%	2.47%	2.74%	2.65%	2.55%	2.48%	4.21%	2.97%	1.96%	2.89%	2.77%	2.46%	2.32%	4.62%	4.10%	2.12%	3.58%	3.06%	3.24%	2.86%	3.69%	3.19%	3.59%	0.00%	0.00%	0.28%					
20	3.Политическая партия «Демократическая партия России»	79	0	2	2	2	2	3	0	3	0	4	2	3	4	1	3	1	3	6	2	1	0	3	5	3	0	2	3	1	2	3	4	2	3	3	0	0	1					
		0.18%	0.00%	0.14%	0.15%	0.12%	0.13%	0.22%	0.00%	0.26%	0.00%	0.39%	0.19%	0.22%	0.33%	0.08%	0.26%	0.07%	0.24%	0.53%	0.15%	0.08%	0.00%	0.24%	0.33%	0.24%	0.00%	0.14%	0.29%	0.09%	0.15%	0.19%	0.27%	0.19%	0.21%	0.24%	0.00%	0.00%	0.28%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7282	226	189	243	268	246	216	210	198	146	153	122	215	167	154	158	227	266	190	213	184	203	191	255	261	128	230	167	158	266	350	252	185	299	246	23	36	41					
		16.41%	15.47%	13.35%	17.75%	16.46%	16.02%	15.84%	16.38%	16.85%	14.76%	14.83%	11.82%	16.09%	13.73%	12.79%	13.50%	16.53%	21.31%	16.65%	16.23%	15.04%	16.28%	15.58%	16.95%	20.91%	11.83%	16.28%	16.06%	14.51%	19.85%	22.26%	16.79%	17.96%	21.21%	20.08%	5.26%	22.36%	11.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1711	96	67	69	98	36	70	47	42	40	33	17	46	30	38	31	48	46	43	37	35	32	32	57	31	46	73	36	55	54	94	61	36	78	51	3	1	2					
		3.85%	6.57%	4.73%	5.04%	6.02%	2.34%	5.13%	3.67%	3.57%	4.04%	3.20%	1.65%	3.44%	2.47%	3.16%	2.65%	3.50%	3.69%	3.77%	2.82%	2.86%	2.57%	2.61%	3.79%	2.48%	4.25%	5.17%	3.46%	5.05%	4.03%	5.98%	4.06%	3.50%	5.53%	4.16%	0.69%	0.62%	0.57%					
23	6.Политическая партия «Партия социальной справедливости»	212	10	4	10	5	8	4	10	2	1	4	6	3	5	4	13	7	3	7	5	4	5	9	7	9	7	14	2	4	5	6	9	8	10	0	0	2	0					
		0.48%	0.68%	0.28%	0.73%	0.31%	0.52%	0.29%	0.78%	0.17%	0.10%	0.39%	0.58%	0.22%	0.41%	0.33%	1.11%	0.51%	0.24%	0.61%	0.38%	0.33%	0.40%	0.73%	0.47%	0.72%	0.65%	0.99%	0.19%	0.37%	0.37%	0.38%	0.60%	0.78%	0.71%	0.00%	0.00%	1.24%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2824	78	107	72	117	110	84	74	64	48	59	89	91	91	84	75	73	75	73	102	92	70	107	73	84	82	86	66	72	90	79	105	55	87	83	4	6	17					
		6.36%	5.34%	7.56%	5.26%	7.19%	7.16%	6.16%	5.77%	5.45%	4.85%	5.72%	8.62%	6.81%	7.48%	6.98%	6.41%	5.32%	6.01%	6.40%	7.77%	7.52%	5.61%	8.73%	4.85%	6.73%	7.58%	6.09%	6.35%	6.61%	6.72%	5.03%	6.99%	5.34%	6.17%	6.78%	0.92%	3.73%	4.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3610	116	116	134	135	99	138	101	81	80	89	91	113	131	89	108	129	113	98	118	105	92	85	147	89	86	127	81	90	120	104	113	73	99	93	9	4	14					
		8.13%	7.94%	8.19%	9.79%	8.29%	6.45%	10.12%	7.88%	6.89%	8.09%	8.62%	8.82%	8.46%	10.77%	7.39%	9.23%	9.40%	9.05%	8.59%	8.99%	8.59%	7.38%	6.93%	9.77%	7.13%	7.95%	8.99%	7.79%	8.26%	8.96%	6.62%	7.53%	7.09%	7.02%	7.59%	2.06%	2.48%	3.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	807	37	39	21	25	34	21	24	18	24	26	24	13	27	21	18	26	19	25	27	9	16	14	31	21	20	31	12	9	37	41	29	9	22	29	2	1	5					
		1.82%	2.53%	2.75%	1.53%	1.54%	2.21%	1.54%	1.87%	1.53%	2.43%	2.52%	2.33%	0.97%	2.22%	1.74%	1.54%	1.89%	1.52%	2.19%	2.06%	0.74%	1.28%	1.14%	2.06%	1.68%	1.85%	2.19%	1.15%	0.83%	2.76%	2.61%	1.93%	0.87%	1.56%	2.37%	0.46%	0.62%	1.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21160	631	655	597	708	789	590	607	565	488	510	570	625	598	633	609	670	528	529	597	631	668	640	736	608	523	636	487	520	596	620	682	509	588	495	382	94	246					
		47.67%	43.19%	46.26%	43.61%	43.49%	51.37%	43.26%	47.35%	48.09%	49.34%	49.42%	55.23%	46.78%	49.18%	52.57%	52.05%	48.80%	42.31%	46.36%	45.50%	51.59%	53.57%	52.20%	48.94%	48.72%	48.34%	45.01%	46.83%	47.75%	44.48%	39.44%	45.44%	49.42%	41.70%	40.41%	87.41%	58.39%	69.69%					
