Выборы Президента Российской Федерации																																
Дата голосования: 18.03.2018																																
																																
Наименование Избирательной комиссии:    Салехардская городская																																
																																
Сводная таблица итогов голосования																																
																																
	Число участковых избирательных комиссий	21																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	21																														
																																
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021									
1	"Число избирателей, включенных в список избирателей"	28614	1136	1362	1456	1856	1770	1680	1614	2240	1360	1508	1103	903	1397	1106	1295	1264	1680	1084	1240	1291	269									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27521	1100	1450	1450	1700	1550	1550	1700	2100	1200	1450	1050	850	1250	1050	1300	1200	1800	1200	1150	1150	271									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23697	936	1151	1211	1542	1419	1350	1197	2012	1065	1323	988	734	1069	824	1090	1135	1490	1004	1035	1093	29									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	541	12	16	10	47	11	44	18	8	9	15	11	12	9	11	11	8	24	24	12	6	223									
6	Число погашенных избирательных бюллетеней	3283	152	283	229	111	120	156	485	80	126	112	51	104	172	215	199	57	286	172	103	51	19									
7	Число избирательных бюллетеней в переносных ящиках для голосования	541	12	16	10	47	11	44	18	8	9	15	11	12	9	11	11	8	24	24	12	6	223									
8	Число бюллетеней в стационарных ящиках для голосования	23685	936	1151	1211	1542	1418	1349	1193	2012	1065	1323	988	734	1069	822	1090	1135	1490	1004	1033	1091	29									
9	Число недействительных избирательных бюллетеней	282	5	10	18	19	24	15	11	21	10	15	8	11	12	15	7	16	27	6	13	18	1									
10	Число действительных избирательных бюллетеней	23944	943	1157	1203	1570	1405	1378	1200	1999	1064	1323	991	735	1066	818	1094	1127	1487	1022	1032	1079	251									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
13	Бабурин Сергей Николаевич	142	4	5	13	14	7	4	9	3	8	11	4	7	10	6	3	4	10	7	4	8	1									
		0.59%	0.42%	0.43%	1.06%	0.88%	0.49%	0.29%	0.74%	0.15%	0.74%	0.82%	0.40%	0.94%	0.93%	0.72%	0.27%	0.35%	0.66%	0.68%	0.38%	0.73%	0.40%									
14	Грудинин Павел Николаевич	2426	85	116	126	170	140	149	135	140	137	153	91	72	127	96	117	112	153	109	99	80	19									
		10.01%	8.97%	9.94%	10.32%	10.70%	9.80%	10.70%	11.15%	6.93%	12.76%	11.43%	9.11%	9.65%	11.78%	11.52%	10.63%	9.80%	10.11%	10.60%	9.47%	7.29%	7.54%									
15	Жириновский Владимир Вольфович	1988	79	84	97	113	135	107	105	187	88	97	90	69	93	87	89	79	94	48	97	124	26									
		8.21%	8.33%	7.20%	7.94%	7.11%	9.45%	7.68%	8.67%	9.26%	8.19%	7.25%	9.01%	9.25%	8.63%	10.44%	8.08%	6.91%	6.21%	4.67%	9.28%	11.30%	10.32%									
16	Путин Владимир Владимирович	18509	744	903	908	1204	1071	1061	910	1609	781	998	778	567	796	603	834	900	1167	834	802	840	199									
		76.40%	78.48%	77.38%	74.37%	75.77%	74.95%	76.17%	75.14%	79.65%	72.72%	74.59%	77.88%	76.01%	73.84%	72.39%	75.75%	78.74%	77.08%	81.13%	76.75%	76.57%	78.97%									
17	Собчак Ксения Анатольевна	434	14	20	33	37	27	21	28	25	25	32	15	11	16	16	26	18	31	14	13	9	3									
		1.79%	1.48%	1.71%	2.70%	2.33%	1.89%	1.51%	2.31%	1.24%	2.33%	2.39%	1.50%	1.47%	1.48%	1.92%	2.36%	1.57%	2.05%	1.36%	1.24%	0.82%	1.19%									
18	Сурайкин Максим Александрович	94	1	5	3	7	7	9	2	7	6	5	2	2	11	1	8	2	7	5	2	1	1									
		0.39%	0.11%	0.43%	0.25%	0.44%	0.49%	0.65%	0.17%	0.35%	0.56%	0.37%	0.20%	0.27%	1.02%	0.12%	0.73%	0.17%	0.46%	0.49%	0.19%	0.09%	0.40%									
19	Титов Борис Юрьевич	163	11	9	6	14	7	11	5	16	9	16	3	1	6	4	9	5	11	1	5	12	2									
		0.67%	1.16%	0.77%	0.49%	0.88%	0.49%	0.79%	0.41%	0.79%	0.84%	1.20%	0.30%	0.13%	0.56%	0.48%	0.82%	0.44%	0.73%	0.10%	0.48%	1.09%	0.79%									
20	Явлинский Григорий Алексеевич	188	5	15	17	11	11	16	6	12	10	11	8	6	7	5	8	7	14	4	10	5	0									
		0.78%	0.53%	1.29%	1.39%	0.69%	0.77%	1.15%	0.50%	0.59%	0.93%	0.82%	0.80%	0.80%	0.65%	0.60%	0.73%	0.61%	0.92%	0.39%	0.96%	0.46%	0.00%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
