Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Красноборская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
1	"Число избирателей, внесенных в список избирателей"	12398	2296	1943	540	112	399	91	83	493	217	422	683	416	222	300	965	432	201	312	277	1366	150	91	243	144					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12450	2270	1960	540	110	420	90	90	490	230	420	690	420	220	300	970	430	200	290	270	1400	150	90	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5686	1106	887	256	41	157	28	40	209	102	202	302	192	99	148	467	245	98	138	110	610	41	43	106	59					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	734	81	65	8	9	25	4	12	43	27	59	30	14	6	35	79	16	11	34	15	77	39	11	19	15					
6	Число погашенных избирательных бюллетеней	6030	1083	1008	276	60	238	58	38	238	101	159	358	214	115	117	424	169	91	118	145	713	70	36	125	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	734	81	65	8	9	25	4	12	43	27	59	30	14	6	35	79	16	11	34	15	77	39	11	19	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5683	1103	887	256	41	157	28	40	209	102	202	302	192	99	148	467	245	98	138	110	610	41	43	106	59					
9	Число недействительных избирательных бюллетеней	58	14	4	3	0	6	0	1	3	0	6	2	3	0	1	2	2	1	1	2	3	1	0	1	2					
10	Число действительных избирательных бюллетеней	6359	1170	948	261	50	176	32	51	249	129	255	330	203	105	182	544	259	108	171	123	684	79	54	124	72					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	139	13	7	4	3	5	5	5	5	5	7	10	5	5	8	5	2	5	7	5	10	5	3	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	57	11	5	3	0	5	0	3	1	5	0	2	2	0	6	2	0	1	0	1	8	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	40	18	12	1	0	0	1	0	0	0	0	0	0	0	2	2	1	1	0	0	1	1	0	0	0					
