Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Красноборская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
1	"Число избирателей, внесенных в списки избирателей"	11972	2203	1762	497	105	410	70	95	491	197	382	692	442	231	331	960	390	201	288	279	1327	136	94	257	132					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9500	1500	1300	360	100	350	60	80	450	170	350	600	400	200	250	700	300	170	250	250	1150	110	80	200	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6478	1183	889	250	55	223	39	64	219	147	234	402	250	131	152	527	231	132	167	150	700	76	41	146	70					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	770	74	68	14	22	16	6	3	66	13	59	17	22	10	67	74	18	9	16	18	110	25	11	17	15					
6	Число погашенных избирательных бюллетеней	2252	243	343	96	23	111	15	13	165	10	57	181	128	59	31	99	51	29	67	82	340	9	28	37	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	770	74	68	14	22	16	6	3	66	13	59	17	22	10	67	74	18	9	16	18	110	25	11	17	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6478	1183	889	250	55	223	39	64	219	147	234	402	250	131	152	527	231	132	167	150	700	76	41	146	70					
9	Число недействительных избирательных бюллетеней	52	10	2	1	0	0	0	0	1	2	3	0	6	2	0	3	3	1	2	3	8	2	0	3	0					
10	Число действительных избирательных бюллетеней	7196	1247	955	263	77	239	45	67	284	158	290	419	266	139	219	598	246	140	181	165	802	99	52	160	85					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	190	25	25	5	5	5	5	5	5	5	5	5	5	5	5	20	5	5	5	5	20	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	67	13	9	1	1	2	1	1	3	4	0	4	4	1	1	8	2	1	1	0	8	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	74	4	2	3	2	4	1	1	2	2	0	1	1	0	3	34	1	1	2	0	6	2	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	123	12	16	4	4	3	4	4	2	1	5	1	1	4	4	12	3	4	4	5	12	4	5	5	4					
