Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Бавлинская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035					
1	"Число избирателей, внесенных в списки избирателей"	15884	1097	1585	1155	1188	928	984	1155	907	994	962	953	1021	1062	870	1023					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15680	1118	1490	1092	1151	900	979	1161	1106	959	882	938	996	1044	843	1021					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13833	930	1284	956	940	782	833	1017	847	949	860	884	864	972	811	904					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	503	18	46	46	51	36	18	21	60	8	22	10	25	47	21	74					
6	Число погашенных избирательных бюллетеней	1344	170	160	90	160	82	128	123	199	2	0	44	107	25	11	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	495	18	46	46	51	36	18	21	60	0	22	10	25	47	21	74					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13829	930	1284	956	940	782	829	1017	847	949	860	884	864	972	811	904					
9	Число недействительных избирательных бюллетеней	109	7	10	6	0	14	14	1	8	0	2	2	5	5	0	35					
10	Число действительных избирательных бюллетеней	14215	941	1320	996	991	804	833	1037	899	949	880	892	884	1014	832	943					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	235	15	31	15	11	12	13	17	13	17	23	15	11	15	15	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	221	14	31	15	8	12	13	17	13	17	23	15	5	15	14	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	74	4	13	25	2	4	2	2	3	8	0	2	2	4	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	14	1	0	0	3	0	0	0	0	0	0	0	6	0	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	1	2	1	2	0	0	1	0	3	0	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	133	13	31	6	14	19	7	9	1	0	0	6	0	19	1	7					
		0.93%	1.37%	2.33%	0.60%	1.41%	2.32%	0.83%	0.87%	0.11%	0.00%	0.00%	0.67%	0.00%	1.86%	0.12%	0.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	0	4	3	3	6	5	1	2	0	0	0	7	3	1	4					
		0.27%	0.00%	0.30%	0.30%	0.30%	0.73%	0.59%	0.10%	0.22%	0.00%	0.00%	0.00%	0.79%	0.29%	0.12%	0.41%					
20	3.Политическая партия «Демократическая партия России»	13	0	3	3	2	0	0	1	3	0	0	0	1	0	0	0					
		0.09%	0.00%	0.23%	0.30%	0.20%	0.00%	0.00%	0.10%	0.33%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1296	111	140	85	109	153	96	79	72	82	34	71	51	93	55	65					
		9.05%	11.71%	10.53%	8.48%	10.99%	18.70%	11.33%	7.61%	7.94%	8.64%	3.85%	7.94%	5.74%	9.13%	6.61%	6.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	1	5	4	3	3	3	5	3	3	0	2	0	6	2	7					
		0.33%	0.11%	0.38%	0.40%	0.30%	0.37%	0.35%	0.48%	0.33%	0.32%	0.00%	0.22%	0.00%	0.59%	0.24%	0.72%					
23	6.Политическая партия «Партия социальной справедливости»	21	0	4	1	3	1	1	3	1	0	0	4	1	0	1	1					
		0.15%	0.00%	0.30%	0.10%	0.30%	0.12%	0.12%	0.29%	0.11%	0.00%	0.00%	0.45%	0.11%	0.00%	0.12%	0.10%					
24	7.Политическая партия «Либерально-демократическая партия России»	490	61	38	53	50	56	22	33	30	12	0	16	14	43	29	33					
		3.42%	6.43%	2.86%	5.29%	5.05%	6.85%	2.60%	3.18%	3.31%	1.26%	0.00%	1.79%	1.57%	4.22%	3.49%	3.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	817	89	74	23	70	90	53	40	47	5	49	61	50	45	52	69					
		5.70%	9.39%	5.56%	2.30%	7.06%	11.00%	6.26%	3.85%	5.18%	0.53%	5.56%	6.82%	5.62%	4.42%	6.25%	7.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	23	0	4	1	1	3	1	5	1	0	0	1	0	3	1	2					
		0.16%	0.00%	0.30%	0.10%	0.10%	0.37%	0.12%	0.48%	0.11%	0.00%	0.00%	0.11%	0.00%	0.29%	0.12%	0.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11270	657	1013	809	729	468	645	857	735	845	797	729	757	798	688	743					
		78.68%	69.30%	76.17%	80.74%	73.56%	57.21%	76.15%	82.56%	81.04%	89.04%	90.36%	81.54%	85.15%	78.31%	82.69%	75.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	66	9	4	8	7	5	0	4	4	2	0	2	3	4	2	12					
		0.46%	0.95%	0.30%	0.80%	0.71%	0.61%	0.00%	0.39%	0.44%	0.21%	0.00%	0.22%	0.34%	0.39%	0.24%	1.23%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
