Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Черлакская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881					
1	"Число избирателей, внесенных в списки избирателей"	22834	210	1904	1390	1365	2393	1460	164	1489	261	154	962	239	127	205	1930	214	261	172	177	908	139	141	68	202	126	239	42	60	730	116	90	1054	353	234	161	172	175	974	130	81	143	166	117	705	81	165	31	154					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20895	190	1700	1200	1300	2200	1400	150	1400	230	160	900	220	120	220	1700	200	250	150	160	800	130	120	60	190	120	230	40	55	650	120	85	950	300	240	140	180	160	850	120	80	130	150	100	630	75	160	30	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16431	168	1178	836	903	1471	1027	120	1072	213	136	777	197	120	186	1336	148	196	128	137	621	116	110	54	182	108	194	40	51	591	104	77	753	237	214	113	166	146	713	110	74	124	137	98	570	75	145	29	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1361	3	78	88	112	106	61	4	120	9	5	57	7	0	19	163	17	4	11	10	121	12	10	6	8	5	25	0	4	57	10	7	38	22	0	7	6	3	54	8	0	2	12	0	54	0	4	1	11					
6	Число погашенных избирательных бюллетеней	3103	19	444	276	285	623	312	26	208	8	19	66	16	0	15	201	35	50	11	13	58	2	0	0	0	7	11	0	0	2	6	1	159	41	26	20	8	11	83	2	6	4	1	2	6	0	11	0	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1361	3	78	88	112	106	61	4	120	9	5	57	7	0	19	163	17	4	11	10	121	12	10	6	8	5	25	0	4	57	10	7	38	22	0	7	6	3	54	8	0	2	12	0	54	0	4	1	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16431	168	1178	836	903	1471	1027	120	1072	213	136	777	197	120	186	1336	148	196	128	137	621	116	110	54	182	108	194	40	51	591	104	77	753	237	214	113	166	146	713	110	74	124	137	98	570	75	145	29	130					
9	Число недействительных избирательных бюллетеней	198	3	17	8	11	19	11	2	6	2	1	13	3	0	2	16	0	4	1	4	3	4	2	1	2	0	2	3	2	2	0	0	8	2	0	0	2	5	10	0	1	4	0	4	13	0	3	0	2					
10	Число действительных избирательных бюллетеней	17594	168	1239	916	1004	1558	1077	122	1186	220	140	821	201	120	203	1483	165	196	138	143	739	124	118	59	188	113	217	37	53	646	114	84	783	257	214	120	170	144	757	118	73	122	149	94	611	75	146	30	139					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	520	5	20	20	20	20	20	5	15	10	10	20	10	5	10	30	10	10	5	5	20	10	5	5	10	5	10	5	5	20	5	5	20	10	10	10	10	10	20	5	5	5	5	5	20	5	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	231	1	19	14	15	20	9	0	15	1	10	10	3	0	5	30	4	1	4	5	12	3	0	0	3	0	2	0	1	6	0	1	11	3	0	1	0	1	8	4	1	3	0	3	1	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	190	5	14	15	18	18	11	4	4	0	2	2	2	2	4	8	1	3	2	3	5	4	1	2	1	1	1	1	1	3	0	2	11	3	3	1	1	1	8	2	2	0	3	5	2	1	4	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	289	4	1	6	5	0	11	5	0	9	0	10	7	5	5	0	6	9	1	0	8	7	5	5	7	5	8	5	4	14	5	4	9	7	10	9	10	9	12	1	4	2	5	2	19	5	9	5	10					
