Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Черлакская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845					
1	"Число избирателей, внесенных в список избирателей"	22686	233	1894	1434	1362	2487	1617	152	1434	191	137	910	184	124	167	2059	198	224	177	172	656	143	117	63	145	121	192	38	46	796	95	98	1227	421	237	150	177	171	978	105	63	143	143	110	687	71	164	173					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22500	200	1900	1300	1300	2400	1600	150	1400	200	150	800	180	130	220	2000	200	230	170	170	900	140	120	60	160	130	190	40	50	800	110	100	1200	400	250	200	210	200	950	110	60	140	140	100	650	70	150	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13943	146	922	633	785	1343	946	99	839	150	94	640	139	98	157	1212	109	152	116	116	580	105	94	44	132	92	142	32	40	523	86	61	725	212	186	97	132	107	654	65	59	98	107	88	504	55	119	108					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1101	7	55	82	85	69	60	3	101	15	6	39	11	7	10	129	5	0	10	19	76	5	7	0	7	2	23	1	3	38	9	4	25	19	0	8	5	6	47	12	0	7	8	0	49	9	1	17					
6	Число погашенных избирательных бюллетеней	7456	47	923	585	430	988	594	48	460	35	50	121	30	25	53	659	86	78	44	35	244	30	19	16	21	36	25	7	7	239	15	35	450	169	64	95	73	87	249	33	1	35	25	12	97	6	30	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1101	7	55	82	85	69	60	3	101	15	6	39	11	7	10	129	5	0	10	19	76	5	7	0	7	2	23	1	3	38	9	4	25	19	0	8	5	6	47	12	0	7	8	0	49	9	1	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13941	146	922	633	783	1343	946	99	839	150	94	640	139	98	157	1212	109	152	116	116	580	105	94	44	132	92	142	32	40	523	86	61	725	212	186	97	132	107	654	65	59	98	107	88	504	55	119	108					
9	Число недействительных избирательных бюллетеней	266	3	15	15	22	33	24	6	7	4	3	16	3	0	2	20	3	1	2	4	11	0	4	0	1	1	1	2	1	7	1	0	13	3	0	0	0	3	7	1	1	2	3	1	12	0	5	3					
10	Число действительных избирательных бюллетеней	14776	150	962	700	846	1379	982	96	933	161	97	663	147	105	165	1321	111	151	124	131	645	110	97	44	138	93	164	31	42	554	94	65	737	228	186	105	137	110	694	76	58	103	112	87	541	64	115	122					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	5	30	30	20	30	30	15	20	5	10	20	10	5	5	40	10	10	10	10	15	5	5	5	20	5	20	5	5	20	10	5	15	5	5	5	5	5	20	5	5	10	5	5	20	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	258	1	22	23	20	24	22	3	10	0	4	6	0	0	0	32	4	10	3	10	8	4	1	0	13	0	4	0	0	9	0	0	9	4	0	0	1	2	2	0	0	0	0	0	6	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	161	10	11	5	19	13	14	2	3	1	1	3	3	2	4	13	2	3	0	1	3	1	2	1	1	1	2	1	1	8	1	0	9	0	2	0	0	1	3	1	1	3	1	1	2	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	302	4	8	7	0	6	8	12	10	5	6	14	10	5	5	8	6	0	7	0	7	1	4	5	7	5	16	5	5	11	10	5	6	1	5	5	4	3	18	5	5	10	5	5	14	5	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1383	16	123	81	84	141	127	12	104	3	5	56	10	4	12	107	9	10	12	7	74	4	7	2	4	6	7	1	1	58	3	3	75	21	21	2	7	5	74	7	10	5	5	7	39	2	6	4					
		9.19%	10.46%	12.59%	11.33%	9.68%	9.99%	12.62%	11.76%	11.06%	1.82%	5.00%	8.25%	6.67%	3.81%	7.19%	7.98%	7.89%	6.58%	9.52%	5.19%	11.28%	3.64%	6.93%	4.55%	2.88%	6.38%	4.24%	3.03%	2.33%	10.34%	3.16%	4.62%	10.00%	9.09%	11.29%	1.90%	5.11%	4.42%	10.56%	9.09%	16.95%	4.76%	4.35%	7.95%	7.05%	3.13%	5.00%	3.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2044	26	167	134	116	234	141	30	115	30	12	94	15	13	14	161	25	23	24	20	69	12	10	5	9	6	6	3	1	66	10	11	110	55	30	13	8	8	72	7	8	20	6	11	46	17	9	22					
		13.59%	16.99%	17.09%	18.74%	13.36%	16.57%	14.02%	29.41%	12.23%	18.18%	12.00%	13.84%	10.00%	12.38%	8.38%	12.01%	21.93%	15.13%	19.05%	14.81%	10.52%	10.91%	9.90%	11.36%	6.47%	6.38%	3.64%	9.09%	2.33%	11.76%	10.53%	16.92%	14.67%	23.81%	16.13%	12.38%	5.84%	7.08%	10.27%	9.09%	13.56%	19.05%	5.22%	12.50%	8.32%	26.56%	7.50%	17.60%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	126	1	6	6	7	11	21	0	13	2	0	3	1	0	2	5	0	1	1	0	4	2	0	0	2	2	1	1	0	3	1	0	10	1	1	1	0	1	5	1	4	0	1	1	2	0	0	2					
		0.84%	0.65%	0.61%	0.84%	0.81%	0.78%	2.09%	0.00%	1.38%	1.21%	0.00%	0.44%	0.67%	0.00%	1.20%	0.37%	0.00%	0.66%	0.79%	0.00%	0.61%	1.82%	0.00%	0.00%	1.44%	2.13%	0.61%	3.03%	0.00%	0.53%	1.05%	0.00%	1.33%	0.43%	0.54%	0.95%	0.00%	0.88%	0.71%	1.30%	6.78%	0.00%	0.87%	1.14%	0.36%	0.00%	0.00%	1.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3898	37	246	171	255	390	268	12	216	29	36	231	65	30	35	387	31	26	25	38	188	17	32	16	42	25	74	10	14	141	28	26	204	43	24	22	19	27	155	22	12	34	24	23	99	15	19	15					
		25.91%	24.18%	25.18%	23.92%	29.38%	27.62%	26.64%	11.76%	22.98%	17.58%	36.00%	34.02%	43.33%	28.57%	20.96%	28.86%	27.19%	17.11%	19.84%	28.15%	28.66%	15.45%	31.68%	36.36%	30.22%	26.60%	44.85%	30.30%	32.56%	25.13%	29.47%	40.00%	27.20%	18.61%	12.90%	20.95%	13.87%	23.89%	22.11%	28.57%	20.34%	32.38%	20.87%	26.14%	17.90%	23.44%	15.83%	12.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	209	5	10	14	16	40	18	1	18	5	1	8	0	0	3	19	1	0	3	0	1	1	0	0	2	0	1	0	0	5	0	1	13	1	2	1	0	5	8	0	0	1	0	2	2	0	1	0					
		1.39%	3.27%	1.02%	1.96%	1.84%	2.83%	1.79%	0.98%	1.91%	3.03%	1.00%	1.18%	0.00%	0.00%	1.80%	1.42%	0.88%	0.00%	2.38%	0.00%	0.15%	0.91%	0.00%	0.00%	1.44%	0.00%	0.61%	0.00%	0.00%	0.89%	0.00%	1.54%	1.73%	0.43%	1.08%	0.95%	0.00%	4.42%	1.14%	0.00%	0.00%	0.95%	0.00%	2.27%	0.36%	0.00%	0.83%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7054	64	407	289	362	559	400	41	461	90	43	271	56	58	99	637	45	90	59	64	307	74	47	21	78	54	75	16	26	280	52	24	322	105	108	66	103	62	377	38	24	43	76	42	352	30	78	79					
		46.90%	41.83%	41.66%	40.42%	41.71%	39.59%	39.76%	40.20%	49.04%	54.55%	43.00%	39.91%	37.33%	55.24%	59.28%	47.50%	39.47%	59.21%	46.83%	47.41%	46.80%	67.27%	46.53%	47.73%	56.12%	57.45%	45.45%	48.48%	60.47%	49.91%	54.74%	36.92%	42.93%	45.45%	58.06%	62.86%	75.18%	54.87%	53.78%	49.35%	40.68%	40.95%	66.09%	47.73%	63.65%	46.88%	65.00%	63.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	62	1	3	5	6	4	7	0	6	2	0	0	0	0	0	5	0	1	0	2	2	0	1	0	1	0	0	0	0	1	0	0	3	2	0	0	0	2	3	1	0	0	0	1	1	0	2	0					
		0.41%	0.65%	0.31%	0.70%	0.69%	0.28%	0.70%	0.00%	0.64%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.66%	0.00%	1.48%	0.30%	0.00%	0.99%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.40%	0.87%	0.00%	0.00%	0.00%	1.77%	0.43%	1.30%	0.00%	0.00%	0.00%	1.14%	0.18%	0.00%	1.67%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
