Выборы Президента Российской Федерации																																																												
Дата голосования: 04.03.2012																																																												
																																																												
Наименование Избирательной комиссии:    Астрахань, Ленинская																																																												
																																																												
Сводная таблица итогов голосования																																																												
																																																												
	Число участковых избирательных комиссий	49																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	49																																																										
																																																												
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №588									
1	Число избирателей, включенных в список избирателей	111516	2337	2459	2383	2750	2894	2580	2719	2669	2625	2946	2702	2899	2830	2397	2187	2009	2379	1941	1745	1859	2161	2286	2564	2370	2433	2277	1930	1504	2112	2255	2184	2250	2875	2299	2414	2745	2671	2396	2249	2254	2778	2283	2308	1928	2463	2099	1238	77	803									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	106034	2400	2400	2300	2700	2600	2500	2700	2600	2600	2500	2500	2800	2800	2300	2100	1900	2200	1800	1600	1800	1900	2200	2400	2300	2300	2100	1900	1400	2000	2200	2100	2100	2800	2200	2300	2300	2200	2400	2200	2200	2700	2100	2200	1800	2400	2100	1234	200	700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	54956	1045	1193	984	1454	1620	1495	1596	1640	1231	1410	1210	1117	1224	1001	886	846	1019	805	753	834	965	1052	921	1040	1202	1132	1104	903	1259	1038	998	1182	1326	1587	1453	1402	1288	1368	1031	1243	1487	1335	1340	852	1041	1100	539	77	328									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3216	42	25	93	24	43	55	37	40	64	128	47	31	28	54	19	75	74	59	41	52	251	32	28	37	48	29	26	101	62	41	30	102	50	27	49	48	19	56	54	77	39	62	54	51	87	30	678	0	17									
6	Число погашенных избирательных бюллетеней	47862	1313	1182	1223	1222	937	950	1067	920	1305	962	1243	1652	1548	1245	1195	979	1107	936	806	914	684	1116	1451	1223	1050	939	770	396	679	1121	1072	816	1424	586	798	850	893	976	1115	880	1174	703	806	897	1272	970	17	123	355									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3182	42	25	92	24	43	55	37	40	64	128	47	31	28	54	19	75	74	59	41	52	251	32	28	37	48	29	26	101	62	41	30	102	50	27	49	48	19	56	54	77	39	62	54	51	87	30	645	0	17									
8	Число бюллетеней в стационарных ящиках для голосования	54757	1045	1185	978	1454	1620	1440	1596	1640	1231	1410	1210	1117	1221	994	884	843	1019	803	753	834	965	1051	921	1040	1202	1129	1103	903	1197	1038	998	1172	1326	1587	1453	1402	1287	1368	1031	1241	1482	1335	1340	852	1025	1100	527	77	328									
9	Число недействительных избирательных бюллетеней	981	9	7	11	13	34	43	16	34	10	0	12	0	10	9	5	12	5	15	15	7	2	8	22	3	10	9	223	220	11	3	11	6	5	7	16	12	13	12	13	12	18	11	16	8	10	16	13	0	4									
10	Число действительных избирательных бюллетеней	56958	1078	1203	1059	1465	1629	1452	1617	1646	1285	1538	1245	1148	1239	1039	898	906	1088	847	779	879	1214	1075	927	1074	1240	1149	906	784	1248	1076	1017	1268	1371	1607	1486	1438	1293	1412	1072	1306	1503	1386	1378	895	1102	1114	1159	77	341									
11	Число полученных открепительных  удостоверений	4650	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	50									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1258	37	46	42	43	52	36	57	34	38	45	27	16	23	28	14	18	21	11	15	10	25	21	27	16	39	25	18	18	14	18	16	20	23	27	34	41	37	30	24	15	28	23	26	23	26	26	0	0	5									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1225	9	17	41	32	63	30	24	18	25	11	9	8	20	5	24	12	3	6	16	24	25	10	17	3	30	27	14	17	30	19	23	21	24	40	18	31	31	18	24	30	23	33	31	17	18	38	145	61	10									
14	Число неиспользованных открепительных удостоверений	3392	63	54	58	57	48	64	43	66	62	55	73	84	77	72	86	82	79	89	85	90	75	79	73	84	61	75	82	82	86	82	84	80	77	73	66	59	63	70	76	85	72	77	74	77	74	74	0	0	45									
15	Число открепительных удостоверений, выданных избирателям ТИК	58	0	0	3	1	1	1	0	2	0	0	7	1	1	1	1	1	1	1	2	0	2	2	1	0	0	2	0	0	1	0	3	3	1	0	1	1	1	3	0	3	5	0	1	1	0	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
