Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Томпонская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590					
1	"Число избирателей, внесенных в списки избирателей"	9422	656	1299	1202	1305	1215	76	171	99	336	406	125	52	558	680	942	106	103	91					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8525	500	1050	990	1000	1160	70	165	105	320	600	120	50	520	640	950	105	90	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	150	2	10	4	4	0	0	0	0	0	43	0	0	87	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6218	325	683	755	753	956	58	152	78	259	295	109	43	320	487	709	87	83	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	539	59	62	43	72	42	4	7	16	19	15	3	0	33	73	70	10	0	11					
6	Число погашенных избирательных бюллетеней	1618	114	295	188	171	162	8	6	11	42	247	8	7	80	80	171	8	7	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	689	61	72	47	76	42	4	7	16	19	58	3	0	120	73	70	10	0	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6217	325	682	755	753	956	58	152	78	259	295	109	43	320	487	709	87	83	66					
9	Число недействительных избирательных бюллетеней	49	7	4	4	6	8	0	0	0	5	2	0	1	4	1	7	0	0	0					
10	Число действительных избирательных бюллетеней	6857	379	750	798	823	990	62	159	94	273	351	112	42	436	559	772	97	83	77					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	170	10	15	15	20	20	5	5	5	5	15	5	5	10	10	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	62	0	5	11	6	4	0	0	1	3	1	4	1	9	5	9	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	22	1	1	1	0	0	0	2	0	1	0	1	3	3	1	7	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	108	10	10	4	14	16	5	5	4	2	14	1	4	1	5	1	2	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
