Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Кимовская 																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272					
1	"Число избирателей, внесенных в списки"	40012	1087	1600	1555	1291	2239	1954	2625	2393	1876	1977	1414	142	1184	1324	1388	245	546	169	306	509	951	389	201	422	273	245	244	270	756	500	273	179	312	326	582	423	182	192	582	143	280	522	316	192	336	506	450	635	1659	1847					
2	"Число бюллетеней, полученных участковыми комиссиями"	40705	1100	1620	1570	1300	2260	1960	2640	2500	1900	2000	1420	200	1160	1325	1360	233	560	170	600	515	950	395	200	415	278	258	242	265	770	510	270	184	310	330	595	425	184	193	595	148	275	522	320	200	348	510	460	640	1660	1860					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18514	444	711	800	608	1107	893	1199	1098	985	1005	709	108	594	684	564	107	214	115	267	240	392	165	82	166	103	81	106	108	308	164	71	85	213	149	315	198	85	61	267	44	134	200	147	99	233	203	161	265	661	796					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2452	11	29	25	24	41	22	38	34	40	32	26	0	18	19	30	14	8	4	39	12	29	4	54	87	70	103	45	38	35	180	105	37	20	62	51	109	41	62	124	77	56	115	60	20	25	103	125	29	78	42					
6	Число погашенных бюллетеней	19739	645	880	745	668	1112	1045	1403	1368	875	963	685	92	548	622	766	112	338	51	294	263	529	226	64	162	105	74	91	119	427	166	94	62	77	119	229	118	58	70	204	27	85	207	113	81	90	204	174	346	921	1022					
7	Число бюллетеней в переносных ящиках для голосования	2430	11	29	25	24	41	22	38	34	40	32	26	0	18	19	30	14	8	4	39	12	29	4	54	87	70	81	45	38	35	180	105	37	20	62	51	109	41	62	124	77	56	115	60	20	25	103	125	29	78	42					
8	Число бюллетеней в стационарных ящиках для голосования	18534	444	711	800	608	1107	893	1199	1098	984	1004	709	108	594	684	564	107	214	115	267	240	392	165	82	166	103	103	106	108	308	164	71	85	213	149	315	198	85	61	267	44	134	200	147	99	233	203	161	265	661	796					
9	Число недействительных бюллетеней	442	27	16	25	18	15	11	14	24	14	10	10	0	10	10	22	8	9	4	8	7	13	7	4	0	1	6	1	4	2	6	4	0	4	2	4	2	8	4	4	0	3	4	1	2	0	3	9	17	39	26					
10	Число действительных бюллетеней	20522	428	724	800	614	1133	904	1223	1108	1010	1026	725	108	602	693	572	113	213	115	298	245	408	162	132	253	172	178	150	142	341	338	172	122	229	209	362	305	118	119	387	121	187	311	206	117	258	303	277	277	700	812					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	492	20	20	30	20	30	30	30	30	20	30	30	0	30	24	24	2	5	2	5	2	5	2	2	2	2	2	2	2	5	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	6	2	5	16	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	227	3	11	23	12	20	11	19	21	11	17	10	0	5	14	6	0	2	1	2	0	2	1	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	1	3	8	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	159	0	0	8	6	2	2	9	0	1	3	3	3	4	3	4	8	4	6	1	2	1	3	2	1	5	1	2	10	3	1	2	0	0	1	5	3	2	2	2	1	4	3	6	4	0	4	6	4	2	10					
14	Число погашенных открепительных удостоверений	265	17	9	7	8	10	19	11	9	9	13	20	0	25	10	18	2	3	1	3	2	3	1	2	2	2	0	2	2	2	2	1	2	2	2	5	2	2	2	2	2	1	1	2	2	2	0	1	2	8	10					
15	Число открепительных удостоверений выданных ТИК	15	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	231	5	6	6	2	7	2	6	3	4	9	10	1	5	9	5	0	1	0	8	7	4	5	2	3	0	4	1	0	14	5	5	0	6	3	6	5	0	0	9	1	3	6	5	2	0	2	8	4	18	14					
		1.10%	1.09%	0.81%	0.72%	0.31%	0.60%	0.21%	0.48%	0.26%	0.39%	0.86%	1.36%	0.92%	0.81%	1.28%	0.84%	0.0%	0.45%	0.0%	2.61%	2.77%	0.95%	2.95%	1.47%	1.18%	0.0%	2.17%	0.66%	0.0%	4.08%	1.45%	2.84%	0.0%	2.57%	1.42%	1.63%	1.62%	0.0%	0.0%	2.30%	0.82%	1.57%	1.90%	2.41%	1.68%	0.0%	0.65%	2.79%	1.36%	2.43%	1.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	289	13	13	12	15	21	17	16	19	9	19	10	0	13	12	15	2	1	1	2	5	3	0	0	2	0	0	0	1	3	3	3	1	1	4	3	1	1	1	1	1	1	0	0	1	0	2	0	10	11	20					
		1.37%	2.85%	1.75%	1.45%	2.37%	1.82%	1.85%	1.29%	1.67%	0.87%	1.83%	1.36%	0.0%	2.12%	1.70%	2.52%	1.65%	0.45%	0.84%	0.65%	1.98%	0.71%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.68%	0.87%	0.87%	1.70%	0.81%	0.42%	1.89%	0.81%	0.32%	0.79%	0.81%	0.25%	0.82%	0.52%	0.0%	0.0%	0.84%	0.0%	0.65%	0.0%	3.40%	1.48%	2.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	511	13	12	20	17	27	26	33	20	31	19	33	1	11	25	9	4	5	6	6	8	9	4	0	8	2	1	4	1	10	7	2	3	0	2	10	3	11	0	2	1	2	4	4	3	1	9	10	9	30	33					
