Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Седельниковская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541					
1	"Число избирателей, внесенных в список избирателей"	8785	60	196	150	318	50	369	375	202	163	45	195	126	132	176	61	161	362	85	80	85	264	142	77	264	63	715	737	721	697	779	705	173	57					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9287	63	208	160	348	52	406	400	215	173	49	198	130	133	202	75	181	378	85	82	84	288	156	84	270	67	757	764	759	731	829	729	175	56					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6290	47	163	93	289	48	285	299	157	132	39	166	93	100	154	52	131	327	81	74	82	201	104	50	186	41	414	420	523	386	454	500	160	39					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	706	6	20	44	18	0	29	29	22	25	4	8	13	24	20	3	17	9	0	0	0	27	13	12	46	19	55	77	38	53	36	25	7	7					
6	Число погашенных избирательных бюллетеней	2291	10	25	23	41	4	92	72	36	16	6	24	24	9	28	20	33	42	4	8	2	60	39	22	38	7	288	267	198	292	339	204	8	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	706	6	20	44	18	0	29	29	22	25	4	8	13	24	20	3	17	9	0	0	0	27	13	12	46	19	55	77	38	53	36	25	7	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6290	47	163	93	289	48	285	299	157	132	39	166	93	100	154	52	131	327	81	74	82	201	104	50	186	41	414	420	523	386	454	500	160	39					
9	Число недействительных избирательных бюллетеней	100	3	2	1	1	1	4	1	10	0	0	3	2	1	1	2	1	0	1	0	3	6	1	0	3	0	11	5	9	11	11	5	1	0					
10	Число действительных избирательных бюллетеней	6896	50	181	136	306	47	310	327	169	157	43	171	104	123	173	53	147	336	80	74	79	222	116	62	229	60	458	492	552	428	479	520	166	46					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	362	3	7	5	16	3	30	25	10	7	3	10	7	7	15	8	14	10	5	5	5	15	12	7	10	5	24	15	15	15	15	22	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	256	0	7	2	14	0	27	20	9	5	2	4	3	1	11	5	12	4	0	0	0	15	12	7	5	1	22	14	11	12	12	19	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	81	0	2	1	2	0	0	2	1	2	1	3	2	1	1	1	4	3	4	0	1	2	2	2	5	1	6	3	4	5	5	11	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	106	3	0	3	2	3	3	5	1	2	1	6	4	6	4	3	2	6	5	5	5	0	0	0	5	4	2	1	4	3	3	3	7	5					
