Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Седельниковская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571					
1	"Число избирателей, внесенных в списки избирателей"	9049	70	224	179	363	46	788	224	180	52	213	125	132	200	83	161	369	86	90	91	265	175	83	233	72	417	496	440	625	297	424	622	551	415	191	67					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9431	75	241	177	384	52	851	241	184	52	229	129	131	222	87	169	385	85	92	91	269	182	84	246	74	430	526	476	600	310	460	650	550	437	192	68					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7038	59	177	133	323	46	643	181	151	43	176	101	112	162	70	143	342	84	85	88	210	136	69	186	53	260	331	352	433	233	352	401	413	275	161	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	832	11	30	36	34	0	58	20	15	7	15	13	8	36	8	15	16	0	0	0	36	17	12	21	19	51	48	18	102	22	31	60	25	27	10	11					
6	Число погашенных избирательных бюллетеней	1561	5	34	8	27	6	150	40	18	2	38	15	11	24	9	11	27	1	7	3	23	29	3	39	2	119	147	106	65	55	77	189	112	135	21	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	832	11	30	36	34	0	58	20	15	7	15	13	8	36	8	15	16	0	0	0	36	17	12	21	19	51	48	18	102	22	31	60	25	27	10	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7038	59	177	133	323	46	643	181	151	43	176	101	112	162	70	143	342	84	85	88	210	136	69	186	53	260	331	352	433	233	352	401	413	275	161	54					
9	Число недействительных избирательных бюллетеней	95	0	3	2	3	0	14	3	3	1	3	3	0	0	4	0	8	1	0	1	8	1	0	4	0	2	3	3	4	2	5	7	3	4	0	0					
10	Число действительных избирательных бюллетеней	7775	70	204	167	354	46	687	198	163	49	188	111	120	198	74	158	350	83	85	87	238	152	81	203	72	309	376	367	531	253	378	454	435	298	171	65					
