Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Елецкая																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501					
1	"Число избирателей, внесенных в список избирателей"	23187	2013	320	485	354	774	208	264	1004	287	253	486	600	209	196	1448	1162	1299	110	1232	1189	685	2357	570	542	1045	306	1170	1195	336	842	246					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23195	2020	315	477	355	777	205	263	1000	275	255	485	600	210	194	1450	1165	1305	108	1220	1200	690	2355	565	535	1050	300	1180	1215	335	845	246					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14768	1380	231	317	240	438	109	144	582	174	134	184	360	148	133	983	767	846	65	1043	907	359	1326	473	323	513	168	738	615	205	672	191					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4060	155	78	63	37	144	48	91	151	86	57	204	80	29	36	194	195	199	28	100	112	186	744	64	163	182	79	170	184	82	88	31					
6	Число погашенных избирательных бюллетеней	4367	485	6	97	78	195	48	28	267	15	64	97	160	33	25	273	203	260	15	77	181	145	285	28	49	355	53	272	416	48	85	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4060	155	78	63	37	144	48	91	151	86	57	204	80	29	36	194	195	199	28	100	112	186	744	64	163	182	79	170	184	82	88	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14768	1380	231	317	240	438	109	144	582	174	134	184	360	148	133	983	767	846	65	1043	907	359	1326	473	323	513	168	738	615	205	672	191					
9	Число недействительных избирательных бюллетеней	216	9	13	5	6	4	3	1	7	0	4	5	6	3	1	8	17	10	0	14	8	5	29	0	3	19	1	20	9	0	5	1					
10	Число действительных избирательных бюллетеней	18612	1526	296	375	271	578	154	234	726	260	187	383	434	174	168	1169	945	1035	93	1129	1011	540	2041	537	483	676	246	888	790	287	755	221					
