Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
Наименование Избирательной комиссии:    Павлово-Посадская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148					
1	"Число избирателей, включенных в списки избирателей"	65668	299	1023	2371	1816	618	911	1243	1728	1492	2205	1590	1717	1233	1231	1554	1363	1676	1438	2639	1834	1656	2177	2263	2019	1868	1597	1524	1396	1209	1696	1174	1022	949	2089	1816	755	212	309	855	346	1537	185	2654	526	741	328	1765	352	287	380					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	66000	400	1000	2400	1800	600	900	1200	1700	1500	2250	1500	1700	1250	1200	1500	1300	1650	1450	2700	1850	1700	2200	2200	2100	1850	1600	1550	1400	1550	1700	1150	1000	900	2150	1850	750	200	300	900	300	1500	200	2650	500	750	300	1800	400	300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	42828	197	702	1681	1260	508	625	796	973	992	1557	1010	1345	824	1010	779	843	1145	881	1840	1189	1015	1439	1536	1394	1248	1052	1061	859	703	1144	672	573	755	1438	1459	529	75	144	507	126	764	96	1614	239	366	223	1075	154	187	224					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5260	102	48	53	207	31	101	38	109	155	131	103	68	66	40	101	81	70	134	91	201	196	104	64	67	54	70	53	126	168	53	218	191	66	102	76	50	75	83	179	166	319	44	170	113	140	44	111	101	39	88					
6	Число погашенных избирательных бюллетеней	17912	101	250	666	333	61	174	366	618	353	562	387	287	360	150	620	376	435	435	769	460	489	657	600	639	548	478	436	415	679	503	260	236	79	610	315	171	50	73	214	8	417	60	866	148	244	33	614	145	74	88					
