Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Белинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22953	2533	2722	2162	543	622	786	167	361	197	137	66	211	703	543	525	663	519	749	928	228	398	369	692	2126	482	245	1494	482	560	263	477									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23189	2520	2710	2160	545	615	810	180	365	200	135	70	215	710	550	565	674	560	750	960	235	400	380	700	2130	490	255	1520	485	560	265	475									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12944	1015	998	912	402	379	517	79	281	130	88	55	167	302	220	317	530	453	592	541	154	268	259	442	1283	424	140	686	335	429	186	360									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3291	163	258	274	53	142	66	48	30	44	32	0	13	190	143	107	66	27	112	132	31	61	22	196	359	23	81	378	82	60	26	72									
6	Число погашенных избирательных бюллетеней	6954	1342	1454	974	90	94	227	53	54	26	15	15	35	218	187	141	78	80	46	287	50	71	99	62	488	43	34	456	68	71	53	43									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3291	163	258	274	53	142	66	48	30	44	32	0	13	190	143	107	66	27	112	132	31	61	22	196	359	23	81	378	82	60	26	72									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12942	1014	998	912	402	379	517	79	281	130	88	55	167	302	220	317	530	453	592	541	154	268	259	442	1283	424	140	686	334	429	186	360									
9	Число недействительных избирательных бюллетеней	135	16	18	0	0	0	7	0	0	0	0	0	0	0	0	1	43	1	1	10	0	1	12	0	16	0	0	9	0	0	0	0									
10	Число действительных избирательных бюллетеней	16098	1161	1238	1186	455	521	576	127	311	174	120	55	180	492	363	423	553	479	703	663	185	328	269	638	1626	447	221	1055	416	489	212	432									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	275	20	23	36	5	7	10	3	3	3	2	2	3	7	8	6	10	8	10	25	3	3	3	10	24	5	3	15	5	5	3	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	243	16	19	36	5	7	10	3	2	0	0	0	1	4	8	6	10	8	10	25	3	3	3	10	23	4	3	6	5	5	3	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	15	11	8	5	1	3	0	0	0	0	0	0	3	0	2	0	0	2	5	0	2	1	2	3	0	0	3	1	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	32	4	4	0	0	0	0	0	1	3	2	2	2	3	0	0	0	0	0	0	0	0	0	0	1	1	0	9	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	16	11	8	1	0	2	0	1	3	0	1	0	0	0	0	0	1	0	4	1	0	0	1	6	1	3	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	87	15	18	4	1	0	4	0	0	0	0	0	0	5	0	0	1	1	0	7	4	3	0	0	6	1	0	5	5	5	1	1									
		0.54%	1.27%	1.43%	0.34%	0.22%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.17%	0.21%	0.00%	1.04%	2.16%	0.91%	0.00%	0.00%	0.37%	0.22%	0.00%	0.47%	1.20%	1.02%	0.47%	0.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	277	36	25	10	8	10	14	0	6	1	0	2	1	6	6	9	2	4	0	21	3	13	3	5	24	4	4	26	4	12	1	17									
		1.71%	3.06%	1.99%	0.84%	1.76%	1.92%	2.40%	0.00%	1.93%	0.57%	0.00%	3.64%	0.56%	1.22%	1.65%	2.12%	0.34%	0.83%	0.00%	3.12%	1.62%	3.95%	1.07%	0.78%	1.46%	0.89%	1.81%	2.44%	0.96%	2.45%	0.47%	3.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	170	24	22	4	5	3	3	2	5	1	0	2	3	4	10	7	6	5	0	5	2	2	0	5	31	2	1	10	0	1	0	5									
		1.05%	2.04%	1.75%	0.34%	1.10%	0.58%	0.51%	1.57%	1.61%	0.57%	0.00%	3.64%	1.67%	0.81%	2.75%	1.65%	1.01%	1.04%	0.00%	0.74%	1.08%	0.61%	0.00%	0.78%	1.89%	0.45%	0.45%	0.94%	0.00%	0.20%	0.00%	1.16%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12447	699	809	948	352	450	388	104	234	146	103	42	148	355	284	352	487	425	686	509	154	244	215	535	1171	386	192	758	349	383	187	352									
		76.68%	59.39%	64.41%	79.93%	77.36%	86.37%	66.55%	81.89%	75.24%	83.91%	85.83%	76.36%	82.22%	72.15%	78.24%	83.02%	81.71%	88.54%	97.44%	75.63%	83.24%	74.16%	76.51%	83.86%	71.32%	86.35%	86.88%	71.24%	83.89%	78.32%	88.21%	81.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	5	5	3	2	0	5	0	1	1	0	0	3	1	1	0	0	0	0	2	1	3	0	4	8	0	0	2	1	4	0	1									
		0.33%	0.42%	0.40%	0.25%	0.44%	0.00%	0.86%	0.00%	0.32%	0.57%	0.00%	0.00%	1.67%	0.20%	0.28%	0.00%	0.00%	0.00%	0.00%	0.30%	0.54%	0.91%	0.00%	0.63%	0.49%	0.00%	0.00%	0.19%	0.24%	0.82%	0.00%	0.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	2	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	1									
		0.10%	0.08%	0.16%	0.25%	0.00%	0.00%	0.17%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1276	153	151	31	42	29	91	5	36	8	3	4	4	67	23	28	25	14	9	52	14	33	22	39	139	27	10	116	24	50	12	15									
		7.86%	12.99%	12.02%	2.61%	9.23%	5.57%	15.61%	3.94%	11.58%	4.60%	2.50%	7.27%	2.22%	13.62%	6.34%	6.60%	4.19%	2.92%	1.28%	7.73%	7.57%	10.03%	7.83%	6.11%	8.47%	6.04%	4.52%	10.90%	5.77%	10.22%	5.66%	3.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	4	5	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0									
		0.11%	0.34%	0.40%	0.08%	0.00%	0.00%	0.17%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	7	6	1	4	0	4	1	2	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	7	0	2	1	1	0	0	0									
		0.25%	0.59%	0.48%	0.08%	0.88%	0.00%	0.69%	0.79%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.28%	0.30%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.90%	0.09%	0.24%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	4	0	1	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0									
		0.10%	0.34%	0.00%	0.08%	0.88%	0.00%	0.17%	0.79%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.16%	0.06%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%									
