Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    район Строгино																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924					
1	"Число избирателей, внесенных в список избирателей"	90096	2592	2789	2871	2621	1417	2384	1199	1646	1012	2807	1810	2072	1303	1645	1916	1427	1986	1099	2638	2131	2425	2626	1451	2018	2267	2019	2617	1779	1728	2433	2041	1824	1299	1543	1613	2451	2584	2487	2578	1934	1334	2182	2492	2567	439					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71900	2100	2200	2100	2300	1100	1900	1000	1300	800	2300	1400	1600	1000	1400	1500	1100	1600	850	2000	1600	1800	2100	1100	1500	1800	1600	2100	1400	1400	2000	1600	1500	1700	1200	1300	1900	2100	2000	1700	1700	1300	1700	2000	1900	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	51713	1191	1672	1675	1589	878	1368	812	927	628	1432	1084	1233	884	1189	1140	870	1185	734	1282	1242	1239	1211	933	1288	1145	999	1145	1042	1029	1431	1188	935	1271	1088	1099	1177	1428	1397	1407	1253	939	1073	1446	1326	209					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1213	31	64	29	52	24	100	14	59	1	55	18	16	15	37	10	17	25	11	30	19	66	26	13	27	9	28	14	15	30	31	14	29	28	7	8	25	55	33	12	12	6	12	23	44	19					
6	Число погашенных избирательных бюллетеней	18974	878	464	396	659	198	432	174	314	171	813	298	351	101	174	350	213	390	105	688	339	495	863	154	185	646	573	941	343	341	538	398	536	401	105	193	698	617	570	281	435	355	615	531	530	122					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1213	31	64	29	52	24	100	14	59	1	55	18	16	15	37	10	17	25	11	30	19	66	26	13	27	9	28	14	15	30	31	14	29	28	7	8	25	55	33	12	12	6	12	23	44	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	51591	1191	1666	1675	1589	875	1364	812	927	605	1432	1081	1222	884	1186	1140	870	1185	723	1282	1242	1239	1206	933	1288	1142	999	1131	1040	1021	1427	1183	935	1271	1088	1099	1175	1428	1394	1402	1248	938	1073	1446	1325	209					
9	Число недействительных избирательных бюллетеней	830	23	24	29	36	19	12	10	12	6	20	21	32	12	14	18	14	19	8	15	13	16	20	12	15	19	19	21	17	11	25	19	11	17	14	16	24	28	22	31	31	15	13	25	25	7					
10	Число действительных избирательных бюллетеней	51974	1199	1706	1675	1605	880	1452	816	974	600	1467	1078	1206	887	1209	1132	873	1191	726	1297	1248	1289	1212	934	1300	1132	1008	1124	1038	1040	1433	1178	953	1282	1081	1091	1176	1455	1405	1383	1229	929	1072	1444	1344	221					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1990	70	50	70	50	40	50	30	35	20	50	30	50	30	30	40	30	50	50	30	60	60	50	50	70	60	50	65	30	30	40	50	28	42	50	50	50	40	40	50	30	30	50	50	50	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1628	59	43	62	41	40	49	27	32	10	48	24	36	21	29	29	25	30	27	29	56	52	44	37	60	47	29	61	25	20	30	36	20	42	44	33	34	35	32	45	28	20	50	43	36	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1407	16	20	38	23	23	30	12	22	17	10	11	26	68	37	29	9	28	13	49	125	39	20	20	48	59	26	13	38	7	23	22	14	47	15	12	46	35	37	49	62	22	38	28	65	16					
14	Число погашенных неиспользованных открепительных удостоверений	362	11	7	8	9	0	1	3	3	10	2	6	14	9	1	11	5	20	23	1	4	8	6	13	10	13	21	4	5	10	10	14	8	0	6	17	16	5	8	5	2	10	0	7	14	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	436	6	13	13	8	13	9	4	8	8	22	13	15	8	7	5	1	18	4	6	7	13	15	5	21	20	10	5	10	9	5	8	5	5	14	5	14	10	11	12	5	13	14	6	11	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8250	220	265	285	282	110	227	125	128	75	237	184	196	136	186	133	135	216	112	250	195	192	225	152	230	210	204	157	166	139	241	171	159	236	131	148	228	228	196	171	142	126	200	222	241	38					
		15.62%	18.00%	15.32%	16.73%	17.18%	12.24%	15.51%	15.13%	12.98%	12.38%	15.94%	16.74%	15.83%	15.13%	15.21%	11.57%	15.22%	17.85%	15.26%	19.05%	15.46%	14.71%	18.26%	16.07%	17.49%	18.25%	19.86%	13.71%	15.73%	13.23%	16.53%	14.29%	16.49%	18.17%	11.96%	13.37%	19.00%	15.37%	13.74%	12.09%	11.27%	13.35%	18.43%	15.11%	17.60%	16.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6577	151	184	195	182	93	149	86	150	107	205	111	117	113	92	142	82	162	63	221	156	171	166	108	149	158	117	191	123	123	168	141	118	107	126	112	152	151	218	311	276	192	100	170	148	20					
