Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Азовская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1636	УИК №1638	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2024	УИК №2444	УИК №2524	УИК №2525	УИК №2526					
1	"Число избирателей, внесенных в списки"	63034	2296	1642	2121	1232	2795	2696	1279	2305	187	2103	2614	2016	2072	1481	1713	2151	1958	1087	2227	2156	1861	2019	2363	1992	2610	1715	2047	1253	2060	1393	138	745	888	1429	1032	1358					
2	"Число бюллетеней, полученных участковыми комиссиями"	57401	2100	1496	1917	1108	2561	2464	1152	2082	163	1914	2359	1823	1878	1344	1556	1962	1782	985	2037	1974	1690	1853	2132	1819	2379	1555	1880	1156	1902	1283	128	677	819	1310	933	1228					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29401	883	715	774	457	1360	1472	524	833	101	894	1431	923	904	675	853	919	1025	538	1080	1077	917	1026	1110	895	1394	720	827	631	953	676	89	292	329	722	653	729					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1087	42	36	64	40	35	34	11	28	11	43	18	16	10	18	26	25	18	21	42	49	13	42	69	44	46	39	25	10	61	8	4	27	59	19	15	19					
6	Число погашенных бюллетеней	26913	1175	745	1079	611	1166	958	617	1221	51	977	910	884	964	651	677	1018	739	426	915	848	760	785	953	880	939	796	1028	515	888	599	35	358	431	569	265	480					
7	Число бюллетеней в переносных ящиках для голосования	1087	42	36	64	40	35	34	11	28	11	43	18	16	10	18	26	25	18	21	42	49	13	42	69	44	46	39	25	10	61	8	4	27	59	19	15	19					
8	Число бюллетеней в стационарных ящиках для голосования	29395	883	715	773	457	1360	1472	524	833	101	893	1431	923	904	675	853	918	1024	538	1080	1077	917	1026	1110	895	1394	719	827	631	953	676	89	292	329	722	653	728					
9	Число недействительных бюллетеней	326	13	8	12	8	13	11	4	13	7	10	17	10	12	7	14	10	14	10	6	10	8	11	19	5	8	10	4	2	6	11	0	5	3	7	15	3					
10	Число действительных бюллетеней	30156	912	743	825	489	1382	1495	531	848	105	926	1432	929	902	686	865	933	1028	549	1116	1116	922	1057	1160	934	1432	748	848	639	1008	673	93	314	385	734	653	744					
