Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Шушенская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145					
1	"Число избирателей, внесенных в список"	27835	796	1398	1994	1576	1109	1397	1595	1652	1369	1715	1772	370	120	219	1549	458	124	79	192	696	1643	1306	133	406	165	96	2008	267	147	998	346	140					
2	Число полученных избирательных бюллетеней	27000	700	1400	2000	1500	1100	1300	1500	1500	1300	1700	1700	400	126	213	1500	450	130	86	195	700	1600	1300	132	400	174	94	2000	260	149	900	350	141					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13638	378	644	865	795	488	699	798	886	645	846	874	163	66	142	792	274	68	58	112	320	772	598	54	208	77	57	930	129	84	534	188	94					
5	"Число избирательных бюллетеней, выданных вне помещения"	1528	89	93	138	32	84	102	61	60	49	66	55	49	8	9	53	26	15	6	11	70	100	76	17	34	15	7	122	27	3	37	7	7					
6	Число погашенных избирательных бюллетеней	11834	233	663	997	673	528	499	641	554	606	788	771	188	52	62	655	150	47	22	72	310	728	626	61	158	82	30	948	104	62	329	155	40					
7	Число избирательных бюллетеней в переносных ящиках	1528	89	93	138	32	84	102	61	60	49	66	55	49	8	9	53	26	15	6	11	70	100	76	17	34	15	7	122	27	3	37	7	7					
8	Число бюллетеней в стационарных ящиках для голосования	13636	378	644	865	795	488	699	798	886	644	846	874	163	66	142	792	274	68	58	112	320	772	598	54	208	77	57	929	129	84	534	188	94					
9	Число недействительных избирательных бюллетеней	85	0	2	8	4	1	2	4	2	1	2	6	3	0	0	12	0	1	0	2	3	4	2	0	4	1	0	13	1	3	4	0	0					
10	Число действительных избирательных бюллетеней	15079	467	735	995	823	571	799	855	944	692	910	923	209	74	151	833	300	82	64	121	387	868	672	71	238	91	64	1038	155	84	567	195	101					
