Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Пышминская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в списки"	17142	1762	1164	1805	1825	1734	274	344	694	209	729	94	120	356	312	191	461	368	568	264	402	1081	284	573	172	706	450	200					
2	"Число бюллетеней, полученных участковыми комиссиями"	17200	1750	1150	1850	1790	1730	280	360	700	210	750	90	130	360	310	200	470	370	600	270	410	1000	300	600	170	700	450	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7868	741	499	796	720	621	156	222	351	74	295	63	81	199	170	96	207	228	301	134	236	449	140	319	108	311	268	83					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	743	41	41	45	76	49	14	12	57	40	37	0	0	16	37	19	58	15	26	23	12	55	33	0	0	25	6	6					
6	Число погашенных бюллетеней	8589	968	610	1009	994	1060	110	126	292	96	418	27	49	145	103	85	205	127	273	113	162	496	127	281	62	364	176	111					
7	Число бюллетеней в переносных ящиках для голосования	743	41	41	45	76	49	14	12	57	40	37	0	0	16	37	19	58	15	26	23	12	55	33	0	0	25	6	6					
8	Число бюллетеней в стационарных ящиках для голосования	7867	741	499	796	720	621	156	221	351	74	295	63	81	199	170	96	207	228	301	134	236	449	140	319	108	311	268	83					
9	Число недействительных бюллетеней	148	13	1	11	14	9	3	6	6	1	10	0	0	7	3	2	3	9	8	3	8	9	4	9	3	3	3	0					
10	Число действительных бюллетеней	8462	769	539	830	782	661	167	227	402	113	322	63	81	208	204	113	262	234	319	154	240	495	169	310	105	333	271	89					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	89	10	9	8	9	5	1	2	1	1	5	1	1	6	2	1	3	1	2	1	1	5	1	5	1	3	3	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	9	6	4	2	2	0	0	0	0	0	0	0	2	0	1	3	1	0	0	1	4	0	2	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	1	0	9	1	3	0	1	0	1	0	0	0	0	0	2	3	3	0	0	0	1	2	0	1	1	0	0					
14	Число погашенных открепительных удостоверений	51	1	3	4	7	3	1	2	1	1	5	1	1	4	2	0	0	0	2	1	0	1	1	3	1	2	3	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	155	9	15	8	5	8	1	16	7	2	7	2	1	5	1	1	4	4	3	3	16	10	3	2	7	9	5	1					
		1.80%	1.15%	2.77%	0.95%	0.62%	1.19%	0.58%	6.86%	1.71%	1.75%	2.10%	3.17%	1.23%	2.32%	0.48%	0.86%	1.50%	1.64%	0.91%	1.91%	6.45%	1.98%	1.73%	0.62%	6.48%	2.67%	1.82%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	204	23	18	33	27	25	3	0	6	0	6	2	1	1	2	5	9	8	12	0	1	7	2	3	1	2	2	5					
		2.36%	2.94%	3.33%	3.92%	3.39%	3.73%	1.76%	0.0%	1.47%	0.0%	1.80%	3.17%	1.23%	0.46%	0.96%	4.34%	3.39%	3.29%	3.66%	0.0%	0.40%	1.38%	1.15%	0.94%	0.92%	0.59%	0.72%	5.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	313	35	15	35	33	32	5	6	9	4	14	2	2	9	5	6	4	15	20	4	5	16	6	6	5	5	12	3					
		3.63%	4.47%	2.77%	4.16%	4.14%	4.77%	2.94%	2.57%	2.20%	3.50%	4.21%	3.17%	2.46%	4.18%	2.41%	5.21%	1.50%	6.17%	6.11%	2.54%	2.01%	3.17%	3.46%	1.88%	4.62%	1.48%	4.37%	3.37%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	445	42	37	57	48	30	3	8	22	10	17	1	5	15	17	5	12	14	11	10	18	19	1	14	3	16	5	5					
		5.16%	5.37%	6.85%	6.77%	6.03%	4.47%	1.76%	3.43%	5.39%	8.77%	5.12%	1.58%	6.17%	6.97%	8.21%	4.34%	4.52%	5.76%	3.36%	6.36%	7.25%	3.76%	0.57%	4.38%	2.77%	4.76%	1.82%	5.61%					
22	"5. ""За Русь Святую"""	40	6	2	3	6	4	0	1	2	0	1	0	0	1	0	0	1	1	1	0	2	0	3	2	0	3	0	1					
		0.46%	0.76%	0.37%	0.35%	0.75%	0.59%	0.0%	0.42%	0.49%	0.0%	0.30%	0.0%	0.0%	0.46%	0.0%	0.0%	0.37%	0.41%	0.30%	0.0%	0.80%	0.0%	1.73%	0.62%	0.0%	0.89%	0.0%	1.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	70	3	2	8	6	9	1	1	5	0	3	0	0	2	0	1	5	1	2	1	4	0	1	2	1	8	3	1					
		0.81%	0.38%	0.37%	0.95%	0.75%	1.34%	0.58%	0.42%	1.22%	0.0%	0.90%	0.0%	0.0%	0.93%	0.0%	0.86%	1.88%	0.41%	0.61%	0.63%	1.61%	0.0%	0.57%	0.62%	0.92%	2.38%	1.09%	1.12%					
24	"7. ""Новый курс - Автомобильная Россия"""	45	6	3	4	4	5	0	1	0	1	0	0	0	2	2	0	1	1	3	0	1	3	0	3	1	2	2	0					
		0.52%	0.76%	0.55%	0.47%	0.50%	0.74%	0.0%	0.42%	0.0%	0.87%	0.0%	0.0%	0.0%	0.93%	0.96%	0.0%	0.37%	0.41%	0.91%	0.0%	0.40%	0.59%	0.0%	0.94%	0.92%	0.59%	0.72%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.23%	0.0%	0.14%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	2	3	2	1	0	0	0	1	0	1	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	2					
		0.22%	0.25%	0.55%	0.23%	0.12%	0.0%	0.0%	0.0%	0.24%	0.0%	0.30%	1.58%	0.0%	0.0%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.31%	0.0%	0.0%	0.36%	2.24%					
27	"10. ""Аграрная партия России"""	1223	85	40	70	74	54	31	53	71	22	54	8	11	32	62	13	54	16	102	49	46	62	20	67	7	69	45	6					
		14.20%	10.86%	7.40%	8.32%	9.29%	8.05%	18.23%	22.74%	17.40%	19.29%	16.26%	12.69%	13.58%	14.88%	29.95%	11.30%	20.37%	6.58%	31.19%	31.21%	18.54%	12.30%	11.56%	21.00%	6.48%	20.53%	16.42%	6.74%					
28	"11. ""Истинные патриоты России"""	12	0	1	0	1	0	2	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1					
