Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Грозненская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100					
1	"Число избирателей, внесенных в списки избирателей"	66182	1574	744	1329	753	900	1194	2187	840	2286	2023	2568	1888	2613	1185	2110	1047	2210	2007	1208	861	816	762	2555	1378	2320	406	2497	2477	985	1465	2136	1960	2030	2220	1145	758	2411	2244	2370	1720					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	66182	1574	744	1329	753	900	1194	2187	840	2286	2023	2568	1888	2613	1185	2110	1047	2210	2007	1208	861	816	762	2555	1378	2320	406	2497	2477	985	1465	2136	1960	2030	2220	1145	758	2411	2244	2370	1720					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	65322	1260	741	1315	748	891	1180	2169	838	2268	2002	2551	1870	2581	1178	2098	1039	2191	1987	1200	857	807	758	2521	1373	2285	406	2470	2460	981	1460	2111	1950	2008	2204	1143	757	2390	2213	2351	1710					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	424	305	0	4	0	5	3	3	0	4	5	6	5	8	0	4	0	6	0	3	0	3	0	6	4	12	0	5	5	0	2	4	0	4	7	0	0	2	6	0	3					
6	Число погашенных избирательных бюллетеней	434	9	3	10	5	4	11	15	2	14	16	11	13	24	7	8	7	13	20	5	4	6	4	28	1	23	0	22	12	4	3	21	9	18	9	2	1	19	25	19	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	424	305	0	4	0	5	3	3	0	4	5	6	5	8	0	4	0	6	0	3	0	3	0	6	4	12	0	5	5	0	2	4	0	4	7	0	0	2	6	0	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	65321	1260	741	1315	748	891	1179	2169	838	2268	2002	2551	1870	2581	1178	2098	1039	2191	1987	1200	857	807	758	2521	1373	2285	406	2470	2460	981	1460	2111	1950	2008	2204	1143	757	2390	2213	2351	1710					
9	Число недействительных избирательных бюллетеней	100	5	0	2	0	2	0	4	1	3	1	4	5	3	0	2	4	4	2	0	0	0	0	3	2	8	0	6	4	1	0	0	6	3	0	8	0	0	4	13	0					
10	Число действительных избирательных бюллетеней	65645	1560	741	1317	748	894	1182	2168	837	2269	2006	2553	1870	2586	1178	2100	1035	2193	1985	1203	857	810	758	2524	1375	2289	406	2469	2461	980	1462	2115	1944	2009	2211	1135	757	2392	2215	2338	1713					
