Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Улаганская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
1	"Число избирателей, внесенных в списки избирателей"	7473	216	451	138	902	220	534	123	2183	433	1840	433					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7291	212	426	131	850	200	515	112	2320	400	1720	405					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	57	0	45	0	2	0	0	0	0	10	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4325	163	277	103	492	132	334	68	1242	268	977	269					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	614	30	73	19	75	50	66	25	117	41	58	60					
6	Число погашенных избирательных бюллетеней	2295	19	31	9	281	18	115	19	961	81	685	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	671	30	118	19	77	50	66	25	117	51	58	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4325	163	277	103	492	132	334	68	1242	268	977	269					
9	Число недействительных избирательных бюллетеней	51	1	4	2	10	0	0	0	15	4	9	6					
10	Число действительных избирательных бюллетеней	4945	192	391	120	559	182	400	93	1344	315	1026	323					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	149	4	8	2	17	4	9	2	53	8	34	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	69	0	1	2	3	0	1	0	28	3	29	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	43	2	5	0	3	2	0	0	9	1	20	1					
14	Число погашенных неиспользованных открепительных удостоверений	80	4	7	0	14	4	8	2	25	5	5	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	156	2	31	3	28	9	7	0	14	11	42	9					
		3.12%	1.04%	7.85%	2.46%	4.92%	4.95%	1.75%	0.00%	1.03%	3.45%	4.06%	2.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	10	1	0	2	2	0	1	0	4	0	0	0					
		0.20%	0.52%	0.00%	1.64%	0.35%	0.00%	0.25%	0.00%	0.29%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	1	0	0	0	0	0	1	0	0	2					
		0.08%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.61%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	286	15	35	4	15	4	14	0	104	15	71	9					
		5.72%	7.77%	8.86%	3.28%	2.64%	2.20%	3.50%	0.00%	7.65%	4.70%	6.86%	2.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	1	1	0	0	1	2	0	9	1	3	1					
		0.38%	0.52%	0.25%	0.00%	0.00%	0.55%	0.50%	0.00%	0.66%	0.31%	0.29%	0.30%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	0	2	0	1	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.10%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	141	4	4	1	9	4	4	1	86	7	16	5					
		2.82%	2.07%	1.01%	0.82%	1.58%	2.20%	1.00%	1.08%	6.33%	2.19%	1.55%	1.52%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	717	33	52	24	72	31	14	19	173	54	185	60					
		14.35%	17.10%	13.16%	19.67%	12.65%	17.03%	3.50%	20.43%	12.73%	16.93%	17.87%	18.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	1	3	4	4	0	2	0	10	3	6	3					
		0.72%	0.52%	0.76%	3.28%	0.70%	0.00%	0.50%	0.00%	0.74%	0.94%	0.58%	0.91%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3564	135	264	82	427	133	356	73	936	222	702	234					
		71.34%	69.95%	66.84%	67.21%	75.04%	73.08%	89.00%	78.49%	68.87%	69.59%	67.83%	71.12%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	9	0	0	0	2	0	0	0	5	2	0	0					
		0.18%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.37%	0.63%	0.00%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
