Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Кизлярская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551					
1	"Число избирателей, внесенных в списки"	26126	1729	1655	1215	1703	1635	1352	1568	1681	1368	1452	1269	1631	1595	1455	1610	1497	1711					
2	"Число бюллетеней, полученных участковыми комиссиями"	25433	1700	1600	1200	1600	1600	1300	1500	1600	1350	1400	1250	1600	1500	1433	1600	1500	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	385	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9424	523	705	540	518	405	435	555	698	758	467	427	651	559	364	493	506	820					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	698	26	7	45	75	22	100	17	69	15	19	81	75	9	20	45	4	69					
6	Число погашенных бюллетеней	14926	1151	888	615	1007	1173	765	928	833	577	914	742	874	932	664	1062	990	811					
7	Число бюллетеней в переносных ящиках для голосования	1083	26	7	45	75	22	100	17	69	15	19	81	75	9	405	45	4	69					
8	Число бюллетеней в стационарных ящиках для голосования	9424	523	705	540	518	405	435	555	698	758	467	427	651	559	364	493	506	820					
9	Число недействительных бюллетеней	129	10	8	12	5	6	5	10	5	7	0	5	3	6	9	12	6	20					
10	Число действительных бюллетеней	10378	539	704	573	588	421	530	562	762	766	486	503	723	562	760	526	504	869					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	15	10	15	15	10	10	10	10	10	15	10	10	10	15	15	10	10					
