Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Туруханская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №108	УИК №109	УИК №112	УИК №116	УИК №117	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1960	УИК №1961	УИК №1962	УИК №1964	УИК №1965	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1975	УИК №1976					
1	"Число избирателей, внесенных в список избирателей"	14444	70	773	653	2068	2136	417	778	468	1391	165	412	218	101	101	1464	2037	732	82	55	67	170	86					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13731	70	700	650	2005	2081	400	750	450	1380	165	385	219	101	100	1320	1870	645	80	50	65	160	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	897	0	0	0	0	0	0	72	0	0	0	0	0	0	0	311	268	187	0	0	0	59	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5511	43	466	103	657	717	254	334	159	559	110	271	126	84	88	376	703	214	43	50	54	72	28					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	447	0	31	6	38	13	10	27	54	53	5	33	5	0	0	60	43	28	0	0	4	3	34					
6	Число погашенных избирательных бюллетеней	6876	27	203	541	1310	1351	136	317	237	768	50	81	88	17	12	573	856	216	37	0	7	26	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1344	0	31	6	38	13	10	99	54	53	5	33	5	0	0	371	311	215	0	0	4	62	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5510	43	466	103	657	717	254	334	159	559	110	271	126	84	88	376	702	214	43	50	54	72	28					
9	Число недействительных избирательных бюллетеней	136	0	10	3	14	16	3	5	4	8	2	6	1	3	3	19	22	14	0	0	1	2	0					
10	Число действительных избирательных бюллетеней	6718	43	487	106	681	714	261	428	209	604	113	298	130	81	85	728	991	415	43	50	57	132	62					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	215	5	15	10	20	20	10	15	10	20	5	10	5	5	5	15	20	10	5	5	2	3	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	29	2	8	0	1	0	0	3	0	5	0	0	0	0	0	3	3	2	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	0	1	2	1	0	0	0	1	0	0	0	0	0	0	16	10	12	0	0	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	186	3	7	10	19	20	10	12	10	15	5	10	5	5	5	12	17	8	5	5	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1194	6	77	22	159	160	53	73	45	122	15	31	25	3	5	107	161	95	11	9	5	6	4					
		17.42%	13.95%	15.49%	20.18%	22.88%	21.92%	20.08%	16.86%	21.13%	19.93%	13.04%	10.20%	19.08%	3.57%	5.68%	14.32%	15.89%	22.14%	25.58%	18.00%	8.62%	4.48%	6.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1133	5	80	28	122	121	64	69	29	92	26	37	15	3	12	130	185	69	8	6	9	19	4					
		16.53%	11.63%	16.10%	25.69%	17.55%	16.58%	24.24%	15.94%	13.62%	15.03%	22.61%	12.17%	11.45%	3.57%	13.64%	17.40%	18.26%	16.08%	18.60%	12.00%	15.52%	14.18%	6.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	0	7	0	7	14	2	3	2	6	2	6	0	1	0	12	8	4	1	1	2	3	2					
		1.21%	0.00%	1.41%	0.00%	1.01%	1.92%	0.76%	0.69%	0.94%	0.98%	1.74%	1.97%	0.00%	1.19%	0.00%	1.61%	0.79%	0.93%	2.33%	2.00%	3.45%	2.24%	3.23%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1259	2	86	11	96	136	39	93	33	109	14	49	28	19	23	177	218	86	10	7	10	11	2					
		18.37%	4.65%	17.30%	10.09%	13.81%	18.63%	14.77%	21.48%	15.49%	17.81%	12.17%	16.12%	21.37%	22.62%	26.14%	23.69%	21.52%	20.05%	23.26%	14.00%	17.24%	8.21%	3.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	0	8	4	12	30	4	7	8	26	0	8	1	0	0	17	23	6	0	0	0	3	0					
		2.29%	0.00%	1.61%	3.67%	1.73%	4.11%	1.52%	1.62%	3.76%	4.25%	0.00%	2.63%	0.76%	0.00%	0.00%	2.28%	2.27%	1.40%	0.00%	0.00%	0.00%	2.24%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2838	30	228	40	277	245	95	181	92	244	55	165	61	55	45	283	384	151	13	26	31	88	49					
