Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
"Наименование Избирательной комиссии:    Прокопьевск, Рудничная"																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879					
1	"Число избирателей, внесенных в списки"	56803	397	135	2820	174	2633	2208	2629	2805	2375	2423	2277	2366	2239	2497	2033	2464	2235	2766	2558	1415	2402	2208	2390	2186	2317	2062	1789					
2	"Число бюллетеней, полученных участковыми комиссиями"	55293	380	130	2700	183	2600	2100	2600	2700	2300	2400	2200	2300	2200	2400	2000	2400	2200	2700	2500	1400	2300	2200	2300	2100	2300	2000	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30026	282	124	1505	174	1388	1198	1324	1338	1233	1322	1200	1261	1138	1427	1068	1342	1248	1560	1378	736	1172	1226	1218	1188	1154	894	928					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	895	14	0	31	0	20	33	18	14	34	36	40	19	31	39	28	30	42	44	38	40	45	47	69	29	33	72	49					
6	Число погашенных бюллетеней	24372	84	6	1164	9	1192	869	1258	1348	1033	1042	960	1020	1031	934	904	1028	910	1096	1084	624	1083	927	1013	883	1113	1034	723					
7	Число бюллетеней в переносных ящиках для голосования	895	14	0	31	0	20	33	18	14	34	36	40	19	31	39	28	30	42	44	38	40	45	47	69	29	33	72	49					
8	Число бюллетеней в стационарных ящиках для голосования	30017	282	124	1505	174	1388	1198	1324	1338	1233	1322	1200	1261	1138	1427	1068	1339	1248	1560	1378	736	1173	1226	1215	1188	1154	890	928					
9	Число недействительных бюллетеней	245	0	0	4	0	11	13	12	16	9	8	9	6	8	5	6	25	13	10	19	2	9	13	8	17	8	5	9					
10	Число действительных бюллетеней	30667	296	124	1532	174	1397	1218	1330	1336	1258	1350	1231	1274	1161	1461	1090	1344	1277	1594	1397	774	1209	1260	1276	1200	1179	957	968					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	639	3	3	35	11	25	25	15	20	20	35	20	48	22	25	30	35	19	30	30	20	35	20	20	20	25	30	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	535	0	0	35	11	25	24	15	15	17	35	14	42	22	21	22	17	15	28	30	19	24	20	20	16	13	19	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	142	1	1	4	0	3	7	3	3	5	4	10	3	3	6	5	8	9	8	7	9	4	12	5	8	3	3	8					
14	Число погашенных открепительных удостоверений	104	3	3	0	0	0	1	0	5	3	0	6	6	0	4	8	18	4	2	0	1	11	0	0	4	12	11	2					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	223	1	1	15	1	3	8	8	3	12	19	12	17	2	6	9	9	11	3	10	5	12	17	11	7	9	10	2					
		0.72%	0.33%	0.80%	0.97%	0.57%	0.21%	0.64%	0.59%	0.22%	0.94%	1.39%	0.96%	1.32%	0.17%	0.40%	0.82%	0.65%	0.85%	0.18%	0.70%	0.64%	0.98%	1.33%	0.85%	0.57%	0.75%	1.03%	0.20%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	774	0	0	33	0	32	19	25	33	23	64	36	40	20	47	43	41	35	60	51	15	20	17	26	22	28	14	30					
		2.50%	0.0%	0.0%	2.14%	0.0%	2.27%	1.54%	1.86%	2.44%	1.81%	4.71%	2.90%	3.12%	1.71%	3.20%	3.92%	2.99%	2.71%	3.74%	3.60%	1.93%	1.64%	1.33%	2.02%	1.80%	2.35%	1.45%	3.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	387	3	2	8	0	13	11	17	12	14	24	20	8	4	28	20	25	11	5	21	10	15	17	27	26	19	23	4					
		1.25%	1.01%	1.61%	0.52%	0.0%	0.92%	0.89%	1.26%	0.88%	1.10%	1.76%	1.61%	0.62%	0.34%	1.90%	1.82%	1.82%	0.85%	0.31%	1.48%	1.28%	1.23%	1.33%	2.10%	2.13%	1.60%	2.39%	0.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1053	0	0	68	0	45	48	40	59	42	44	46	18	34	62	52	56	60	58	47	24	22	40	34	51	48	35	20					
		3.40%	0.0%	0.0%	4.42%	0.0%	3.19%	3.89%	2.98%	4.36%	3.31%	3.24%	3.70%	1.40%	2.90%	4.22%	4.74%	4.09%	4.65%	3.61%	3.31%	3.09%	1.80%	3.14%	2.64%	4.19%	4.04%	3.63%	2.04%					
22	"5. ""За Русь Святую"""	92	1	0	5	0	3	5	5	2	2	4	4	3	2	3	6	2	0	2	6	2	1	8	6	8	5	6	1					
		0.29%	0.33%	0.0%	0.32%	0.0%	0.21%	0.40%	0.37%	0.14%	0.15%	0.29%	0.32%	0.23%	0.17%	0.20%	0.54%	0.14%	0.0%	0.12%	0.42%	0.25%	0.08%	0.62%	0.46%	0.65%	0.42%	0.62%	0.10%					
23	"6. ""Объединенная Российская партия ""Русь"""	63	0	0	5	0	3	3	4	4	2	0	2	4	0	1	2	4	2	2	4	2	2	6	3	0	6	1	1					
		0.20%	0.0%	0.0%	0.32%	0.0%	0.21%	0.24%	0.29%	0.29%	0.15%	0.0%	0.16%	0.31%	0.0%	0.06%	0.18%	0.29%	0.15%	0.12%	0.28%	0.25%	0.16%	0.47%	0.23%	0.0%	0.50%	0.10%	0.10%					
24	"7. ""Новый курс - Автомобильная Россия"""	155	1	0	13	0	8	5	11	10	10	4	8	1	5	12	9	5	1	3	5	4	2	9	10	7	6	3	3					
		0.50%	0.33%	0.0%	0.84%	0.0%	0.56%	0.40%	0.81%	0.73%	0.78%	0.29%	0.64%	0.07%	0.42%	0.81%	0.82%	0.36%	0.07%	0.18%	0.35%	0.51%	0.16%	0.70%	0.77%	0.57%	0.50%	0.31%	0.30%					
25	"8. ""Народно-республиканская партия России"""	25	0	0	2	0	0	0	1	0	0	0	0	8	0	0	1	1	0	0	2	1	3	2	1	0	3	0	0					
		0.08%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.09%	0.07%	0.0%	0.0%	0.14%	0.12%	0.24%	0.15%	0.07%	0.0%	0.25%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	66	0	0	7	0	3	2	3	4	2	4	2	1	1	1	3	5	6	2	1	1	5	1	0	6	4	1	1					
		0.21%	0.0%	0.0%	0.45%	0.0%	0.21%	0.16%	0.22%	0.29%	0.15%	0.29%	0.16%	0.07%	0.08%	0.06%	0.27%	0.36%	0.46%	0.12%	0.07%	0.12%	0.41%	0.07%	0.0%	0.49%	0.33%	0.10%	0.10%					
27	"10. ""Аграрная партия России"""	292	2	0	16	0	14	15	21	15	12	11	16	6	3	6	7	16	32	2	20	4	1	14	11	15	17	11	5					
		0.94%	0.67%	0.0%	1.04%	0.0%	0.99%	1.21%	1.56%	1.10%	0.94%	0.81%	1.29%	0.46%	0.25%	0.40%	0.63%	1.16%	2.48%	0.12%	1.41%	0.51%	0.08%	1.09%	0.85%	1.23%	1.43%	1.14%	0.51%					
28	"11. ""Истинные патриоты России"""	16	0	1	0	0	0	1	1	1	2	0	0	1	0	0	1	0	0	1	0	1	2	0	0	1	2	0	1					
		0.05%	0.0%	0.80%	0.0%	0.0%	0.0%	0.08%	0.07%	0.07%	0.15%	0.0%	0.0%	0.07%	0.0%	0.0%	0.09%	0.0%	0.0%	0.06%	0.0%	0.12%	0.16%	0.0%	0.0%	0.08%	0.16%	0.0%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	104	1	0	4	0	4	5	8	6	1	7	4	2	2	8	5	7	4	2	4	3	0	7	7	4	6	1	2					
		0.33%	0.33%	0.0%	0.26%	0.0%	0.28%	0.40%	0.59%	0.44%	0.07%	0.51%	0.32%	0.15%	0.17%	0.54%	0.45%	0.51%	0.31%	0.12%	0.28%	0.38%	0.0%	0.54%	0.54%	0.32%	0.50%	0.10%	0.20%					
30	"13. ""Демократическая партия России"""	34	0	0	2	0	0	3	2	1	1	2	2	3	1	3	0	0	0	1	1	1	0	3	0	1	4	3	0					
		0.10%	0.0%	0.0%	0.13%	0.0%	0.0%	0.24%	0.14%	0.07%	0.07%	0.14%	0.16%	0.23%	0.08%	0.20%	0.0%	0.0%	0.0%	0.06%	0.07%	0.12%	0.0%	0.23%	0.0%	0.08%	0.33%	0.31%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	0	0	1	0	0	1	0	2	5	2	2	0	1	0	0	1	1	1	0	2	1	0	1	1	1	0	2					
		0.08%	0.0%	0.0%	0.06%	0.0%	0.0%	0.08%	0.0%	0.14%	0.39%	0.14%	0.16%	0.0%	0.08%	0.0%	0.0%	0.07%	0.07%	0.06%	0.0%	0.25%	0.08%	0.0%	0.07%	0.08%	0.08%	0.0%	0.20%					
