Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Усвятская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в списки"	4951	2479	189	198	252	243	152	373	299	260	181	325					
2	"Число бюллетеней, полученных участковыми комиссиями"	4680	2000	202	215	265	260	166	409	330	282	197	354					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2234	1241	11	98	92	124	72	177	135	97	92	95					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1279	297	142	65	94	94	41	93	105	112	46	190					
6	Число погашенных бюллетеней	1167	462	49	52	79	42	53	139	90	73	59	69					
7	Число бюллетеней в переносных ящиках для голосования	1279	297	142	65	94	94	41	93	105	112	46	190					
8	Число бюллетеней в стационарных ящиках для голосования	2234	1241	11	98	92	124	72	177	135	97	92	95					
9	Число недействительных бюллетеней	20	12	0	1	0	0	1	2	1	1	2	0					
10	Число действительных бюллетеней	3493	1526	153	162	186	218	112	268	239	208	136	285					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	80	30	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	4	0	0	0	0	0	0	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	9	0	0	0	0	1	0	1	1	1	1					
14	Число погашенных открепительных удостоверений	73	26	5	5	5	5	5	5	2	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	"1. ""ЕДИНЕНИЕ"""	38	18	0	0	4	2	2	5	2	2	3	0					
		1.08%	1.17%	0.0%	0.0%	2.15%	0.91%	1.76%	1.85%	0.83%	0.95%	2.17%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	88	31	4	9	11	10	2	1	6	4	6	4					
		2.50%	2.01%	2.61%	5.52%	5.91%	4.58%	1.76%	0.37%	2.5%	1.91%	4.34%	1.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	137	79	4	2	9	7	2	5	13	6	1	9					
		3.89%	5.13%	2.61%	1.22%	4.83%	3.21%	1.76%	1.85%	5.41%	2.87%	0.72%	3.15%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	27	7	0	0	0	1	2	0	1	0	10	6					
		0.76%	0.45%	0.0%	0.0%	0.0%	0.45%	1.76%	0.0%	0.41%	0.0%	7.24%	2.10%					
22	"5. ""За Русь Святую"""	17	9	1	1	0	0	0	0	1	0	1	4					
		0.48%	0.58%	0.65%	0.61%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.72%	1.40%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	1	1	1	0	1	0	1	0	1	0	0					
		0.17%	0.06%	0.65%	0.61%	0.0%	0.45%	0.0%	0.37%	0.0%	0.47%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	9	1	1	1	1	0	0	2	1	0	1					
		0.48%	0.58%	0.65%	0.61%	0.53%	0.45%	0.0%	0.0%	0.83%	0.47%	0.0%	0.35%					
25	"8. ""Народно-республиканская партия России"""	7	1	0	0	1	0	2	0	1	1	0	1					
		0.19%	0.06%	0.0%	0.0%	0.53%	0.0%	1.76%	0.0%	0.41%	0.47%	0.0%	0.35%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	1	1	0	0	0	0	1	0	0	0	0					
		0.08%	0.06%	0.65%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	147	51	4	19	10	4	3	4	35	3	9	5					
		4.18%	3.31%	2.61%	11.65%	5.37%	1.83%	2.65%	1.48%	14.58%	1.43%	6.52%	1.75%					
28	"11. ""Истинные патриоты России"""	6	5	0	0	0	0	0	0	0	1	0	0					
		0.17%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	29	12	1	2	2	1	0	1	3	2	1	4					
		0.82%	0.78%	0.65%	1.22%	1.07%	0.45%	0.0%	0.37%	1.25%	0.95%	0.72%	1.40%					
30	"13. ""Демократическая партия России"""	2	1	0	0	1	0	0	0	0	0	0	0					
		0.05%	0.06%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	1	1	1	0	0	0	0	0	1	0	0					
		0.11%	0.06%	0.65%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	3	1	0	0	0	1	0	0	0	1	0	0					
		0.08%	0.06%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	149	60	6	8	13	5	5	15	8	8	7	14					
		4.24%	3.90%	3.92%	4.90%	6.98%	2.29%	4.42%	5.55%	3.33%	3.82%	5.07%	4.91%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	6	0	2	0	0	0	1	3	1	0	4					
		0.48%	0.39%	0.0%	1.22%	0.0%	0.0%	0.0%	0.37%	1.25%	0.47%	0.0%	1.40%					
35	"18. ""ЛДПР"""	423	142	23	34	24	22	9	41	47	31	13	37					
		12.04%	9.23%	15.03%	20.85%	12.90%	10.09%	7.96%	15.18%	19.58%	14.83%	9.42%	12.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	150	52	6	3	10	10	9	10	15	6	11	18					
		4.26%	3.38%	3.92%	1.84%	5.37%	4.58%	7.96%	3.70%	6.25%	2.87%	7.97%	6.31%					
37	"20. ""Политическая партия ""Единая Россия"""	1738	785	75	67	84	121	64	151	61	110	63	157					
		49.47%	51.04%	49.01%	41.10%	45.16%	55.50%	56.63%	55.92%	25.41%	52.63%	45.65%	55.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	2	0	0	0	0	0	0	1	0	0	0	1					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.35%					
39	"22. ""Развитие предпринимательства"""	4	3	0	0	0	0	0	1	0	0	0	0					
		0.11%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	391	210	18	10	15	20	9	22	38	23	8	18					
		11.13%	13.65%	11.76%	6.13%	8.06%	9.17%	7.96%	8.14%	15.83%	11.00%	5.79%	6.31%					
																		
41	Против всех	88	41	7	2	1	12	3	8	3	6	3	2					
		2.50%	2.66%	4.57%	1.22%	0.53%	5.50%	2.65%	2.96%	1.25%	2.87%	2.17%	0.70%					
																		
																		
