Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Котласская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461					
1	"Число избирателей, внесенных в список"	18696	1431	862	410	360	2188	127	164	534	667	290	1186	1871	1319	1411	412	695	255	225	1055	963	392	259	294	1326					
2	Число полученных избирательных бюллетеней	17048	1280	810	370	350	1990	132	156	500	595	250	1100	1680	1195	1305	380	630	242	198	965	890	350	235	250	1195					
3	"Число избирательных бюллетеней, выданных  досрочно"	175	74	7	5	0	0	0	0	0	56	0	0	0	0	0	0	10	0	0	0	0	0	20	3	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10290	660	455	252	184	1319	71	88	302	368	60	588	1077	716	762	271	316	126	101	529	489	191	144	178	1043					
5	"Число избирательных бюллетеней, выданных вне помещения"	1097	144	18	14	39	76	12	25	34	22	122	62	76	29	49	18	55	44	30	56	60	7	60	21	24					
6	Число погашенных избирательных бюллетеней	5486	402	330	99	127	595	49	43	164	149	68	450	527	450	494	91	249	72	67	380	341	152	11	48	128					
7	Число избирательных бюллетеней в переносных ящиках	1272	218	25	19	39	76	12	25	34	78	122	62	76	29	49	18	65	44	30	56	60	7	80	24	24					
8	Число бюллетеней в стационарных ящиках для голосования	10288	660	455	252	184	1319	71	88	302	368	60	587	1077	716	762	271	316	126	101	529	489	191	144	178	1042					
9	Число недействительных избирательных бюллетеней	89	11	7	3	0	14	1	4	0	3	1	6	10	5	2	0	1	1	7	6	4	1	0	0	2					
10	Число действительных избирательных бюллетеней	11471	867	473	268	223	1381	82	109	336	443	181	643	1143	740	809	289	380	169	124	579	545	197	224	202	1064					
11	Число полученных открепительных  удостоверений	247	15	10	5	5	15	5	5	10	10	5	15	15	15	15	5	10	5	5	10	10	5	12	5	35					
12	Число выданных открепительных удостоверений	138	6	9	0	2	12	0	4	9	6	2	7	12	4	11	0	2	2	0	4	5	0	6	1	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	100	7	8	2	1	13	5	6	3	6	5	1	4	6	6	1	0	0	2	2	3	1	6	4	8					
14	Число неиспользованных открепительных удостоверений	109	9	1	5	3	3	5	1	1	4	3	8	3	11	4	5	8	3	5	6	5	5	6	4	1					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	286	17	12	4	3	46	0	2	10	17	6	13	26	22	21	7	5	1	3	22	19	4	4	3	19					
		2.47%	1.94%	2.50%	1.48%	1.35%	3.30%	0.00%	1.77%	2.98%	3.81%	3.30%	2.00%	2.25%	2.95%	2.59%	2.42%	1.31%	0.59%	2.29%	3.76%	3.46%	2.02%	1.79%	1.49%	1.78%					
19	. Малышкин Олег Александрович	280	6	9	8	5	31	4	0	8	9	2	16	30	27	15	17	8	2	1	20	10	6	5	6	35					
		2.42%	0.68%	1.88%	2.95%	2.24%	2.22%	4.82%	0.00%	2.38%	2.02%	1.10%	2.47%	2.60%	3.62%	1.85%	5.88%	2.10%	1.18%	0.76%	3.42%	1.82%	3.03%	2.23%	2.97%	3.28%					
20	. Миронов Сергей Михайлович	120	9	2	5	1	11	1	1	5	6	5	3	12	2	13	2	2	1	0	12	5	4	1	1	16					
		1.04%	1.03%	0.42%	1.85%	0.45%	0.79%	1.20%	0.88%	1.49%	1.35%	2.75%	0.46%	1.04%	0.27%	1.60%	0.69%	0.52%	0.59%	0.00%	2.05%	0.91%	2.02%	0.45%	0.50%	1.50%					
21	. Путин Владимир Владимирович	8795	656	385	212	174	988	63	81	267	357	156	490	803	584	642	229	309	128	94	425	401	157	170	162	862					
		76.08%	74.72%	80.21%	78.23%	78.03%	70.82%	75.90%	71.68%	79.46%	80.04%	85.71%	75.50%	69.64%	78.39%	79.16%	79.24%	81.10%	75.29%	71.76%	72.65%	73.04%	79.29%	75.89%	80.20%	80.86%					
22	. Хакамада Ирина Муцуовна	263	5	7	3	8	37	5	2	6	7	2	15	36	23	21	3	8	0	3	14	18	6	4	4	26					
		2.28%	0.57%	1.46%	1.11%	3.59%	2.65%	6.02%	1.77%	1.79%	1.57%	1.10%	2.31%	3.12%	3.09%	2.59%	1.04%	2.10%	0.00%	2.29%	2.39%	3.28%	3.03%	1.79%	1.98%	2.44%					
23	. Харитонов Николай Михайлович	1504	164	55	35	24	241	8	22	36	44	9	99	209	62	78	25	44	33	22	79	85	14	32	22	62					
		13.01%	18.68%	11.46%	12.92%	10.76%	17.28%	9.64%	19.47%	10.71%	9.87%	4.95%	15.25%	18.13%	8.32%	9.62%	8.65%	11.55%	19.41%	16.79%	13.50%	15.48%	7.07%	14.29%	10.89%	5.82%					
																															
24	Против всех	223	10	3	1	8	27	1	1	4	3	1	7	27	20	19	6	4	4	1	7	7	6	8	4	44					
		1.93%	1.14%	0.62%	0.37%	3.59%	1.94%	1.20%	0.88%	1.19%	0.67%	0.55%	1.08%	2.34%	2.68%	2.34%	2.08%	1.05%	2.35%	0.76%	1.20%	1.28%	3.03%	3.57%	1.98%	4.13%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
