Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Куйбышевская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572					
1	"Число избирателей, внесенных в списки"	14444	203	248	724	223	833	318	270	665	432	354	377	943	113	566	330	387	966	102	442	508	242	111	49	1226	256	185	637	471	525	158	418	156	704	302					
2	"Число бюллетеней, полученных участковыми комиссиями"	14338	202	238	711	220	833	318	271	665	432	353	377	935	115	574	326	388	942	97	444	517	240	110	49	1178	255	185	637	454	523	160	426	154	707	302					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8221	122	160	376	129	316	126	120	272	262	324	238	578	76	300	143	282	446	84	362	259	188	94	40	699	123	120	371	349	270	118	249	69	387	169					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2205	9	58	111	5	231	96	64	184	64	0	65	30	9	128	117	27	188	0	8	98	12	0	0	59	62	12	110	9	131	14	40	69	97	98					
6	Число погашенных бюллетеней	3912	71	20	224	86	286	96	87	209	106	29	74	327	30	146	66	79	308	13	74	160	40	16	9	420	70	53	156	96	122	28	137	16	223	35					
7	Число бюллетеней в переносных ящиках для голосования	2205	9	58	111	5	231	96	64	184	64	0	65	30	9	128	117	27	188	0	8	98	12	0	0	59	62	12	110	9	131	14	40	69	97	98					
8	Число бюллетеней в стационарных ящиках для голосования	8220	122	160	376	129	316	126	120	272	262	324	238	578	76	300	143	282	446	84	362	259	188	94	40	698	123	120	371	349	270	118	249	69	387	169					
9	Число недействительных бюллетеней	222	2	0	21	6	14	4	6	0	9	2	1	10	8	2	3	4	12	0	0	7	6	0	0	47	4	3	16	3	0	2	3	2	10	15					
10	Число действительных бюллетеней	10203	129	218	466	128	533	218	178	456	317	322	302	598	77	426	257	305	622	84	370	350	194	94	40	710	181	129	465	355	401	130	286	136	474	252					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	175	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	2	0	0	0	0	1	0	1	0	0	1	2	0	2	0	4	1	0	1	4	0	0	0	8	0	0	1	0	0	1	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	3	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0					
14	Число погашенных открепительных удостоверений	140	3	5	5	5	5	4	5	4	5	5	4	3	5	0	5	1	4	5	4	1	5	5	5	2	5	5	4	5	5	4	2	5	5	5					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0					
