Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Кетовская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №559	УИК №1187	УИК №1188					
1	"Число избирателей, внесенных в список избирателей"	42535	1115	1076	1555	1447	1270	476	466	1272	1025	573	369	799	435	1166	527	611	562	358	812	259	719	1012	232	176	256	926	249	1534	274	2105	1677	144	199	2479	1426	432	580	166	1934	121	1645	861	1113	289	482	444	500	1088	358	2015	108	111	102	379	107	119					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42050	1100	1050	1500	1350	1250	450	350	1250	1050	550	370	800	400	1170	510	600	550	350	800	250	700	1000	230	170	270	930	250	1530	270	2100	1650	150	200	2500	1450	430	600	170	1900	120	1650	850	1100	280	480	450	520	1070	380	2000	100	110	120	360	110	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20783	636	566	777	676	755	282	287	820	539	288	173	376	226	554	325	326	271	191	412	125	375	553	144	129	151	396	115	607	142	864	749	99	103	796	685	195	281	64	840	82	654	474	531	114	222	272	276	509	193	888	97	54	102	209	96	117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2044	36	39	56	87	57	8	3	16	24	10	35	50	40	72	27	35	62	21	95	8	17	32	25	7	21	29	4	65	10	69	54	4	19	133	57	18	23	19	60	8	207	38	64	45	33	19	37	41	35	43	2	3	0	11	9	2					
6	Число погашенных избирательных бюллетеней	19223	428	445	667	587	438	160	60	414	487	252	162	374	134	544	158	239	217	138	293	117	308	415	61	34	98	505	131	858	118	1167	847	47	78	1571	708	217	296	87	1000	30	789	338	505	121	225	159	207	520	152	1069	1	53	18	140	5	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2044	36	39	56	87	57	8	3	16	24	10	35	50	40	72	27	35	62	21	95	8	17	32	25	7	21	29	4	65	10	69	54	4	19	133	57	18	23	19	60	8	207	38	64	45	33	19	37	41	35	43	2	3	0	11	9	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20783	636	566	777	676	755	282	287	820	539	288	173	376	226	554	325	326	271	191	412	125	375	553	144	129	151	396	115	607	142	864	749	99	103	796	685	195	281	64	840	82	654	474	531	114	222	272	276	509	193	888	97	54	102	209	96	117					
9	Число недействительных избирательных бюллетеней	309	13	4	7	9	10	8	3	8	12	2	0	2	6	4	1	2	8	2	7	0	6	17	2	0	3	0	2	14	1	12	8	0	0	14	6	3	3	1	16	0	8	10	11	4	5	3	2	6	1	30	0	0	0	3	9	1					
10	Число действительных избирательных бюллетеней	22518	659	601	826	754	802	282	287	828	551	296	208	424	260	622	351	359	325	210	500	133	386	568	167	136	169	425	117	658	151	921	795	103	122	915	736	210	301	82	884	90	853	502	584	155	250	288	311	544	227	901	99	57	102	217	96	118					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	543	24	13	10	16	20	3	5	18	16	5	2	13	5	13	3	13	5	3	8	3	8	20	5	3	20	8	3	10	5	15	15	3	3	20	18	5	11	6	20	3	15	15	15	5	10	15	15	6	8	20	5	3	3	8	1	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	530	23	13	10	16	18	3	5	18	15	5	2	13	5	13	3	13	5	3	8	3	8	20	5	3	20	8	3	10	5	14	15	3	3	20	18	5	11	6	18	2	15	15	15	2	10	15	15	6	8	19	4	3	3	8	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	412	8	8	19	5	12	7	23	15	3	5	5	6	6	6	3	4	4	1	4	8	8	9	5	3	2	10	3	10	5	4	24	5	1	7	5	2	2	0	18	1	20	4	4	1	5	1	2	11	1	12	10	6	0	9	1	49					
14	Число погашенных неиспользованных открепительных удостоверений	13	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2924	77	69	88	102	103	44	40	141	107	34	34	48	30	78	20	43	36	21	74	16	90	79	7	14	22	65	12	90	31	104	105	17	9	121	93	30	33	10	84	17	119	59	77	13	23	19	26	66	38	143	5	5	6	40	24	23					
		12.81%	11.46%	11.40%	10.56%	13.37%	12.68%	15.17%	13.79%	16.87%	19.01%	11.41%	16.35%	11.27%	11.28%	12.46%	5.68%	11.91%	10.81%	9.91%	14.60%	12.03%	22.96%	13.50%	4.14%	10.29%	12.79%	15.29%	10.08%	13.39%	20.39%	11.15%	13.08%	16.50%	7.38%	13.02%	12.53%	14.08%	10.86%	12.05%	9.33%	18.89%	13.82%	11.52%	12.94%	8.18%	9.02%	6.53%	8.31%	12.00%	16.67%	15.36%	5.05%	8.77%	5.88%	18.18%	22.86%	19.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4910	124	134	189	201	167	71	56	146	139	82	49	100	86	128	74	102	69	51	104	40	69	128	28	43	40	90	19	147	34	207	177	28	13	213	170	46	47	14	209	16	172	88	100	35	41	80	61	136	46	174	7	12	24	51	11	22					
		21.51%	18.45%	22.15%	22.69%	26.34%	20.57%	24.48%	19.31%	17.46%	24.69%	27.52%	23.56%	23.47%	32.33%	20.45%	21.02%	28.25%	20.72%	24.06%	20.51%	30.08%	17.60%	21.88%	16.57%	31.62%	23.26%	21.18%	15.97%	21.88%	22.37%	22.19%	22.04%	27.18%	10.66%	22.93%	22.91%	21.60%	15.46%	16.87%	23.22%	17.78%	19.98%	17.19%	16.81%	22.01%	16.08%	27.49%	19.49%	24.73%	20.18%	18.69%	7.07%	21.05%	23.53%	23.18%	10.48%	18.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	183	2	6	8	6	6	4	2	10	7	1	4	3	1	8	0	2	3	3	2	0	0	2	1	1	0	2	3	8	0	6	7	0	0	8	5	4	1	2	6	1	11	3	8	0	1	1	2	5	3	7	1	0	0	3	0	3					
		0.80%	0.30%	0.99%	0.96%	0.79%	0.74%	1.38%	0.69%	1.20%	1.24%	0.34%	1.92%	0.70%	0.38%	1.28%	0.00%	0.55%	0.90%	1.42%	0.39%	0.00%	0.00%	0.34%	0.59%	0.74%	0.00%	0.47%	2.52%	1.19%	0.00%	0.64%	0.87%	0.00%	0.00%	0.86%	0.67%	1.88%	0.33%	2.41%	0.67%	1.11%	1.28%	0.59%	1.34%	0.00%	0.39%	0.34%	0.64%	0.91%	1.32%	0.75%	1.01%	0.00%	0.00%	1.36%	0.00%	2.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4002	148	121	145	128	157	47	57	216	102	36	36	78	42	122	64	54	61	35	69	20	27	72	22	12	12	84	4	116	23	188	155	10	5	142	156	29	43	13	128	10	98	126	162	32	76	46	56	102	20	195	2	13	7	40	15	23					
		17.53%	22.02%	20.00%	17.41%	16.78%	19.33%	16.21%	19.66%	25.84%	18.12%	12.08%	17.31%	18.31%	15.79%	19.49%	18.18%	14.96%	18.32%	16.51%	13.61%	15.04%	6.89%	12.31%	13.02%	8.82%	6.98%	19.76%	3.36%	17.26%	15.13%	20.15%	19.30%	9.71%	4.10%	15.29%	21.02%	13.62%	14.14%	15.66%	14.22%	11.11%	11.38%	24.61%	27.23%	20.13%	29.80%	15.81%	17.89%	18.55%	8.77%	20.95%	2.02%	22.81%	6.86%	18.18%	14.29%	19.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	443	22	16	35	18	25	12	4	20	16	11	6	12	4	4	6	4	7	5	7	5	4	5	10	3	3	4	4	5	2	15	14	1	3	8	9	0	7	0	12	1	15	6	8	2	5	3	1	13	1	18	1	0	1	14	2	4					
		1.94%	3.27%	2.64%	4.20%	2.36%	3.08%	4.14%	1.38%	2.39%	2.84%	3.69%	2.88%	2.82%	1.50%	0.64%	1.70%	1.11%	2.10%	2.36%	1.38%	3.76%	1.02%	0.85%	5.92%	2.21%	1.74%	0.94%	3.36%	0.74%	1.32%	1.61%	1.74%	0.97%	2.46%	0.86%	1.21%	0.00%	2.30%	0.00%	1.33%	1.11%	1.74%	1.17%	1.34%	1.26%	1.96%	1.03%	0.32%	2.36%	0.44%	1.93%	1.01%	0.00%	0.98%	6.36%	1.90%	3.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9945	277	252	354	295	339	103	128	292	177	131	78	182	97	280	185	150	149	94	242	51	196	278	98	63	92	175	75	290	61	400	335	47	91	418	301	101	170	42	442	45	436	218	226	73	102	137	165	212	119	358	83	27	59	69	43	42					
		43.57%	41.22%	41.65%	42.50%	38.66%	41.75%	35.52%	44.14%	34.93%	31.44%	43.96%	37.50%	42.72%	36.47%	44.73%	52.56%	41.55%	44.74%	44.34%	47.73%	38.35%	50.00%	47.52%	57.99%	46.32%	53.49%	41.18%	63.03%	43.15%	40.13%	42.87%	41.72%	45.63%	74.59%	44.99%	40.57%	47.42%	55.92%	50.60%	49.11%	50.00%	50.64%	42.58%	37.98%	45.91%	40.00%	47.08%	52.72%	38.55%	52.19%	38.45%	83.84%	47.37%	57.84%	31.36%	40.95%	35.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	111	9	3	7	4	5	1	0	3	3	1	1	1	0	2	2	4	0	1	2	1	0	4	1	0	0	5	0	2	0	1	2	0	1	5	2	0	0	1	3	0	2	2	3	0	2	2	0	10	0	6	0	0	5	0	1	1					
		0.49%	1.34%	0.50%	0.84%	0.52%	0.62%	0.34%	0.00%	0.36%	0.53%	0.34%	0.48%	0.23%	0.00%	0.32%	0.57%	1.11%	0.00%	0.47%	0.39%	0.75%	0.00%	0.68%	0.59%	0.00%	0.00%	1.18%	0.00%	0.30%	0.00%	0.11%	0.25%	0.00%	0.82%	0.54%	0.27%	0.00%	0.00%	1.20%	0.33%	0.00%	0.23%	0.39%	0.50%	0.00%	0.78%	0.69%	0.00%	1.82%	0.00%	0.64%	0.00%	0.00%	4.90%	0.00%	0.95%	0.84%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
