Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Московская №27																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136					
1	"Число избирателей, внесенных в список"	91154	2350	2201	2063	2666	2039	2906	2911	2630	2103	1726	1071	1794	2431	1926	1571	1535	2710	2037	2688	2236	1041	2972	2520	2364	1586	1543	1836	1231	1450	1357	2178	2401	2185	2245	2401	2532	1438	710	2271	1852	2549	2136	2147	275	1039	1301					
2	Число полученных избирательных бюллетеней	91000	2300	2200	2000	2900	2000	2900	2900	2700	2100	1800	1000	1800	2400	1900	1500	1500	2700	2000	2600	2200	1000	3000	2500	2400	1600	1600	1800	1200	1400	1300	2200	2400	2200	2200	2400	2500	1400	700	2300	1900	2500	2200	2100	500	1000	1300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	51399	1292	1250	1167	2038	1153	1692	1598	1493	1197	889	605	1040	1269	998	880	835	1325	1259	1368	1345	598	1523	1437	1306	927	832	1091	714	824	786	1188	1367	1299	1341	1365	1426	756	396	1246	973	1509	1254	1109	181	528	730					
5	"Число избирательных бюллетеней, выданных вне помещения"	1682	61	33	50	22	27	46	57	51	48	55	22	23	62	37	21	28	50	27	32	30	14	24	51	64	27	20	31	18	33	38	48	40	46	34	41	48	6	21	20	37	33	9	49	94	35	19					
6	Число погашенных избирательных бюллетеней	37919	947	917	783	840	820	1162	1245	1156	855	856	373	737	1069	865	599	637	1325	714	1200	825	388	1453	1012	1030	646	748	678	468	543	476	964	993	855	825	994	1026	638	283	1034	890	958	937	942	225	437	551					
7	Число избирательных бюллетеней в переносных ящиках	1680	61	33	50	22	27	46	57	51	47	55	22	23	62	37	21	28	50	27	32	30	14	24	51	64	27	20	31	18	33	38	48	40	46	34	41	48	6	21	20	37	33	9	49	94	35	18					
8	Число бюллетеней в стационарных ящиках для голосования	51372	1292	1250	1167	2038	1148	1692	1598	1493	1192	889	604	1040	1269	996	880	835	1325	1259	1368	1345	598	1523	1435	1304	927	828	1089	714	823	786	1188	1367	1298	1341	1365	1426	756	396	1246	973	1509	1252	1109	181	528	730					
9	Число недействительных избирательных бюллетеней	188	5	5	0	8	5	5	5	10	6	3	3	3	5	1	7	5	5	7	0	4	3	5	3	9	3	2	2	5	6	1	2	6	6	5	5	5	6	1	4	2	3	1	6	0	2	3					
10	Число действительных избирательных бюллетеней	52864	1348	1278	1217	2052	1170	1733	1650	1534	1233	941	623	1060	1326	1032	894	858	1370	1279	1400	1371	609	1542	1483	1359	951	846	1118	727	850	823	1234	1401	1338	1370	1401	1469	756	416	1262	1008	1539	1260	1152	275	561	745					
11	Число полученных открепительных  удостоверений	3981	91	90	90	90	90	90	95	90	90	85	85	85	90	85	85	85	95	90	95	90	85	95	90	90	85	85	85	85	85	85	90	90	90	90	90	90	85	80	90	85	95	90	90	0	85	85					
12	Число выданных открепительных удостоверений	1036	20	26	20	60	22	29	25	35	21	27	10	23	30	23	16	23	26	20	25	22	13	36	23	21	26	36	17	22	12	20	26	50	19	28	18	25	13	3	30	12	25	31	10	0	4	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1107	19	19	18	78	23	16	24	19	4	6	26	18	22	10	19	29	0	41	9	22	23	7	27	12	85	18	21	11	16	29	22	28	23	18	11	14	11	9	28	12	53	66	11	109	12	9					
14	Число неиспользованных открепительных удостоверений	2945	71	64	70	30	68	61	70	55	69	58	75	62	60	62	69	62	69	70	70	68	72	59	67	69	59	49	68	63	73	65	64	40	71	62	72	65	72	77	60	73	70	59	80	0	81	72					
