Выборы Президента Российской Федерации																																																																																																																																																																																			
Дата голосования: 04.03.2012																																																																																																																																																																																			
																																																																																																																																																																																			
Наименование Избирательной комиссии:    Владивосток, Фрунзенская																																																																																																																																																																																			
																																																																																																																																																																																			
Сводная таблица итогов голосования																																																																																																																																																																																			
																																																																																																																																																																																			
	Число участковых избирательных комиссий	168																																																																																																																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	168																																																																																																																																																																																	
																																																																																																																																																																																			
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №1708	УИК №1710	УИК №1711	УИК №1713	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1786	УИК №1788	УИК №1792	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1983	УИК №1984	УИК №1985	УИК №1986									
1	Число избирателей, включенных в список избирателей	56375	2611	2488	2235	2434	2216	2294	1416	1109	1110	1015	717	1747	1187	2070	1617	1073	1779	2087	990	1877	1960	2328	610	1722	1590	227	258	88	349	546	509	2037	2903	502	103	19	24	25	24	16	31	45	33	35	35	35	24	23	22	29	20	21	20	12	14	13	14	12	14	22	22	20	30	20	62	22	29	31	37	27	33	26	25	27	26	28	24	53	25	65	29	40	26	22	25	27	29	14	13	13	14	13	13	14	16	28	21	23	20	25	10	17	24	25	23	26	25	23	17	23	28	28	22	22	22	28	23	23	21	19	23	85	86	84	15	14	89	89	29	31	248	274	23	22	19	23	22	22	84	85	44	27	48	48	87	89	92	92	127	119	93	91	98	38	27	30	25	27	13	48	48	94	35	25	604	111	890	46									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	46288	2000	2000	1900	1700	1500	1800	900	900	800	700	550	1300	1000	1450	1100	850	1500	1700	850	1600	1650	1950	500	1200	1150	250	300	100	370	450	400	1700	2900	490	110	19	24	25	24	16	31	45	33	35	35	35	24	23	22	29	20	21	20	12	14	13	14	12	14	22	22	20	30	20	62	22	29	31	37	27	33	26	25	27	26	28	24	53	25	65	29	40	26	22	25	27	29	14	13	13	14	13	13	14	16	28	21	23	20	25	10	17	24	25	23	26	25	23	17	23	28	28	22	22	22	28	23	23	21	19	23	85	86	84	15	14	89	90	29	31	248	274	23	22	19	23	22	22	84	85	44	27	48	48	87	89	92	92	127	119	93	91	98	38	27	30	25	27	13	48	48	94	35	25	690	110	902	45									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	35531	1394	1766	1509	1433	1247	1413	856	615	639	515	436	968	758	1224	996	624	1040	1300	604	1305	1232	1274	268	664	790	227	184	85	260	367	333	1572	772	382	103	19	24	25	24	16	31	45	29	35	35	35	24	18	22	29	20	21	20	12	14	13	14	12	14	22	21	20	30	20	61	22	29	31	35	27	33	26	25	27	26	28	24	53	25	65	29	40	26	22	25	27	29	14	10	13	14	13	13	14	16	28	21	23	20	25	10	17	23	25	23	22	25	23	17	23	28	28	22	22	22	28	23	23	21	19	23	85	86	84	15	14	89	88	29	31	248	274	23	22	19	23	22	22	84	85	44	26	48	48	87	89	92	92	127	119	93	91	98	38	27	30	25	27	12	48	46	94	35	25	468	99	890	25									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	557	13	14	16	21	21	33	19	8	9	12	0	24	17	23	13	15	24	11	10	16	20	32	0	53	29	0	13	0	89	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	10200	593	220	375	246	232	354	25	277	152	173	114	308	225	203	91	211	436	389	236	279	398	644	232	483	331	23	103	15	21	83	67	126	2128	108	7	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	222	11	12	20									
