Выборы Президента Российской Федерации																																																																																																										
Дата голосования: 02.03.2008																																																																																																										
																																																																																																										
"Наименование Избирательной комиссии:    Владивосток, Фрунзенская"																																																																																																										
																																																																																																										
Сводная таблица результатов выборов																																																																																																										
																																																																																																										
	Число участковых избирательных комиссий	99																																																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	99																																																																																																								
																																																																																																										
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1812					
1	"Число избирателей, включенных в списки избирателей"	48816	2431	2582	2411	2499	2236	2151	1571	1168	1168	1297	1329	1819	1154	2190	1636	1126	1834	2084	1067	1762	2108	2313	1162	676	1700	1576	270	230	117	88	185	643	516	25	58	26	30	19	29	29	37	22	26	24	22	27	32	22	28	23	25	26	27	31	25	29	65	26	37	24	26	25	22	22	23	24	26	28	28	28	29	24	22	21	22	22	22	22	21	25	27	27	15	23	21	25	22	22	22	20	18	22	22	33	26	28	22	22	24					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40771	1900	2100	1900	2000	1800	1800	1300	1000	1000	1000	1000	1400	1000	1700	1300	1000	1500	1700	1000	1400	1700	1900	1000	600	1400	1300	300	500	150	100	300	500	500	25	58	26	30	19	29	29	37	24	26	24	22	27	32	22	28	23	25	26	27	31	25	29	65	26	37	24	26	25	22	22	23	24	26	28	28	28	29	24	22	21	22	22	22	22	21	25	27	27	15	23	21	25	22	22	22	20	18	23	22	33	27	28	22	22	24					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	26179	1048	1192	1015	1157	1020	1108	754	517	529	706	949	918	593	1238	849	583	859	1033	521	814	1009	1028	575	467	1345	1028	270	148	117	79	185	455	358	25	58	26	27	19	28	29	37	22	26	24	22	27	32	22	28	23	25	26	27	31	25	29	65	26	37	24	26	25	22	22	23	24	26	28	28	28	29	24	22	21	22	22	22	22	21	25	27	27	15	23	21	25	22	21	22	20	18	22	22	33	26	28	22	22	24					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	569	8	16	20	14	13	23	16	17	9	4	3	36	7	18	11	15	17	15	25	10	17	55	0	0	55	93	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	14023	844	892	865	829	767	669	530	466	462	290	48	446	400	444	440	402	624	652	454	576	674	817	425	133	0	179	30	300	33	21	115	45	142	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0					
