Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Беловская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293					
1	"Число избирателей, внесенных в список избирателей"	15795	2354	312	316	979	108	578	274	705	1533	408	186	681	257	441	613	1194	135	384	73	136	299	210	307	358	153	713	785	894	409					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14535	2140	280	290	910	100	535	260	650	1405	375	170	620	235	405	560	1115	120	350	70	120	270	195	290	330	145	660	710	835	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9163	1470	207	185	489	78	363	143	437	794	204	99	398	139	296	362	538	65	248	41	93	178	138	228	195	79	438	490	509	259					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1202	48	27	51	100	8	98	66	91	48	18	21	24	29	61	84	48	4	37	8	7	37	18	17	49	24	40	84	27	28					
6	Число погашенных избирательных бюллетеней	4170	622	46	54	321	14	74	51	122	563	153	50	198	67	48	114	529	51	65	21	20	55	39	45	86	42	182	136	299	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1202	48	27	51	100	8	98	66	91	48	18	21	24	29	61	84	48	4	37	8	7	37	18	17	49	24	40	84	27	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9163	1470	207	185	489	78	363	143	437	794	204	99	398	139	296	362	538	65	248	41	93	178	138	228	195	79	438	490	509	259					
9	Число недействительных избирательных бюллетеней	117	17	4	3	6	1	0	0	5	7	3	1	5	3	2	6	8	3	6	1	1	3	2	3	3	2	7	7	6	2					
10	Число действительных избирательных бюллетеней	10248	1501	230	233	583	85	461	209	523	835	219	119	417	165	355	440	578	66	279	48	99	212	154	242	241	101	471	567	530	285					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	236	36	8	6	26	3	10	7	5	10	3	3	4	3	5	10	10	3	3	3	3	3	3	3	3	7	18	5	20	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	179	29	6	5	25	3	7	7	4	10	3	0	3	3	3	7	10	0	0	0	0	2	0	2	0	7	17	0	13	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	10	1	1	1	1	4	0	3	3	0	1	1	1	2	3	6	1	1	2	3	1	0	1	0	1	1	3	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	57	7	2	1	1	0	3	0	1	0	0	3	1	0	2	3	0	3	3	3	3	1	3	1	3	0	1	5	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
