Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Лысковская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273					
1	"Число избирателей, внесенных в списки избирателей"	33046	924	706	858	1576	1927	1033	1809	2282	1930	1058	1333	861	974	646	644	809	282	606	221	200	110	216	1165	332	443	371	133	548	740	369	533	170	322	495	866	253	296	607	192	1343	571	174	551	137	106	1221	103					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31020	830	650	800	1500	1850	950	1700	2050	1750	800	1250	750	850	500	550	780	250	600	230	190	110	220	1160	320	400	360	130	580	750	380	540	170	350	470	850	250	290	570	190	1280	570	170	530	120	100	1240	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16264	482	305	397	800	1060	507	848	1032	845	435	613	388	476	284	284	322	169	265	126	126	68	142	572	182	246	245	100	254	349	223	292	93	172	209	395	157	143	299	102	669	319	119	241	76	59	698	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1745	21	20	8	29	27	14	20	20	35	141	33	10	27	6	12	13	6	79	35	21	11	27	33	27	72	35	15	104	42	34	45	7	58	71	110	46	69	30	40	49	24	10	61	19	12	112	5					
6	Число погашенных избирательных бюллетеней	13011	327	325	395	671	763	429	832	998	870	224	604	352	347	210	254	445	75	256	69	43	31	51	555	111	82	80	15	222	359	123	203	70	120	190	345	47	78	241	48	562	227	41	228	25	29	430	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1745	21	20	8	29	27	14	20	20	35	141	33	10	27	6	12	13	6	79	35	21	11	27	33	27	72	35	15	104	42	34	45	7	58	71	110	46	69	30	40	49	24	10	61	19	12	112	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16261	482	305	397	800	1060	507	848	1032	845	435	613	388	476	284	284	322	169	265	126	126	68	142	572	182	246	245	100	254	349	223	292	93	172	209	395	157	143	299	102	669	319	119	241	76	59	695	76					
9	Число недействительных избирательных бюллетеней	142	4	2	2	11	5	2	5	4	5	2	4	3	1	3	6	6	0	0	0	1	4	1	5	1	2	4	2	4	0	6	4	0	0	4	5	0	1	6	3	5	4	0	4	1	1	9	0					
10	Число действительных избирательных бюллетеней	17864	499	323	403	818	1082	519	863	1048	875	574	642	395	502	287	290	329	175	344	161	146	75	168	600	208	316	276	113	354	391	251	333	100	230	276	500	203	211	323	139	713	339	129	298	94	70	798	81					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	430	10	8	10	10	14	10	11	18	15	10	15	10	5	7	5	10	4	10	10	10	10	10	19	5	6	5	5	10	12	6	8	10	5	6	12	5	5	5	5	20	8	5	8	10	5	18	5					
