Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Увельская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172					
1	"Число избирателей, внесенных в список"	22932	1290	1195	1346	1146	1349	635	643	315	354	1629	151	633	1657	810	632	204	624	644	1180	245	357	465	1164	365	576	390	423	1122	193	587	608					
2	Число полученных избирательных бюллетеней	22359	1185	1109	1242	1032	1311	577	606	325	327	1684	149	633	1658	784	622	220	639	639	1190	233	348	464	1122	355	593	390	427	1082	219	574	620					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18332	1000	946	1115	881	1049	539	505	237	310	1083	147	523	1207	655	531	167	615	572	837	193	316	445	991	313	463	347	382	924	138	440	461					
5	"Число избирательных бюллетеней, выданных вне помещения"	1670	85	36	42	121	53	28	30	44	0	320	0	21	131	28	42	8	0	31	136	29	29	3	61	26	45	24	13	56	29	92	107					
6	Число погашенных избирательных бюллетеней	2357	100	127	85	30	209	10	71	44	17	281	2	89	320	101	49	45	24	36	217	11	3	16	70	16	85	19	32	102	52	42	52					
7	Число избирательных бюллетеней в переносных ящиках	1670	85	36	42	121	53	28	30	44	0	320	0	21	131	28	42	8	0	31	136	29	29	3	61	26	45	24	13	56	29	92	107					
8	Число бюллетеней в стационарных ящиках для голосования	18325	1000	946	1115	881	1049	536	505	237	310	1083	147	523	1206	655	531	167	615	572	836	193	314	445	991	313	463	347	382	924	138	440	461					
9	Число недействительных избирательных бюллетеней	202	11	10	4	8	16	8	7	1	0	27	2	13	10	10	5	5	2	0	14	2	1	0	11	3	7	4	1	9	1	5	5					
10	Число действительных избирательных бюллетеней	19793	1074	972	1153	994	1086	556	528	280	310	1376	145	531	1327	673	568	170	613	603	958	220	342	448	1041	336	501	367	394	971	166	527	563					
11	Число полученных открепительных  удостоверений	448	10	12	17	10	15	16	8	10	15	58	5	8	34	10	5	5	7	5	15	10	5	5	10	5	13	5	10	63	25	17	15					
12	Число выданных открепительных удостоверений	376	7	12	17	10	9	14	7	6	15	58	3	8	34	5	3	2	0	3	11	10	1	5	10	1	12	3	6	57	16	17	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	291	22	7	15	20	15	15	3	1	5	11	5	6	16	5	8	3	0	2	7	4	3	1	12	3	3	1	3	87	1	4	3					
14	Число неиспользованных открепительных удостоверений	72	3	0	0	0	6	2	1	4	0	0	2	0	0	5	2	3	7	2	4	0	4	0	0	4	1	2	4	6	9	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	444	34	15	24	9	34	5	10	6	14	19	1	5	55	17	13	3	12	20	22	3	13	3	53	4	8	3	3	19	4	3	10					
		2.22%	3.13%	1.53%	2.07%	0.90%	3.09%	0.89%	1.87%	2.14%	4.52%	1.35%	0.68%	0.92%	4.11%	2.49%	2.27%	1.71%	1.95%	3.32%	2.26%	1.35%	3.79%	0.67%	5.04%	1.18%	1.57%	0.81%	0.76%	1.94%	2.40%	0.56%	1.76%					
19	. Малышкин Олег Александрович	534	40	27	38	24	28	11	12	6	6	34	5	10	38	24	8	2	13	18	28	9	4	11	19	12	16	18	16	25	3	8	21					
		2.67%	3.69%	2.75%	3.28%	2.40%	2.54%	1.95%	2.24%	2.14%	1.94%	2.42%	3.40%	1.84%	2.84%	3.51%	1.40%	1.14%	2.11%	2.99%	2.88%	4.05%	1.17%	2.46%	1.81%	3.54%	3.15%	4.85%	4.05%	2.55%	1.80%	1.50%	3.70%					
20	. Миронов Сергей Михайлович	122	10	5	13	5	9	3	3	1	1	6	0	3	9	6	1	3	8	8	4	0	0	2	3	2	2	1	2	3	0	4	5					
		0.61%	0.92%	0.51%	1.12%	0.50%	0.82%	0.53%	0.56%	0.36%	0.32%	0.43%	0.00%	0.55%	0.67%	0.88%	0.17%	1.71%	1.30%	1.33%	0.41%	0.00%	0.00%	0.45%	0.29%	0.59%	0.39%	0.27%	0.51%	0.31%	0.00%	0.75%	0.88%					
