Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Большеигнатовская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161					
1	"Число избирателей, внесенных в списки"	7429	270	642	2466	192	143	308	208	402	149	287	280	238	76	228	196	399	225	157	105	224	234					
2	"Число бюллетеней, полученных участковыми комиссиями"	7390	271	647	2389	192	144	311	212	404	151	288	290	240	77	229	196	399	227	159	106	223	235					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6678	259	545	2100	183	137	285	199	363	148	219	268	237	76	228	184	375	203	149	89	211	220					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	457	9	89	120	7	5	20	9	35	0	62	12	0	0	0	12	16	18	6	15	10	12					
6	Число погашенных бюллетеней	255	3	13	169	2	2	6	4	6	3	7	10	3	1	1	0	8	6	4	2	2	3					
7	Число бюллетеней в переносных ящиках для голосования	457	9	89	120	7	5	20	9	35	0	62	12	0	0	0	12	16	18	6	15	10	12					
8	Число бюллетеней в стационарных ящиках для голосования	6678	259	545	2100	183	137	285	199	363	148	219	268	237	76	228	184	375	203	149	89	211	220					
9	Число недействительных бюллетеней	57	0	0	47	0	0	0	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0					
10	Число действительных бюллетеней	7078	268	634	2173	190	142	305	208	390	147	281	280	237	76	228	196	391	221	154	104	221	232					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	4	10	14	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	4	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	3	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0					
14	Число погашенных открепительных удостоверений	96	4	10	13	4	4	2	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
