Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Слободская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089					
1	"Число избирателей, внесенных в список избирателей"	29249	1972	1832	1290	1968	1771	1146	1041	1302	2088	1003	2097	779	1616	1492	2502	1930	1788	1550	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26994	1800	1660	1200	1800	1600	1100	1000	1200	1900	950	1900	700	1500	1400	2300	1800	1700	1400	84					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14136	890	869	557	1017	771	527	535	699	1126	416	1164	215	676	841	1418	872	742	722	79					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	830	52	50	38	34	40	29	17	30	44	8	42	85	43	66	52	68	78	54	0					
6	Число погашенных избирательных бюллетеней	12028	858	741	605	749	789	544	448	471	730	526	694	400	781	493	830	860	880	624	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	830	52	50	38	34	40	29	17	30	44	8	42	85	43	66	52	68	78	54	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14135	890	869	557	1017	771	527	535	698	1126	416	1164	215	676	841	1418	872	742	722	79					
9	Число недействительных избирательных бюллетеней	241	16	10	8	15	11	7	9	13	17	7	9	4	8	19	34	14	22	17	1					
10	Число действительных избирательных бюллетеней	14724	926	909	587	1036	800	549	543	715	1153	417	1197	296	711	888	1436	926	798	759	78					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	237	15	18	5	20	10	6	8	16	16	8	18	7	19	12	24	16	10	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	230	14	16	10	12	4	10	9	18	15	5	26	9	11	11	25	14	5	8	8					
14	Число погашенных неиспользованных открепительных удостоверений	133	5	2	15	0	10	14	12	4	4	12	2	13	1	8	6	4	10	11	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	2	1	0	1	0	2	1	2	3	1	1	0	1	0	4	1	2	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3103	180	192	133	273	176	123	136	155	251	94	245	39	156	174	249	214	146	144	23					
		20.74%	19.11%	20.89%	22.35%	25.98%	21.70%	22.12%	24.64%	21.29%	21.45%	22.17%	20.32%	13.00%	21.70%	19.18%	16.94%	22.77%	17.80%	18.56%	29.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3457	219	197	168	230	202	150	113	168	260	80	275	103	208	186	334	221	162	164	17					
		23.10%	23.25%	21.44%	28.24%	21.88%	24.91%	26.98%	20.47%	23.08%	22.22%	18.87%	22.80%	34.33%	28.93%	20.51%	22.72%	23.51%	19.76%	21.13%	21.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	186	13	14	4	11	9	5	4	5	23	8	21	4	9	11	13	9	11	12	0					
		1.24%	1.38%	1.52%	0.67%	1.05%	1.11%	0.90%	0.72%	0.69%	1.97%	1.89%	1.74%	1.33%	1.25%	1.21%	0.88%	0.96%	1.34%	1.55%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3319	216	202	127	241	168	135	126	184	230	107	290	58	127	239	298	193	187	180	11					
		22.18%	22.93%	21.98%	21.34%	22.93%	20.72%	24.28%	22.83%	25.27%	19.66%	25.24%	24.05%	19.33%	17.66%	26.35%	20.27%	20.53%	22.80%	23.20%	13.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	310	20	18	9	19	22	11	6	17	40	8	23	12	7	23	25	14	18	17	1					
		2.07%	2.12%	1.96%	1.51%	1.81%	2.71%	1.98%	1.09%	2.34%	3.42%	1.89%	1.91%	4.00%	0.97%	2.54%	1.70%	1.49%	2.20%	2.19%	1.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4284	270	282	146	255	214	124	156	182	342	119	340	79	203	254	508	273	272	239	26					
		28.63%	28.66%	30.69%	24.54%	24.26%	26.39%	22.30%	28.26%	25.00%	29.23%	28.07%	28.19%	26.33%	28.23%	28.00%	34.56%	29.04%	33.17%	30.80%	32.91%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	65	8	4	0	7	9	1	2	4	7	1	3	1	1	1	9	2	2	3	0					
		0.43%	0.85%	0.44%	0.00%	0.67%	1.11%	0.18%	0.36%	0.55%	0.60%	0.24%	0.25%	0.33%	0.14%	0.11%	0.61%	0.21%	0.24%	0.39%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
