Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Юргинская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044					
1	"Число избирателей, внесенных в списки"	9213	415	416	409	410	333	100	794	432	592	732	139	189	419	1343	600	695	723	236	178	58					
2	"Число бюллетеней, полученных участковыми комиссиями"	9310	432	423	413	410	336	97	792	438	602	724	140	187	420	1392	587	700	730	237	192	58					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6080	255	287	302	303	215	73	530	254	291	575	133	163	255	805	345	438	476	177	154	49					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1047	72	66	58	76	77	14	92	93	101	63	6	23	86	69	59	16	29	23	21	3					
6	Число погашенных бюллетеней	2183	105	70	53	31	44	10	170	91	210	86	1	1	79	518	183	246	225	37	17	6					
7	Число бюллетеней в переносных ящиках для голосования	1047	72	66	58	76	77	14	92	93	101	63	6	23	86	69	59	16	29	23	21	3					
8	Число бюллетеней в стационарных ящиках для голосования	6080	255	287	302	303	215	73	530	254	291	575	133	163	255	805	345	438	476	177	154	49					
9	Число недействительных бюллетеней	48	1	1	8	0	8	0	5	0	4	0	0	2	2	7	0	2	7	1	0	0					
10	Число действительных бюллетеней	7079	326	352	352	379	284	87	617	347	388	638	139	184	339	867	404	452	498	199	175	52					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	145	5	5	5	5	5	5	10	10	10	10	5	5	5	15	10	10	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	5	1	1	1	2	0	9	9	2	4	0	0	4	13	3	5	5	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	2	1	2	2	3	2	3	3	1	0	1	4	1	5	5	1	2	0	0	1					
14	Число погашенных открепительных удостоверений	79	0	4	4	4	3	5	1	1	8	6	5	5	1	2	7	5	5	3	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	106	6	8	4	10	5	0	11	8	2	3	4	2	11	13	2	4	8	3	1	1					
		1.48%	1.83%	2.26%	1.11%	2.63%	1.71%	0.0%	1.76%	2.30%	0.51%	0.47%	2.87%	1.07%	3.22%	1.48%	0.49%	0.88%	1.58%	1.5%	0.57%	1.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	46	1	2	3	3	1	0	2	0	3	0	0	0	3	13	5	4	6	0	0	0					
		0.64%	0.30%	0.56%	0.83%	0.79%	0.34%	0.0%	0.32%	0.0%	0.76%	0.0%	0.0%	0.0%	0.87%	1.48%	1.23%	0.88%	1.18%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	123	5	6	6	1	1	2	12	14	18	4	1	1	12	12	1	3	8	9	6	1					
		1.72%	1.52%	1.69%	1.66%	0.26%	0.34%	2.29%	1.92%	4.03%	4.59%	0.62%	0.71%	0.53%	3.51%	1.37%	0.24%	0.66%	1.58%	4.5%	3.42%	1.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	63	2	5	0	0	1	0	4	2	6	3	1	1	3	17	2	5	8	1	2	0					
		0.88%	0.61%	1.41%	0.0%	0.0%	0.34%	0.0%	0.64%	0.57%	1.53%	0.47%	0.71%	0.53%	0.87%	1.94%	0.49%	1.10%	1.58%	0.5%	1.14%	0.0%					
22	"5. ""За Русь Святую"""	37	0	0	5	1	2	2	3	2	3	1	0	1	2	3	2	3	3	3	0	1					
